SLIPCUT2,,,SLIPCUT4,,,SLIPCUT8,,,SLIPCUT16,,,SLIPCUT32,,,SLIPCUT2TechNum,,,SLIPCUT4TechNum,,,SLIPCUT8TechNum,,,SLIPCUT16TechNum,,,SLIPCUT32TechNum,,,
490,470,470,430,450,430,430,410,420,270,510,190,180,190,190,1,4,1,1,1,4,4,4,4,4,4,4,4,4,4
490,490,480,450,450,450,430,420,420,280,510,190,180,190,190,1,1,4,2,1,1,4,4,2,4,4,4,4,4,4
490,490,490,450,450,450,430,420,430,290,510,190,190,190,190,2,1,3,2,1,3,2,2,2,2,4,4,3,4,4
490,490,490,470,460,450,430,430,430,300,510,190,190,190,190,1,1,1,3,4,1,4,4,2,4,4,2,4,5,2
490,490,490,470,460,450,430,430,430,300,510,190,190,190,190,1,1,2,3,4,1,3,4,3,4,3,4,4,4,4
490,510,490,470,460,470,430,430,430,300,510,200,200,190,200,1,2,1,3,4,2,3,2,3,4,3,4,5,3,4
490,510,490,470,470,470,430,430,430,300,510,200,200,200,200,1,2,1,3,3,2,2,3,2,2,3,4,3,4,4
490,510,510,470,470,470,430,430,430,300,510,200,200,200,200,1,2,2,3,3,2,3,3,2,4,3,5,5,4,5
510,510,510,470,470,470,430,430,430,300,510,200,200,200,200,2,2,2,2,3,2,3,2,2,4,3,4,3,4,4
510,510,510,470,470,470,430,430,430,300,510,200,200,200,200,2,2,2,2,3,2,2,4,2,4,3,4,5,4,4
510,510,510,470,470,470,430,430,430,300,510,200,200,200,200,2,2,2,2,3,2,4,3,2,4,3,5,3,4,5
510,510,510,470,470,470,430,430,450,300,510,200,220,200,200,2,2,2,3,3,2,2,3,3,2,3,6,8,4,6
510,510,510,470,470,470,430,430,450,310,510,200,220,200,200,2,2,2,3,3,2,4,2,3,4,5,4,8,4,4
510,510,510,470,470,470,440,430,450,310,510,200,220,200,200,2,2,2,3,2,3,6,4,3,4,3,6,8,4,6
510,510,510,470,470,470,440,440,450,310,510,210,220,200,210,2,2,2,2,3,2,4,4,3,4,3,8,8,4,8
510,510,510,470,490,490,440,450,450,310,510,210,220,210,210,2,2,2,2,4,3,6,3,3,4,3,8,8,5,8
510,510,510,470,490,490,450,450,450,320,510,210,220,210,210,2,2,2,2,4,3,3,3,3,6,3,8,8,5,8
510,510,510,470,490,490,450,450,450,320,510,210,220,210,210,2,2,2,3,4,3,3,3,3,6,3,8,8,5,8
510,510,510,470,490,490,450,450,450,320,510,210,220,210,210,2,2,2,2,4,3,3,3,3,4,5,3,8,3,3
510,510,510,490,490,490,450,450,450,320,510,210,220,210,210,2,2,2,3,4,3,3,3,3,6,3,8,8,4,8
510,510,510,490,490,490,450,450,450,320,510,210,220,210,210,2,2,2,3,4,3,3,3,3,4,5,8,8,5,8
510,510,510,490,490,490,450,450,450,320,510,210,220,210,210,2,2,2,3,3,3,3,3,3,6,6,8,8,5,8
510,510,510,490,490,490,450,450,450,320,510,210,220,210,210,2,2,2,3,4,3,3,3,3,4,3,3,6,5,3
510,510,510,490,490,490,450,450,460,320,510,210,220,210,210,2,2,2,3,4,3,3,3,4,6,3,3,8,3,3
510,510,510,490,490,490,450,450,460,320,510,210,220,210,210,2,2,2,3,4,3,3,3,4,4,3,3,8,5,3
510,510,510,490,490,490,450,450,470,320,510,210,220,210,210,2,2,2,3,3,3,3,3,5,4,5,8,8,5,8
510,510,510,490,490,490,450,450,470,320,510,210,220,210,210,2,2,2,3,4,3,3,3,5,4,6,3,6,3,3
510,510,510,490,490,490,450,450,470,330,510,220,220,210,220,2,2,2,3,4,3,3,3,5,6,6,8,8,4,8
510,510,510,490,490,490,460,450,470,330,510,220,220,210,220,2,2,2,3,4,3,8,3,5,6,6,8,8,5,8
510,510,510,490,490,490,460,450,470,330,510,220,220,210,220,2,2,2,3,4,3,8,3,5,5,6,8,6,5,8
510,510,510,490,490,490,460,450,470,330,510,220,220,210,220,2,2,2,3,4,3,7,4,5,7,6,8,8,4,8
510,510,510,490,490,490,460,450,470,330,510,220,220,220,220,2,2,2,3,4,3,8,3,5,6,6,8,8,4,8
510,510,510,490,490,490,460,450,470,330,510,220,220,220,220,2,2,2,3,3,3,7,4,5,6,6,8,8,4,8
510,510,510,490,490,490,460,450,470,330,510,220,220,220,220,2,2,2,3,3,3,8,4,5,5,6,9,8,4,9
510,510,510,490,490,490,460,450,470,330,510,220,220,220,220,2,2,2,3,4,3,7,3,5,6,6,8,8,4,8
510,510,510,490,490,490,460,450,470,330,510,220,220,220,220,2,2,2,3,3,3,9,3,5,5,6,8,8,5,8
510,510,510,490,490,490,460,450,470,330,510,220,220,220,220,2,2,2,3,4,3,7,4,5,7,6,8,8,4,8
510,510,510,490,490,490,460,450,470,330,510,220,230,220,220,2,2,2,3,3,3,8,3,5,6,6,9,5,4,9
510,510,510,490,490,490,460,470,470,330,510,220,230,220,220,2,2,2,3,4,3,8,6,5,5,6,8,5,4,8
510,510,510,490,490,490,460,470,470,330,510,220,230,220,220,2,2,2,3,3,5,7,6,5,6,6,9,5,5,9
