maintained,technique,is,OUTFAROUP,and,the,number,is,40
outfaroup,40,cut,1,outfaroup,40,outfaroup,40,130
outfaroup,40,cut,2,outfaroup,40,outfaroup,40,110
outfaroup,40,cut,3,outfaroup,40,outfaroup,40,90
outfaroup,40,cut,4,outfaroup,40,outfaroup,40,70
outfaroup,40,cut,5,outfaroup,40,outfaroup,40,50
outfaroup,40,cut,6,outfaroup,40,outfaroup,40,30
outfaroup,40,cut,7,outfaroup,40,outfaroup,40,30
outfaroup,40,cut,8,outfaroup,40,outfaroup,40,30
outfaroup,40,cut,9,outfaroup,40,outfaroup,40,30
outfaroup,40,cut,10,outfaroup,40,outfaroup,40,30
outfaroup,40,cut,11,outfaroup,40,outfaroup,40,30
outfaroup,40,cut,12,outfaroup,40,outfaroup,40,150
outfaroup,40,cut,13,outfaroup,40,outfaroup,40,20
outfaroup,40,cut,14,outfaroup,40,outfaroup,40,30
outfaroup,40,cut,15,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,16,outfaroup,40,outfaroup,40,20
outfaroup,40,cut,17,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,18,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,19,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,20,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,21,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,22,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,23,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,24,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,25,outfaroup,40,outfaroup,40,10
outfaroup,40,cut,26,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,27,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,28,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,29,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,30,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,31,outfaroup,40,outfaroup,40,10
outfaroup,40,cut,32,outfaroup,40,outfaroup,40,10
outfaroup,40,cut,33,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,34,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,35,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,36,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,37,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,38,outfaroup,40,outfaroup,40,10
outfaroup,40,cut,39,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,40,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,41,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,42,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,43,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,44,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,45,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,46,outfaroup,40,outfaroup,40,0
outfaroup,40,cut,47,outfaroup,40,outfaroup,40,20
outfaroup,40,cut,48,outfaroup,40,outfaroup,40,40
outfaroup,40,cut,49,outfaroup,40,outfaroup,40,60
outfaroup,40,cut,50,outfaroup,40,outfaroup,40,90
outfaroup,40,cut,51,outfaroup,40,outfaroup,40,120
outfaroup,40,slipcut,2,outfaroup,40,outfaroup,40,230
outfaroup,40,slipcut,3,outfaroup,40,outfaroup,40,210
outfaroup,40,slipcut,4,outfaroup,40,outfaroup,40,190
outfaroup,40,slipcut,5,outfaroup,40,outfaroup,40,170
outfaroup,40,slipcut,6,outfaroup,40,outfaroup,40,150
outfaroup,40,slipcut,7,outfaroup,40,outfaroup,40,130
outfaroup,40,slipcut,8,outfaroup,40,outfaroup,40,110
outfaroup,40,slipcut,9,outfaroup,40,outfaroup,40,90
outfaroup,40,slipcut,10,outfaroup,40,outfaroup,40,90
outfaroup,40,slipcut,11,outfaroup,40,outfaroup,40,90
outfaroup,40,slipcut,12,outfaroup,40,outfaroup,40,90
outfaroup,40,slipcut,13,outfaroup,40,outfaroup,40,80
outfaroup,40,slipcut,14,outfaroup,40,outfaroup,40,70
outfaroup,40,slipcut,15,outfaroup,40,outfaroup,40,60
outfaroup,40,slipcut,16,outfaroup,40,outfaroup,40,50
outfaroup,40,slipcut,17,outfaroup,40,outfaroup,40,40
outfaroup,40,slipcut,18,outfaroup,40,outfaroup,40,30
outfaroup,40,slipcut,19,outfaroup,40,outfaroup,40,30
outfaroup,40,slipcut,20,outfaroup,40,outfaroup,40,30
outfaroup,40,slipcut,21,outfaroup,40,outfaroup,40,30
outfaroup,40,slipcut,22,outfaroup,40,outfaroup,40,30
outfaroup,40,slipcut,23,outfaroup,40,outfaroup,40,30
outfaroup,40,slipcut,24,outfaroup,40,outfaroup,40,30
outfaroup,40,slipcut,25,outfaroup,40,outfaroup,40,30
