maintained,technique,is,PEALUP,and,the,number,is,30
pealup,30,pealup,30,pealup,30,cut,1,0
pealup,30,pealup,30,pealup,30,cut,2,-10
pealup,30,pealup,30,pealup,30,cut,3,0
pealup,30,pealup,30,pealup,30,cut,4,-10
pealup,30,pealup,30,pealup,30,cut,5,0
pealup,30,pealup,30,pealup,30,cut,6,-10
pealup,30,pealup,30,pealup,30,cut,7,0
pealup,30,pealup,30,pealup,30,cut,8,-10
pealup,30,pealup,30,pealup,30,cut,9,0
pealup,30,pealup,30,pealup,30,cut,10,-10
pealup,30,pealup,30,pealup,30,cut,11,0
pealup,30,pealup,30,pealup,30,cut,12,-10
pealup,30,pealup,30,pealup,30,cut,13,0
pealup,30,pealup,30,pealup,30,cut,14,-10
pealup,30,pealup,30,pealup,30,cut,15,0
pealup,30,pealup,30,pealup,30,cut,16,-10
pealup,30,pealup,30,pealup,30,cut,17,0
pealup,30,pealup,30,pealup,30,cut,18,-10
pealup,30,pealup,30,pealup,30,cut,19,0
pealup,30,pealup,30,pealup,30,cut,20,-10
pealup,30,pealup,30,pealup,30,cut,21,0
pealup,30,pealup,30,pealup,30,cut,22,-10
pealup,30,pealup,30,pealup,30,cut,23,10
pealup,30,pealup,30,pealup,30,cut,24,-10
pealup,30,pealup,30,pealup,30,cut,25,10
pealup,30,pealup,30,pealup,30,cut,26,-10
pealup,30,pealup,30,pealup,30,cut,27,10
pealup,30,pealup,30,pealup,30,cut,28,-10
pealup,30,pealup,30,pealup,30,cut,29,10
pealup,30,pealup,30,pealup,30,cut,30,-10
pealup,30,pealup,30,pealup,30,cut,31,0
pealup,30,pealup,30,pealup,30,cut,32,-10
pealup,30,pealup,30,pealup,30,cut,33,0
pealup,30,pealup,30,pealup,30,cut,34,-10
pealup,30,pealup,30,pealup,30,cut,35,0
pealup,30,pealup,30,pealup,30,cut,36,-10
pealup,30,pealup,30,pealup,30,cut,37,0
pealup,30,pealup,30,pealup,30,cut,38,-10
pealup,30,pealup,30,pealup,30,cut,39,0
pealup,30,pealup,30,pealup,30,cut,40,-10
pealup,30,pealup,30,pealup,30,cut,41,0
pealup,30,pealup,30,pealup,30,cut,42,-10
pealup,30,pealup,30,pealup,30,cut,43,0
pealup,30,pealup,30,pealup,30,cut,44,-10
pealup,30,pealup,30,pealup,30,cut,45,0
pealup,30,pealup,30,pealup,30,cut,46,-10
pealup,30,pealup,30,pealup,30,cut,47,0
pealup,30,pealup,30,pealup,30,cut,48,-10
pealup,30,pealup,30,pealup,30,cut,49,0
pealup,30,pealup,30,pealup,30,cut,50,-10
pealup,30,pealup,30,pealup,30,cut,51,0
pealup,30,pealup,30,pealup,30,slipcut,2,190
pealup,30,pealup,30,pealup,30,slipcut,3,180
pealup,30,pealup,30,pealup,30,slipcut,4,170
pealup,30,pealup,30,pealup,30,slipcut,5,160
pealup,30,pealup,30,pealup,30,slipcut,6,150
pealup,30,pealup,30,pealup,30,slipcut,7,140
pealup,30,pealup,30,pealup,30,slipcut,8,130
pealup,30,pealup,30,pealup,30,slipcut,9,120
pealup,30,pealup,30,pealup,30,slipcut,10,110
pealup,30,pealup,30,pealup,30,slipcut,11,100
pealup,30,pealup,30,pealup,30,slipcut,12,90
pealup,30,pealup,30,pealup,30,slipcut,13,80
pealup,30,pealup,30,pealup,30,slipcut,14,70
pealup,30,pealup,30,pealup,30,slipcut,15,60
pealup,30,pealup,30,pealup,30,slipcut,16,50
pealup,30,pealup,30,pealup,30,slipcut,17,40
pealup,30,pealup,30,pealup,30,slipcut,18,30
pealup,30,pealup,30,pealup,30,slipcut,19,20
pealup,30,pealup,30,pealup,30,slipcut,20,10
pealup,30,pealup,30,pealup,30,slipcut,21,0
pealup,30,pealup,30,pealup,30,slipcut,22,-10
pealup,30,pealup,30,pealup,30,slipcut,23,-10
pealup,30,pealup,30,pealup,30,slipcut,24,-10
