maintained,technique,is,PEAL,and,the,number,is,40
peal,40,peal,40,peal,40,cut,1,110
peal,40,peal,40,peal,40,cut,2,110
peal,40,peal,40,peal,40,cut,3,110
peal,40,peal,40,peal,40,cut,4,110
peal,40,peal,40,peal,40,cut,5,110
peal,40,peal,40,peal,40,cut,6,110
peal,40,peal,40,peal,40,cut,7,110
peal,40,peal,40,peal,40,cut,8,110
peal,40,peal,40,peal,40,cut,9,110
peal,40,peal,40,peal,40,cut,10,110
peal,40,peal,40,peal,40,cut,11,110
peal,40,peal,40,peal,40,cut,12,110
peal,40,peal,40,peal,40,cut,13,110
peal,40,peal,40,peal,40,cut,14,110
peal,40,peal,40,peal,40,cut,15,110
peal,40,peal,40,peal,40,cut,16,110
peal,40,peal,40,peal,40,cut,17,110
peal,40,peal,40,peal,40,cut,18,110
peal,40,peal,40,peal,40,cut,19,110
peal,40,peal,40,peal,40,cut,20,110
peal,40,peal,40,peal,40,cut,21,110
peal,40,peal,40,peal,40,cut,22,110
peal,40,peal,40,peal,40,cut,23,110
peal,40,peal,40,peal,40,cut,24,110
peal,40,peal,40,peal,40,cut,25,110
peal,40,peal,40,peal,40,cut,26,110
peal,40,peal,40,peal,40,cut,27,110
peal,40,peal,40,peal,40,cut,28,110
peal,40,peal,40,peal,40,cut,29,110
peal,40,peal,40,peal,40,cut,30,110
peal,40,peal,40,peal,40,cut,31,110
peal,40,peal,40,peal,40,cut,32,110
peal,40,peal,40,peal,40,cut,33,110
peal,40,peal,40,peal,40,cut,34,110
peal,40,peal,40,peal,40,cut,35,110
peal,40,peal,40,peal,40,cut,36,110
peal,40,peal,40,peal,40,cut,37,110
peal,40,peal,40,peal,40,cut,38,110
peal,40,peal,40,peal,40,cut,39,110
peal,40,peal,40,peal,40,cut,40,110
peal,40,peal,40,peal,40,cut,41,100
peal,40,peal,40,peal,40,cut,42,100
peal,40,peal,40,peal,40,cut,43,100
peal,40,peal,40,peal,40,cut,44,100
peal,40,peal,40,peal,40,cut,45,100
peal,40,peal,40,peal,40,cut,46,100
peal,40,peal,40,peal,40,cut,47,100
peal,40,peal,40,peal,40,cut,48,100
peal,40,peal,40,peal,40,cut,49,100
peal,40,peal,40,peal,40,cut,50,100
peal,40,peal,40,peal,40,cut,51,100
peal,40,peal,40,peal,40,slipcut,2,120
peal,40,peal,40,peal,40,slipcut,3,110
peal,40,peal,40,peal,40,slipcut,4,110
peal,40,peal,40,peal,40,slipcut,5,110
peal,40,peal,40,peal,40,slipcut,6,110
peal,40,peal,40,peal,40,slipcut,7,110
peal,40,peal,40,peal,40,slipcut,8,110
peal,40,peal,40,peal,40,slipcut,9,110
peal,40,peal,40,peal,40,slipcut,10,110
peal,40,peal,40,peal,40,slipcut,11,110
peal,40,peal,40,peal,40,slipcut,12,110
peal,40,peal,40,peal,40,slipcut,13,110
peal,40,peal,40,peal,40,slipcut,14,110
peal,40,peal,40,peal,40,slipcut,15,110
peal,40,peal,40,peal,40,slipcut,16,110
peal,40,peal,40,peal,40,slipcut,17,110
peal,40,peal,40,peal,40,slipcut,18,110
peal,40,peal,40,peal,40,slipcut,19,110
peal,40,peal,40,peal,40,slipcut,20,110
peal,40,peal,40,peal,40,slipcut,21,110
peal,40,peal,40,peal,40,slipcut,22,110
peal,40,peal,40,peal,40,slipcut,23,110
peal,40,peal,40,peal,40,slipcut,24,110
peal,40,peal,40,peal,40,slipcut,25,110
peal,40,peal,40,peal,40,slipcut,26,110
peal,40,peal,40,peal,40,slipcut,27,110
peal,40,peal,40,peal,40,slipcut,28,110
peal,40,peal,40,peal,40,slipcut,29,110
peal,40,peal,40,peal,40,slipcut,30,110
peal,40,peal,40,peal,40,slipcut,31,110
peal,40,peal,40,peal,40,slipcut,32,110
peal,40,peal,40,peal,40,slipcut,33,110
peal,40,peal,40,peal,40,slipcut,34,110
peal,40,peal,40,peal,40,slipcut,35,110
peal,40,peal,40,peal,40,slipcut,36,110
peal,40,peal,40,peal,40,slipcut,37,110
peal,40,peal,40,peal,40,slipcut,38,110
peal,40,peal,40,peal,40,slipcut,39,110
peal,40,peal,40,peal,40,slipcut,40,120
peal,40,peal,40,peal,40,slipcut,41,100
peal,40,peal,40,peal,40,slipcut,42,100
peal,40,peal,40,peal,40,slipcut,43,100
peal,40,peal,40,peal,40,slipcut,44,100
peal,40,peal,40,peal,40,slipcut,45,100
peal,40,peal,40,peal,40,slipcut,46,100
peal,40,peal,40,peal,40,slipcut,47,100
peal,40,peal,40,peal,40,slipcut,48,100
peal,40,peal,40,peal,40,slipcut,49,100
peal,40,peal,40,peal,40,slipcut,50,100
peal,40,peal,40,peal,40,slipcut,51,100
peal,40,peal,40,peal,40,slipcut,2,90
peal,40,peal,40,peal,40,slipcut,3,90
peal,40,peal,40,peal,40,slipcut,4,90
peal,40,peal,40,peal,40,slipcut,5,90
peal,40,peal,40,peal,40,slipcut,6,90
peal,40,peal,40,peal,40,slipcut,7,90
peal,40,peal,40,peal,40,slipcut,8,90
peal,40,peal,40,peal,40,slipcut,9,90
peal,40,peal,40,peal,40,slipcut,10,90
peal,40,peal,40,peal,40,slipcut,11,90
peal,40,peal,40,peal,40,slipcut,12,100
peal,40,peal,40,peal,40,slipcut,13,100
peal,40,peal,40,peal,40,slipcut,14,100
peal,40,peal,40,peal,40,slipcut,15,100
peal,40,peal,40,peal,40,slipcut,16,100
peal,40,peal,40,peal,40,slipcut,17,100
peal,40,peal,40,peal,40,slipcut,18,100
peal,40,peal,40,peal,40,slipcut,19,100
peal,40,peal,40,peal,40,slipcut,20,100
peal,40,peal,40,peal,40,slipcut,21,100
peal,40,peal,40,peal,40,slipcut,22,100
peal,40,peal,40,peal,40,slipcut,23,100
peal,40,peal,40,peal,40,slipcut,24,100
peal,40,peal,40,peal,40,slipcut,25,100
peal,40,peal,40,peal,40,slipcut,26,100
peal,40,peal,40,peal,40,slipcut,27,100
peal,40,peal,40,peal,40,slipcut,28,100
peal,40,peal,40,peal,40,slipcut,29,100
peal,40,peal,40,peal,40,slipcut,30,100
peal,40,peal,40,peal,40,slipcut,31,100
peal,40,peal,40,peal,40,slipcut,32,100
peal,40,peal,40,peal,40,slipcut,33,100
peal,40,peal,40,peal,40,slipcut,34,100
peal,40,peal,40,peal,40,slipcut,35,100
peal,40,peal,40,peal,40,slipcut,36,100
peal,40,peal,40,peal,40,slipcut,37,100
peal,40,peal,40,peal,40,slipcut,38,100
peal,40,peal,40,peal,40,slipcut,39,100
peal,40,peal,40,peal,40,slipcut,40,100
peal,40,peal,40,peal,40,slipcut,41,100
peal,40,peal,40,peal,40,slipcut,42,100
peal,40,peal,40,peal,40,slipcut,43,100
peal,40,peal,40,peal,40,slipcut,44,100
peal,40,peal,40,peal,40,slipcut,45,100
peal,40,peal,40,peal,40,slipcut,46,100
peal,40,peal,40,peal,40,slipcut,47,100
peal,40,peal,40,peal,40,slipcut,48,100
peal,40,peal,40,peal,40,slipcut,49,100
peal,40,peal,40,peal,40,slipcut,50,100
peal,40,peal,40,peal,40,slipcut,51,100
peal,40,peal,40,peal,40,peal,2,120
peal,40,peal,40,peal,40,peal,3,130
peal,40,peal,40,peal,40,peal,4,140
peal,40,peal,40,peal,40,peal,5,150
peal,40,peal,40,peal,40,peal,6,160
peal,40,peal,40,peal,40,peal,7,170
peal,40,peal,40,peal,40,peal,8,180
peal,40,peal,40,peal,40,peal,9,190
peal,40,peal,40,peal,40,peal,10,200
peal,40,peal,40,peal,40,peal,11,210
peal,40,peal,40,peal,40,peal,12,220
peal,40,peal,40,peal,40,peal,13,230
peal,40,peal,40,peal,40,peal,14,240
peal,40,peal,40,peal,40,peal,15,250
peal,40,peal,40,peal,40,peal,16,260
peal,40,peal,40,peal,40,peal,17,270
peal,40,peal,40,peal,40,peal,18,280
peal,40,peal,40,peal,40,peal,19,290
peal,40,peal,40,peal,40,peal,20,300
peal,40,peal,40,peal,40,peal,21,310
peal,40,peal,40,peal,40,peal,22,320
peal,40,peal,40,peal,40,peal,23,330
peal,40,peal,40,peal,40,peal,24,340
peal,40,peal,40,peal,40,peal,25,350
peal,40,peal,40,peal,40,peal,26,360
peal,40,peal,40,peal,40,peal,27,370
peal,40,peal,40,peal,40,peal,28,380
peal,40,peal,40,peal,40,peal,29,390
peal,40,peal,40,peal,40,peal,30,400
peal,40,peal,40,peal,40,peal,31,410
peal,40,peal,40,peal,40,peal,32,420
peal,40,peal,40,peal,40,peal,33,430
peal,40,peal,40,peal,40,peal,34,440
peal,40,peal,40,peal,40,peal,35,450
peal,40,peal,40,peal,40,peal,36,460
peal,40,peal,40,peal,40,peal,37,470
peal,40,peal,40,peal,40,peal,38,480
peal,40,peal,40,peal,40,peal,39,490
peal,40,peal,40,peal,40,peal,40,510
peal,40,peal,40,peal,40,peal,41,490
peal,40,peal,40,peal,40,peal,42,480
peal,40,peal,40,peal,40,peal,43,470
peal,40,peal,40,peal,40,peal,44,460
peal,40,peal,40,peal,40,peal,45,450
peal,40,peal,40,peal,40,peal,46,440
peal,40,peal,40,peal,40,peal,47,430
peal,40,peal,40,peal,40,peal,48,420
peal,40,peal,40,peal,40,peal,49,410
peal,40,peal,40,peal,40,peal,50,400
peal,40,peal,40,peal,40,peal,51,390
peal,40,peal,40,peal,40,pealup,2,90
peal,40,peal,40,peal,40,pealup,3,80
peal,40,peal,40,peal,40,pealup,4,70
peal,40,peal,40,peal,40,pealup,5,60
peal,40,peal,40,peal,40,pealup,6,50
peal,40,peal,40,peal,40,pealup,7,40
peal,40,peal,40,peal,40,pealup,8,30
peal,40,peal,40,peal,40,pealup,9,20
peal,40,peal,40,peal,40,pealup,10,10
peal,40,peal,40,peal,40,pealup,11,0
peal,40,peal,40,peal,40,pealup,12,0
peal,40,peal,40,peal,40,pealup,13,0
peal,40,peal,40,peal,40,pealup,14,10
peal,40,peal,40,peal,40,pealup,15,20
peal,40,peal,40,peal,40,pealup,16,30
peal,40,peal,40,peal,40,pealup,17,40
peal,40,peal,40,peal,40,pealup,18,50
peal,40,peal,40,peal,40,pealup,19,60
peal,40,peal,40,peal,40,pealup,20,70
peal,40,peal,40,peal,40,pealup,21,80
peal,40,peal,40,peal,40,pealup,22,90
peal,40,peal,40,peal,40,pealup,23,100
peal,40,peal,40,peal,40,pealup,24,110
peal,40,peal,40,peal,40,pealup,25,120
peal,40,peal,40,peal,40,pealup,26,130
peal,40,peal,40,peal,40,pealup,27,140
peal,40,peal,40,peal,40,pealup,28,150
peal,40,peal,40,peal,40,pealup,29,160
peal,40,peal,40,peal,40,pealup,30,170
peal,40,peal,40,peal,40,pealup,31,180
peal,40,peal,40,peal,40,pealup,32,190
peal,40,peal,40,peal,40,pealup,33,200
peal,40,peal,40,peal,40,pealup,34,210
peal,40,peal,40,peal,40,pealup,35,220
peal,40,peal,40,peal,40,pealup,36,230
peal,40,peal,40,peal,40,pealup,37,240
peal,40,peal,40,peal,40,pealup,38,250
peal,40,peal,40,peal,40,pealup,39,260
peal,40,peal,40,peal,40,pealup,40,270
peal,40,peal,40,peal,40,pealup,41,280
peal,40,peal,40,peal,40,pealup,42,290
peal,40,peal,40,peal,40,pealup,43,300
peal,40,peal,40,peal,40,pealup,44,310
peal,40,peal,40,peal,40,pealup,45,320
peal,40,peal,40,peal,40,pealup,46,330
peal,40,peal,40,peal,40,pealup,47,340
peal,40,peal,40,peal,40,pealup,48,350
peal,40,peal,40,peal,40,pealup,49,360
peal,40,peal,40,peal,40,pealup,50,370
peal,40,peal,40,peal,40,pealup,51,380
peal,40,peal,40,peal,40,infaro,10,110
peal,40,peal,40,peal,40,infaro,11,110
peal,40,peal,40,peal,40,infaro,12,110
peal,40,peal,40,peal,40,infaro,13,110
peal,40,peal,40,peal,40,infaro,14,110
peal,40,peal,40,peal,40,infaro,15,110
peal,40,peal,40,peal,40,infaro,16,110
peal,40,peal,40,peal,40,infaro,17,110
peal,40,peal,40,peal,40,infaro,18,110
peal,40,peal,40,peal,40,infaro,19,110
peal,40,peal,40,peal,40,infaro,20,110
peal,40,peal,40,peal,40,infaro,21,90
peal,40,peal,40,peal,40,infaro,22,70
peal,40,peal,40,peal,40,infaro,23,50
peal,40,peal,40,peal,40,infaro,24,30
peal,40,peal,40,peal,40,infaro,25,10
peal,40,peal,40,peal,40,infaro,26,0
peal,40,peal,40,peal,40,infaro,27,0
peal,40,peal,40,peal,40,infaro,28,0
peal,40,peal,40,peal,40,infaro,29,0
peal,40,peal,40,peal,40,infaro,30,0
peal,40,peal,40,peal,40,infaro,31,0
peal,40,peal,40,peal,40,infaro,32,0
peal,40,peal,40,peal,40,infaro,33,0
peal,40,peal,40,peal,40,infaro,34,0
peal,40,peal,40,peal,40,infaro,35,0
peal,40,peal,40,peal,40,infaro,36,0
peal,40,peal,40,peal,40,infaro,37,0
peal,40,peal,40,peal,40,infaro,38,0
peal,40,peal,40,peal,40,infaro,39,10
peal,40,peal,40,peal,40,infaro,40,0
peal,40,peal,40,peal,40,infaro,41,0
