maintained,technique,is,PEALUP,and,the,number,is,20
pealup,20,pealup,20,cut,1,pealup,20,0
pealup,20,pealup,20,cut,2,pealup,20,-10
pealup,20,pealup,20,cut,3,pealup,20,0
pealup,20,pealup,20,cut,4,pealup,20,-10
pealup,20,pealup,20,cut,5,pealup,20,0
pealup,20,pealup,20,cut,6,pealup,20,-10
pealup,20,pealup,20,cut,7,pealup,20,0
pealup,20,pealup,20,cut,8,pealup,20,-10
pealup,20,pealup,20,cut,9,pealup,20,0
pealup,20,pealup,20,cut,10,pealup,20,-10
pealup,20,pealup,20,cut,11,pealup,20,0
pealup,20,pealup,20,cut,12,pealup,20,-10
pealup,20,pealup,20,cut,13,pealup,20,0
pealup,20,pealup,20,cut,14,pealup,20,-10
pealup,20,pealup,20,cut,15,pealup,20,0
pealup,20,pealup,20,cut,16,pealup,20,-10
pealup,20,pealup,20,cut,17,pealup,20,0
pealup,20,pealup,20,cut,18,pealup,20,-10
pealup,20,pealup,20,cut,19,pealup,20,0
pealup,20,pealup,20,cut,20,pealup,20,-10
pealup,20,pealup,20,cut,21,pealup,20,-10
pealup,20,pealup,20,cut,22,pealup,20,-10
pealup,20,pealup,20,cut,23,pealup,20,-10
pealup,20,pealup,20,cut,24,pealup,20,-10
pealup,20,pealup,20,cut,25,pealup,20,-10
pealup,20,pealup,20,cut,26,pealup,20,-10
pealup,20,pealup,20,cut,27,pealup,20,-10
pealup,20,pealup,20,cut,28,pealup,20,-10
pealup,20,pealup,20,cut,29,pealup,20,-10
pealup,20,pealup,20,cut,30,pealup,20,-10
pealup,20,pealup,20,cut,31,pealup,20,-10
pealup,20,pealup,20,cut,32,pealup,20,-10
pealup,20,pealup,20,cut,33,pealup,20,0
pealup,20,pealup,20,cut,34,pealup,20,-10
pealup,20,pealup,20,cut,35,pealup,20,0
pealup,20,pealup,20,cut,36,pealup,20,-10
pealup,20,pealup,20,cut,37,pealup,20,0
pealup,20,pealup,20,cut,38,pealup,20,-10
pealup,20,pealup,20,cut,39,pealup,20,0
pealup,20,pealup,20,cut,40,pealup,20,-10
pealup,20,pealup,20,cut,41,pealup,20,0
pealup,20,pealup,20,cut,42,pealup,20,-10
pealup,20,pealup,20,cut,43,pealup,20,0
pealup,20,pealup,20,cut,44,pealup,20,-10
pealup,20,pealup,20,cut,45,pealup,20,0
pealup,20,pealup,20,cut,46,pealup,20,-10
pealup,20,pealup,20,cut,47,pealup,20,0
pealup,20,pealup,20,cut,48,pealup,20,-10
pealup,20,pealup,20,cut,49,pealup,20,0
pealup,20,pealup,20,cut,50,pealup,20,-10
pealup,20,pealup,20,cut,51,pealup,20,0
pealup,20,pealup,20,slipcut,2,pealup,20,290
pealup,20,pealup,20,slipcut,3,pealup,20,280
pealup,20,pealup,20,slipcut,4,pealup,20,270
pealup,20,pealup,20,slipcut,5,pealup,20,260
pealup,20,pealup,20,slipcut,6,pealup,20,250
pealup,20,pealup,20,slipcut,7,pealup,20,240
pealup,20,pealup,20,slipcut,8,pealup,20,230
pealup,20,pealup,20,slipcut,9,pealup,20,220
pealup,20,pealup,20,slipcut,10,pealup,20,210
pealup,20,pealup,20,slipcut,11,pealup,20,200
pealup,20,pealup,20,slipcut,12,pealup,20,190
pealup,20,pealup,20,slipcut,13,pealup,20,180
pealup,20,pealup,20,slipcut,14,pealup,20,170
pealup,20,pealup,20,slipcut,15,pealup,20,160
pealup,20,pealup,20,slipcut,16,pealup,20,150
pealup,20,pealup,20,slipcut,17,pealup,20,140
pealup,20,pealup,20,slipcut,18,pealup,20,130
pealup,20,pealup,20,slipcut,19,pealup,20,120
pealup,20,pealup,20,slipcut,20,pealup,20,110
pealup,20,pealup,20,slipcut,21,pealup,20,100
pealup,20,pealup,20,slipcut,22,pealup,20,90
pealup,20,pealup,20,slipcut,23,pealup,20,80
pealup,20,pealup,20,slipcut,24,pealup,20,70
pealup,20,pealup,20,slipcut,25,pealup,20,60
pealup,20,pealup,20,slipcut,26,pealup,20,50
pealup,20,pealup,20,slipcut,27,pealup,20,40
pealup,20,pealup,20,slipcut,28,pealup,20,30
pealup,20,pealup,20,slipcut,29,pealup,20,20
pealup,20,pealup,20,slipcut,30,pealup,20,10
pealup,20,pealup,20,slipcut,31,pealup,20,0
pealup,20,pealup,20,slipcut,32,pealup,20,-10
pealup,20,pealup,20,slipcut,33,pealup,20,-10
pealup,20,pealup,20,slipcut,34,pealup,20,-10
pealup,20,pealup,20,slipcut,35,pealup,20,-10
pealup,20,pealup,20,slipcut,36,pealup,20,-10
pealup,20,pealup,20,slipcut,37,pealup,20,-10
pealup,20,pealup,20,slipcut,38,pealup,20,-10
pealup,20,pealup,20,slipcut,39,pealup,20,-10
pealup,20,pealup,20,slipcut,40,pealup,20,-10
pealup,20,pealup,20,slipcut,41,pealup,20,-10
pealup,20,pealup,20,slipcut,42,pealup,20,-10
pealup,20,pealup,20,slipcut,43,pealup,20,0
pealup,20,pealup,20,slipcut,44,pealup,20,0
pealup,20,pealup,20,slipcut,45,pealup,20,0
pealup,20,pealup,20,slipcut,46,pealup,20,0
pealup,20,pealup,20,slipcut,47,pealup,20,0
pealup,20,pealup,20,slipcut,48,pealup,20,0
pealup,20,pealup,20,slipcut,49,pealup,20,0
pealup,20,pealup,20,slipcut,50,pealup,20,0
pealup,20,pealup,20,slipcut,51,pealup,20,0
pealup,20,pealup,20,slipcut,2,pealup,20,310
pealup,20,pealup,20,slipcut,3,pealup,20,310
pealup,20,pealup,20,slipcut,4,pealup,20,310
pealup,20,pealup,20,slipcut,5,pealup,20,310
pealup,20,pealup,20,slipcut,6,pealup,20,310
pealup,20,pealup,20,slipcut,7,pealup,20,310
pealup,20,pealup,20,slipcut,8,pealup,20,310
pealup,20,pealup,20,slipcut,9,pealup,20,310
pealup,20,pealup,20,slipcut,10,pealup,20,310
pealup,20,pealup,20,slipcut,11,pealup,20,320
pealup,20,pealup,20,slipcut,12,pealup,20,320
pealup,20,pealup,20,slipcut,13,pealup,20,320
pealup,20,pealup,20,slipcut,14,pealup,20,320
pealup,20,pealup,20,slipcut,15,pealup,20,320
