maintained,technique,is,INFARO,and,the,number,is,40
infaro,40,infaro,40,infaro,40,cut,1,-10
infaro,40,infaro,40,infaro,40,cut,2,-10
infaro,40,infaro,40,infaro,40,cut,3,-10
infaro,40,infaro,40,infaro,40,cut,4,-10
infaro,40,infaro,40,infaro,40,cut,5,-10
infaro,40,infaro,40,infaro,40,cut,6,-10
infaro,40,infaro,40,infaro,40,cut,7,-10
infaro,40,infaro,40,infaro,40,cut,8,-10
infaro,40,infaro,40,infaro,40,cut,9,-10
infaro,40,infaro,40,infaro,40,cut,10,-10
infaro,40,infaro,40,infaro,40,cut,11,-10
infaro,40,infaro,40,infaro,40,cut,12,-10
infaro,40,infaro,40,infaro,40,cut,13,-10
infaro,40,infaro,40,infaro,40,cut,14,-10
infaro,40,infaro,40,infaro,40,cut,15,-10
infaro,40,infaro,40,infaro,40,cut,16,-10
infaro,40,infaro,40,infaro,40,cut,17,-10
infaro,40,infaro,40,infaro,40,cut,18,-10
infaro,40,infaro,40,infaro,40,cut,19,-10
infaro,40,infaro,40,infaro,40,cut,20,-10
infaro,40,infaro,40,infaro,40,cut,21,-10
infaro,40,infaro,40,infaro,40,cut,22,-10
infaro,40,infaro,40,infaro,40,cut,23,-10
infaro,40,infaro,40,infaro,40,cut,24,-10
infaro,40,infaro,40,infaro,40,cut,25,-10
infaro,40,infaro,40,infaro,40,cut,26,-10
infaro,40,infaro,40,infaro,40,cut,27,-10
infaro,40,infaro,40,infaro,40,cut,28,-10
infaro,40,infaro,40,infaro,40,cut,29,0
infaro,40,infaro,40,infaro,40,cut,30,0
infaro,40,infaro,40,infaro,40,cut,31,0
infaro,40,infaro,40,infaro,40,cut,32,0
infaro,40,infaro,40,infaro,40,cut,33,0
infaro,40,infaro,40,infaro,40,cut,34,0
infaro,40,infaro,40,infaro,40,cut,35,0
infaro,40,infaro,40,infaro,40,cut,36,0
infaro,40,infaro,40,infaro,40,cut,37,0
infaro,40,infaro,40,infaro,40,cut,38,0
infaro,40,infaro,40,infaro,40,cut,39,0
infaro,40,infaro,40,infaro,40,cut,40,290
infaro,40,infaro,40,infaro,40,cut,41,0
infaro,40,infaro,40,infaro,40,cut,42,0
infaro,40,infaro,40,infaro,40,cut,43,0
infaro,40,infaro,40,infaro,40,cut,44,0
infaro,40,infaro,40,infaro,40,cut,45,0
infaro,40,infaro,40,infaro,40,cut,46,0
infaro,40,infaro,40,infaro,40,cut,47,0
infaro,40,infaro,40,infaro,40,cut,48,0
infaro,40,infaro,40,infaro,40,cut,49,0
infaro,40,infaro,40,infaro,40,cut,50,0
infaro,40,infaro,40,infaro,40,cut,51,0
infaro,40,infaro,40,infaro,40,slipcut,2,0
infaro,40,infaro,40,infaro,40,slipcut,3,-10
infaro,40,infaro,40,infaro,40,slipcut,4,-10
infaro,40,infaro,40,infaro,40,slipcut,5,-10
infaro,40,infaro,40,infaro,40,slipcut,6,-10
infaro,40,infaro,40,infaro,40,slipcut,7,-10
infaro,40,infaro,40,infaro,40,slipcut,8,-10
infaro,40,infaro,40,infaro,40,slipcut,9,-10
infaro,40,infaro,40,infaro,40,slipcut,10,-10
infaro,40,infaro,40,infaro,40,slipcut,11,-10
infaro,40,infaro,40,infaro,40,slipcut,12,-10
infaro,40,infaro,40,infaro,40,slipcut,13,-10
infaro,40,infaro,40,infaro,40,slipcut,14,-10
infaro,40,infaro,40,infaro,40,slipcut,15,-10
infaro,40,infaro,40,infaro,40,slipcut,16,-10
infaro,40,infaro,40,infaro,40,slipcut,17,-10
infaro,40,infaro,40,infaro,40,slipcut,18,-10
infaro,40,infaro,40,infaro,40,slipcut,19,-10
infaro,40,infaro,40,infaro,40,slipcut,20,-10
infaro,40,infaro,40,infaro,40,slipcut,21,-10
infaro,40,infaro,40,infaro,40,slipcut,22,-10
infaro,40,infaro,40,infaro,40,slipcut,23,-10
infaro,40,infaro,40,infaro,40,slipcut,24,-10
infaro,40,infaro,40,infaro,40,slipcut,25,-10
infaro,40,infaro,40,infaro,40,slipcut,26,-10
infaro,40,infaro,40,infaro,40,slipcut,27,-10
infaro,40,infaro,40,infaro,40,slipcut,28,-10
infaro,40,infaro,40,infaro,40,slipcut,29,-10
infaro,40,infaro,40,infaro,40,slipcut,30,-10
infaro,40,infaro,40,infaro,40,slipcut,31,-10
infaro,40,infaro,40,infaro,40,slipcut,32,-10
infaro,40,infaro,40,infaro,40,slipcut,33,-10
infaro,40,infaro,40,infaro,40,slipcut,34,-10
infaro,40,infaro,40,infaro,40,slipcut,35,-10
infaro,40,infaro,40,infaro,40,slipcut,36,-10
infaro,40,infaro,40,infaro,40,slipcut,37,-10
infaro,40,infaro,40,infaro,40,slipcut,38,-10
infaro,40,infaro,40,infaro,40,slipcut,39,-10
infaro,40,infaro,40,infaro,40,slipcut,40,-10
infaro,40,infaro,40,infaro,40,slipcut,41,-10
infaro,40,infaro,40,infaro,40,slipcut,42,-10
infaro,40,infaro,40,infaro,40,slipcut,43,-10
infaro,40,infaro,40,infaro,40,slipcut,44,-10
infaro,40,infaro,40,infaro,40,slipcut,45,-10
infaro,40,infaro,40,infaro,40,slipcut,46,-10
infaro,40,infaro,40,infaro,40,slipcut,47,-10
infaro,40,infaro,40,infaro,40,slipcut,48,-10
infaro,40,infaro,40,infaro,40,slipcut,49,-10
infaro,40,infaro,40,infaro,40,slipcut,50,-10
infaro,40,infaro,40,infaro,40,slipcut,51,-10
infaro,40,infaro,40,infaro,40,slipcut,2,-10
infaro,40,infaro,40,infaro,40,slipcut,3,-10
infaro,40,infaro,40,infaro,40,slipcut,4,-10
infaro,40,infaro,40,infaro,40,slipcut,5,-10
infaro,40,infaro,40,infaro,40,slipcut,6,-10
infaro,40,infaro,40,infaro,40,slipcut,7,-10
infaro,40,infaro,40,infaro,40,slipcut,8,-10
infaro,40,infaro,40,infaro,40,slipcut,9,-10
infaro,40,infaro,40,infaro,40,slipcut,10,-10
infaro,40,infaro,40,infaro,40,slipcut,11,-10
infaro,40,infaro,40,infaro,40,slipcut,12,-10
infaro,40,infaro,40,infaro,40,slipcut,13,-10
infaro,40,infaro,40,infaro,40,slipcut,14,-10
infaro,40,infaro,40,infaro,40,slipcut,15,-10
infaro,40,infaro,40,infaro,40,slipcut,16,-10
infaro,40,infaro,40,infaro,40,slipcut,17,-10
infaro,40,infaro,40,infaro,40,slipcut,18,-10
infaro,40,infaro,40,infaro,40,slipcut,19,-10
infaro,40,infaro,40,infaro,40,slipcut,20,-10
infaro,40,infaro,40,infaro,40,slipcut,21,-10
infaro,40,infaro,40,infaro,40,slipcut,22,-10
infaro,40,infaro,40,infaro,40,slipcut,23,-10
infaro,40,infaro,40,infaro,40,slipcut,24,-10
infaro,40,infaro,40,infaro,40,slipcut,25,-10
infaro,40,infaro,40,infaro,40,slipcut,26,-10
infaro,40,infaro,40,infaro,40,slipcut,27,-10
infaro,40,infaro,40,infaro,40,slipcut,28,-10
infaro,40,infaro,40,infaro,40,slipcut,29,-10
infaro,40,infaro,40,infaro,40,slipcut,30,0
infaro,40,infaro,40,infaro,40,slipcut,31,-10
infaro,40,infaro,40,infaro,40,slipcut,32,-10
infaro,40,infaro,40,infaro,40,slipcut,33,-10
infaro,40,infaro,40,infaro,40,slipcut,34,-10
infaro,40,infaro,40,infaro,40,slipcut,35,-10
infaro,40,infaro,40,infaro,40,slipcut,36,-10
infaro,40,infaro,40,infaro,40,slipcut,37,-10
infaro,40,infaro,40,infaro,40,slipcut,38,-10
infaro,40,infaro,40,infaro,40,slipcut,39,-10
infaro,40,infaro,40,infaro,40,slipcut,40,-10
infaro,40,infaro,40,infaro,40,slipcut,41,-10
infaro,40,infaro,40,infaro,40,slipcut,42,-10
