maintained,technique,is,SLIPCUTUP,and,the,number,is,20
slipcut,20,slipcut,20,slipcut,20,cut,1,-10
slipcut,20,slipcut,20,slipcut,20,cut,2,-10
slipcut,20,slipcut,20,slipcut,20,cut,3,-10
slipcut,20,slipcut,20,slipcut,20,cut,4,-10
slipcut,20,slipcut,20,slipcut,20,cut,5,-10
slipcut,20,slipcut,20,slipcut,20,cut,6,-10
slipcut,20,slipcut,20,slipcut,20,cut,7,-10
slipcut,20,slipcut,20,slipcut,20,cut,8,-10
slipcut,20,slipcut,20,slipcut,20,cut,9,-10
slipcut,20,slipcut,20,slipcut,20,cut,10,-10
slipcut,20,slipcut,20,slipcut,20,cut,11,-10
slipcut,20,slipcut,20,slipcut,20,cut,12,-10
slipcut,20,slipcut,20,slipcut,20,cut,13,-10
slipcut,20,slipcut,20,slipcut,20,cut,14,-10
slipcut,20,slipcut,20,slipcut,20,cut,15,-10
slipcut,20,slipcut,20,slipcut,20,cut,16,-10
slipcut,20,slipcut,20,slipcut,20,cut,17,-10
slipcut,20,slipcut,20,slipcut,20,cut,18,-10
slipcut,20,slipcut,20,slipcut,20,cut,19,0
slipcut,20,slipcut,20,slipcut,20,cut,20,-10
slipcut,20,slipcut,20,slipcut,20,cut,21,-10
slipcut,20,slipcut,20,slipcut,20,cut,22,-10
slipcut,20,slipcut,20,slipcut,20,cut,23,-10
slipcut,20,slipcut,20,slipcut,20,cut,24,-10
slipcut,20,slipcut,20,slipcut,20,cut,25,-10
slipcut,20,slipcut,20,slipcut,20,cut,26,-10
slipcut,20,slipcut,20,slipcut,20,cut,27,-10
slipcut,20,slipcut,20,slipcut,20,cut,28,-10
slipcut,20,slipcut,20,slipcut,20,cut,29,-10
slipcut,20,slipcut,20,slipcut,20,cut,30,-10
slipcut,20,slipcut,20,slipcut,20,cut,31,-10
slipcut,20,slipcut,20,slipcut,20,cut,32,-10
slipcut,20,slipcut,20,slipcut,20,cut,33,-10
slipcut,20,slipcut,20,slipcut,20,cut,34,-10
slipcut,20,slipcut,20,slipcut,20,cut,35,-10
slipcut,20,slipcut,20,slipcut,20,cut,36,-10
slipcut,20,slipcut,20,slipcut,20,cut,37,-10
slipcut,20,slipcut,20,slipcut,20,cut,38,-10
slipcut,20,slipcut,20,slipcut,20,cut,39,-10
slipcut,20,slipcut,20,slipcut,20,cut,40,-10
slipcut,20,slipcut,20,slipcut,20,cut,41,-10
slipcut,20,slipcut,20,slipcut,20,cut,42,-10
slipcut,20,slipcut,20,slipcut,20,cut,43,-10
slipcut,20,slipcut,20,slipcut,20,cut,44,-10
slipcut,20,slipcut,20,slipcut,20,cut,45,-10
slipcut,20,slipcut,20,slipcut,20,cut,46,-10
slipcut,20,slipcut,20,slipcut,20,cut,47,-10
slipcut,20,slipcut,20,slipcut,20,cut,48,-10
slipcut,20,slipcut,20,slipcut,20,cut,49,-10
slipcut,20,slipcut,20,slipcut,20,cut,50,-10
slipcut,20,slipcut,20,slipcut,20,cut,51,180
slipcut,20,slipcut,20,slipcut,20,slipcut,2,290
slipcut,20,slipcut,20,slipcut,20,slipcut,3,280
slipcut,20,slipcut,20,slipcut,20,slipcut,4,270
slipcut,20,slipcut,20,slipcut,20,slipcut,5,260
slipcut,20,slipcut,20,slipcut,20,slipcut,6,250
slipcut,20,slipcut,20,slipcut,20,slipcut,7,240
slipcut,20,slipcut,20,slipcut,20,slipcut,8,230
slipcut,20,slipcut,20,slipcut,20,slipcut,9,220
slipcut,20,slipcut,20,slipcut,20,slipcut,10,210
slipcut,20,slipcut,20,slipcut,20,slipcut,11,200
slipcut,20,slipcut,20,slipcut,20,slipcut,12,190
slipcut,20,slipcut,20,slipcut,20,slipcut,13,180
slipcut,20,slipcut,20,slipcut,20,slipcut,14,170
slipcut,20,slipcut,20,slipcut,20,slipcut,15,160
slipcut,20,slipcut,20,slipcut,20,slipcut,16,150
slipcut,20,slipcut,20,slipcut,20,slipcut,17,140
slipcut,20,slipcut,20,slipcut,20,slipcut,18,130
slipcut,20,slipcut,20,slipcut,20,slipcut,19,120
slipcut,20,slipcut,20,slipcut,20,slipcut,20,110
slipcut,20,slipcut,20,slipcut,20,slipcut,21,100
slipcut,20,slipcut,20,slipcut,20,slipcut,22,90
slipcut,20,slipcut,20,slipcut,20,slipcut,23,80
slipcut,20,slipcut,20,slipcut,20,slipcut,24,70
slipcut,20,slipcut,20,slipcut,20,slipcut,25,60
slipcut,20,slipcut,20,slipcut,20,slipcut,26,50
slipcut,20,slipcut,20,slipcut,20,slipcut,27,40
slipcut,20,slipcut,20,slipcut,20,slipcut,28,30
slipcut,20,slipcut,20,slipcut,20,slipcut,29,20
slipcut,20,slipcut,20,slipcut,20,slipcut,30,10
slipcut,20,slipcut,20,slipcut,20,slipcut,31,0
slipcut,20,slipcut,20,slipcut,20,slipcut,32,-10
slipcut,20,slipcut,20,slipcut,20,slipcut,33,-10
slipcut,20,slipcut,20,slipcut,20,slipcut,34,-10
slipcut,20,slipcut,20,slipcut,20,slipcut,35,-10
slipcut,20,slipcut,20,slipcut,20,slipcut,36,-10
slipcut,20,slipcut,20,slipcut,20,slipcut,37,-10
slipcut,20,slipcut,20,slipcut,20,slipcut,38,-10
slipcut,20,slipcut,20,slipcut,20,slipcut,39,-10
slipcut,20,slipcut,20,slipcut,20,slipcut,40,-10
slipcut,20,slipcut,20,slipcut,20,slipcut,41,-10
slipcut,20,slipcut,20,slipcut,20,slipcut,42,-10
slipcut,20,slipcut,20,slipcut,20,slipcut,43,-10
slipcut,20,slipcut,20,slipcut,20,slipcut,44,-10
slipcut,20,slipcut,20,slipcut,20,slipcut,45,-10
slipcut,20,slipcut,20,slipcut,20,slipcut,46,-10
slipcut,20,slipcut,20,slipcut,20,slipcut,47,-10
slipcut,20,slipcut,20,slipcut,20,slipcut,48,-10
slipcut,20,slipcut,20,slipcut,20,slipcut,49,-10
slipcut,20,slipcut,20,slipcut,20,slipcut,50,-10
slipcut,20,slipcut,20,slipcut,20,slipcut,51,-10
slipcut,20,slipcut,20,slipcut,20,slipcut,2,320
slipcut,20,slipcut,20,slipcut,20,slipcut,3,330
slipcut,20,slipcut,20,slipcut,20,slipcut,4,340
slipcut,20,slipcut,20,slipcut,20,slipcut,5,350
slipcut,20,slipcut,20,slipcut,20,slipcut,6,360
slipcut,20,slipcut,20,slipcut,20,slipcut,7,370
slipcut,20,slipcut,20,slipcut,20,slipcut,8,380
slipcut,20,slipcut,20,slipcut,20,slipcut,9,390
slipcut,20,slipcut,20,slipcut,20,slipcut,10,400
slipcut,20,slipcut,20,slipcut,20,slipcut,11,410
slipcut,20,slipcut,20,slipcut,20,slipcut,12,420
slipcut,20,slipcut,20,slipcut,20,slipcut,13,430
slipcut,20,slipcut,20,slipcut,20,slipcut,14,440
slipcut,20,slipcut,20,slipcut,20,slipcut,15,450
slipcut,20,slipcut,20,slipcut,20,slipcut,16,460
slipcut,20,slipcut,20,slipcut,20,slipcut,17,470
slipcut,20,slipcut,20,slipcut,20,slipcut,18,480
slipcut,20,slipcut,20,slipcut,20,slipcut,19,490
slipcut,20,slipcut,20,slipcut,20,slipcut,20,510
slipcut,20,slipcut,20,slipcut,20,slipcut,21,490
slipcut,20,slipcut,20,slipcut,20,slipcut,22,480
slipcut,20,slipcut,20,slipcut,20,slipcut,23,470
slipcut,20,slipcut,20,slipcut,20,slipcut,24,460
slipcut,20,slipcut,20,slipcut,20,slipcut,25,450
slipcut,20,slipcut,20,slipcut,20,slipcut,26,440
slipcut,20,slipcut,20,slipcut,20,slipcut,27,430
slipcut,20,slipcut,20,slipcut,20,slipcut,28,420
slipcut,20,slipcut,20,slipcut,20,slipcut,29,410
slipcut,20,slipcut,20,slipcut,20,slipcut,30,400
slipcut,20,slipcut,20,slipcut,20,slipcut,31,390
slipcut,20,slipcut,20,slipcut,20,slipcut,32,380
slipcut,20,slipcut,20,slipcut,20,slipcut,33,370
slipcut,20,slipcut,20,slipcut,20,slipcut,34,360
slipcut,20,slipcut,20,slipcut,20,slipcut,35,350
slipcut,20,slipcut,20,slipcut,20,slipcut,36,340
slipcut,20,slipcut,20,slipcut,20,slipcut,37,330
slipcut,20,slipcut,20,slipcut,20,slipcut,38,320
slipcut,20,slipcut,20,slipcut,20,slipcut,39,310
slipcut,20,slipcut,20,slipcut,20,slipcut,40,300
slipcut,20,slipcut,20,slipcut,20,slipcut,41,290
slipcut,20,slipcut,20,slipcut,20,slipcut,42,280
slipcut,20,slipcut,20,slipcut,20,slipcut,43,270
slipcut,20,slipcut,20,slipcut,20,slipcut,44,260
slipcut,20,slipcut,20,slipcut,20,slipcut,45,250
slipcut,20,slipcut,20,slipcut,20,slipcut,46,240
slipcut,20,slipcut,20,slipcut,20,slipcut,47,230
slipcut,20,slipcut,20,slipcut,20,slipcut,48,220
slipcut,20,slipcut,20,slipcut,20,slipcut,49,210
slipcut,20,slipcut,20,slipcut,20,slipcut,50,200
slipcut,20,slipcut,20,slipcut,20,slipcut,51,190
slipcut,20,slipcut,20,slipcut,20,peal,2,290
