maintained,technique,is,OUTFARO,and,the,number,is,20
cut,1,outfaro,20,outfaro,20,outfaro,20,0
cut,2,outfaro,20,outfaro,20,outfaro,20,0
cut,3,outfaro,20,outfaro,20,outfaro,20,0
cut,4,outfaro,20,outfaro,20,outfaro,20,0
cut,5,outfaro,20,outfaro,20,outfaro,20,0
cut,6,outfaro,20,outfaro,20,outfaro,20,0
cut,7,outfaro,20,outfaro,20,outfaro,20,0
cut,8,outfaro,20,outfaro,20,outfaro,20,0
cut,9,outfaro,20,outfaro,20,outfaro,20,0
cut,10,outfaro,20,outfaro,20,outfaro,20,0
cut,11,outfaro,20,outfaro,20,outfaro,20,0
cut,12,outfaro,20,outfaro,20,outfaro,20,0
cut,13,outfaro,20,outfaro,20,outfaro,20,0
cut,14,outfaro,20,outfaro,20,outfaro,20,0
cut,15,outfaro,20,outfaro,20,outfaro,20,0
cut,16,outfaro,20,outfaro,20,outfaro,20,0
cut,17,outfaro,20,outfaro,20,outfaro,20,0
cut,18,outfaro,20,outfaro,20,outfaro,20,0
cut,19,outfaro,20,outfaro,20,outfaro,20,0
cut,20,outfaro,20,outfaro,20,outfaro,20,-10
cut,21,outfaro,20,outfaro,20,outfaro,20,-10
cut,22,outfaro,20,outfaro,20,outfaro,20,-10
cut,23,outfaro,20,outfaro,20,outfaro,20,-10
cut,24,outfaro,20,outfaro,20,outfaro,20,-10
cut,25,outfaro,20,outfaro,20,outfaro,20,-10
cut,26,outfaro,20,outfaro,20,outfaro,20,-10
cut,27,outfaro,20,outfaro,20,outfaro,20,-10
cut,28,outfaro,20,outfaro,20,outfaro,20,-10
cut,29,outfaro,20,outfaro,20,outfaro,20,-10
cut,30,outfaro,20,outfaro,20,outfaro,20,-10
cut,31,outfaro,20,outfaro,20,outfaro,20,-10
cut,32,outfaro,20,outfaro,20,outfaro,20,-10
cut,33,outfaro,20,outfaro,20,outfaro,20,0
cut,34,outfaro,20,outfaro,20,outfaro,20,0
cut,35,outfaro,20,outfaro,20,outfaro,20,0
cut,36,outfaro,20,outfaro,20,outfaro,20,0
cut,37,outfaro,20,outfaro,20,outfaro,20,0
cut,38,outfaro,20,outfaro,20,outfaro,20,0
cut,39,outfaro,20,outfaro,20,outfaro,20,0
cut,40,outfaro,20,outfaro,20,outfaro,20,0
cut,41,outfaro,20,outfaro,20,outfaro,20,0
cut,42,outfaro,20,outfaro,20,outfaro,20,0
cut,43,outfaro,20,outfaro,20,outfaro,20,0
cut,44,outfaro,20,outfaro,20,outfaro,20,0
cut,45,outfaro,20,outfaro,20,outfaro,20,0
cut,46,outfaro,20,outfaro,20,outfaro,20,0
cut,47,outfaro,20,outfaro,20,outfaro,20,0
cut,48,outfaro,20,outfaro,20,outfaro,20,0
cut,49,outfaro,20,outfaro,20,outfaro,20,0
cut,50,outfaro,20,outfaro,20,outfaro,20,0
cut,51,outfaro,20,outfaro,20,outfaro,20,0
slipcut,2,outfaro,20,outfaro,20,outfaro,20,120
slipcut,3,outfaro,20,outfaro,20,outfaro,20,120
