maintained,technique,is,OUTFARO,and,the,number,is,30
outfaro,30,outfaro,30,cut,1,outfaro,30,30
outfaro,30,outfaro,30,cut,2,outfaro,30,30
outfaro,30,outfaro,30,cut,3,outfaro,30,30
outfaro,30,outfaro,30,cut,4,outfaro,30,30
outfaro,30,outfaro,30,cut,5,outfaro,30,30
outfaro,30,outfaro,30,cut,6,outfaro,30,30
outfaro,30,outfaro,30,cut,7,outfaro,30,30
outfaro,30,outfaro,30,cut,8,outfaro,30,35
outfaro,30,outfaro,30,cut,9,outfaro,30,35
outfaro,30,outfaro,30,cut,10,outfaro,30,35
outfaro,30,outfaro,30,cut,11,outfaro,30,35
outfaro,30,outfaro,30,cut,12,outfaro,30,25
outfaro,30,outfaro,30,cut,13,outfaro,30,15
outfaro,30,outfaro,30,cut,14,outfaro,30,5
outfaro,30,outfaro,30,cut,15,outfaro,30,0
outfaro,30,outfaro,30,cut,16,outfaro,30,0
outfaro,30,outfaro,30,cut,17,outfaro,30,0
outfaro,30,outfaro,30,cut,18,outfaro,30,0
outfaro,30,outfaro,30,cut,19,outfaro,30,0
outfaro,30,outfaro,30,cut,20,outfaro,30,0
outfaro,30,outfaro,30,cut,21,outfaro,30,0
outfaro,30,outfaro,30,cut,22,outfaro,30,0
outfaro,30,outfaro,30,cut,23,outfaro,30,0
outfaro,30,outfaro,30,cut,24,outfaro,30,0
outfaro,30,outfaro,30,cut,25,outfaro,30,0
outfaro,30,outfaro,30,cut,26,outfaro,30,0
outfaro,30,outfaro,30,cut,27,outfaro,30,0
outfaro,30,outfaro,30,cut,28,outfaro,30,0
outfaro,30,outfaro,30,cut,29,outfaro,30,0
outfaro,30,outfaro,30,cut,30,outfaro,30,35
outfaro,30,outfaro,30,cut,31,outfaro,30,0
outfaro,30,outfaro,30,cut,32,outfaro,30,0
outfaro,30,outfaro,30,cut,33,outfaro,30,0
outfaro,30,outfaro,30,cut,34,outfaro,30,0
outfaro,30,outfaro,30,cut,35,outfaro,30,0
