maintained,technique,is,PEAL,and,the,number,is,40
peal,40,peal,40,cut,1,peal,40,0
peal,40,peal,40,cut,2,peal,40,-10
peal,40,peal,40,cut,3,peal,40,0
peal,40,peal,40,cut,4,peal,40,-10
peal,40,peal,40,cut,5,peal,40,0
peal,40,peal,40,cut,6,peal,40,-10
peal,40,peal,40,cut,7,peal,40,0
peal,40,peal,40,cut,8,peal,40,-10
peal,40,peal,40,cut,9,peal,40,0
peal,40,peal,40,cut,10,peal,40,-10
peal,40,peal,40,cut,11,peal,40,0
peal,40,peal,40,cut,12,peal,40,-10
peal,40,peal,40,cut,13,peal,40,10
peal,40,peal,40,cut,14,peal,40,-10
peal,40,peal,40,cut,15,peal,40,10
peal,40,peal,40,cut,16,peal,40,-10
peal,40,peal,40,cut,17,peal,40,10
peal,40,peal,40,cut,18,peal,40,-10
peal,40,peal,40,cut,19,peal,40,10
peal,40,peal,40,cut,20,peal,40,-10
peal,40,peal,40,cut,21,peal,40,10
peal,40,peal,40,cut,22,peal,40,-10
peal,40,peal,40,cut,23,peal,40,10
peal,40,peal,40,cut,24,peal,40,-10
peal,40,peal,40,cut,25,peal,40,10
peal,40,peal,40,cut,26,peal,40,-10
peal,40,peal,40,cut,27,peal,40,10
peal,40,peal,40,cut,28,peal,40,-10
peal,40,peal,40,cut,29,peal,40,10
peal,40,peal,40,cut,30,peal,40,-10
peal,40,peal,40,cut,31,peal,40,10
peal,40,peal,40,cut,32,peal,40,-10
peal,40,peal,40,cut,33,peal,40,10
peal,40,peal,40,cut,34,peal,40,-10
peal,40,peal,40,cut,35,peal,40,10
peal,40,peal,40,cut,36,peal,40,-10
peal,40,peal,40,cut,37,peal,40,10
peal,40,peal,40,cut,38,peal,40,-10
peal,40,peal,40,cut,39,peal,40,10
peal,40,peal,40,cut,40,peal,40,-10
peal,40,peal,40,cut,41,peal,40,0
peal,40,peal,40,cut,42,peal,40,-10
peal,40,peal,40,cut,43,peal,40,0
peal,40,peal,40,cut,44,peal,40,-10
