maintained,technique,is,PEAL,and,the,number,is,30
peal,30,cut,1,peal,30,peal,30,0
peal,30,cut,2,peal,30,peal,30,-10
peal,30,cut,3,peal,30,peal,30,0
peal,30,cut,4,peal,30,peal,30,-10
peal,30,cut,5,peal,30,peal,30,0
peal,30,cut,6,peal,30,peal,30,-10
peal,30,cut,7,peal,30,peal,30,0
peal,30,cut,8,peal,30,peal,30,-10
peal,30,cut,9,peal,30,peal,30,0
peal,30,cut,10,peal,30,peal,30,-10
peal,30,cut,11,peal,30,peal,30,0
peal,30,cut,12,peal,30,peal,30,-10
peal,30,cut,13,peal,30,peal,30,0
peal,30,cut,14,peal,30,peal,30,-10
peal,30,cut,15,peal,30,peal,30,0
peal,30,cut,16,peal,30,peal,30,-10
peal,30,cut,17,peal,30,peal,30,0
peal,30,cut,18,peal,30,peal,30,-10
peal,30,cut,19,peal,30,peal,30,0
peal,30,cut,20,peal,30,peal,30,-10
peal,30,cut,21,peal,30,peal,30,0
peal,30,cut,22,peal,30,peal,30,-10
peal,30,cut,23,peal,30,peal,30,10
peal,30,cut,24,peal,30,peal,30,-10
peal,30,cut,25,peal,30,peal,30,10
peal,30,cut,26,peal,30,peal,30,-10
peal,30,cut,27,peal,30,peal,30,10
peal,30,cut,28,peal,30,peal,30,-10
peal,30,cut,29,peal,30,peal,30,10
peal,30,cut,30,peal,30,peal,30,-10
peal,30,cut,31,peal,30,peal,30,0
peal,30,cut,32,peal,30,peal,30,-10
peal,30,cut,33,peal,30,peal,30,0
peal,30,cut,34,peal,30,peal,30,-10
peal,30,cut,35,peal,30,peal,30,0
peal,30,cut,36,peal,30,peal,30,-10
peal,30,cut,37,peal,30,peal,30,0
peal,30,cut,38,peal,30,peal,30,-10
peal,30,cut,39,peal,30,peal,30,0
peal,30,cut,40,peal,30,peal,30,-10
peal,30,cut,41,peal,30,peal,30,0
peal,30,cut,42,peal,30,peal,30,-10
peal,30,cut,43,peal,30,peal,30,0
peal,30,cut,44,peal,30,peal,30,-10
peal,30,cut,45,peal,30,peal,30,0
peal,30,cut,46,peal,30,peal,30,-10
peal,30,cut,47,peal,30,peal,30,0
peal,30,cut,48,peal,30,peal,30,-10
peal,30,cut,49,peal,30,peal,30,0
peal,30,cut,50,peal,30,peal,30,-10
peal,30,cut,51,peal,30,peal,30,0
peal,30,slipcut,2,peal,30,peal,30,210
peal,30,slipcut,3,peal,30,peal,30,210
peal,30,slipcut,4,peal,30,peal,30,210
peal,30,slipcut,5,peal,30,peal,30,210
peal,30,slipcut,6,peal,30,peal,30,210
peal,30,slipcut,7,peal,30,peal,30,210
peal,30,slipcut,8,peal,30,peal,30,210
peal,30,slipcut,9,peal,30,peal,30,210
peal,30,slipcut,10,peal,30,peal,30,210
peal,30,slipcut,11,peal,30,peal,30,210
peal,30,slipcut,12,peal,30,peal,30,210
peal,30,slipcut,13,peal,30,peal,30,210
peal,30,slipcut,14,peal,30,peal,30,210
peal,30,slipcut,15,peal,30,peal,30,210
peal,30,slipcut,16,peal,30,peal,30,220
peal,30,slipcut,17,peal,30,peal,30,220
peal,30,slipcut,18,peal,30,peal,30,220
peal,30,slipcut,19,peal,30,peal,30,220
peal,30,slipcut,20,peal,30,peal,30,220
peal,30,slipcut,21,peal,30,peal,30,220
peal,30,slipcut,22,peal,30,peal,30,220
peal,30,slipcut,23,peal,30,peal,30,220
peal,30,slipcut,24,peal,30,peal,30,220
peal,30,slipcut,25,peal,30,peal,30,220
peal,30,slipcut,26,peal,30,peal,30,220
peal,30,slipcut,27,peal,30,peal,30,220
peal,30,slipcut,28,peal,30,peal,30,220
peal,30,slipcut,29,peal,30,peal,30,220
peal,30,slipcut,30,peal,30,peal,30,230
peal,30,slipcut,31,peal,30,peal,30,210
peal,30,slipcut,32,peal,30,peal,30,200
peal,30,slipcut,33,peal,30,peal,30,190
peal,30,slipcut,34,peal,30,peal,30,180
peal,30,slipcut,35,peal,30,peal,30,170
peal,30,slipcut,36,peal,30,peal,30,160
peal,30,slipcut,37,peal,30,peal,30,150
peal,30,slipcut,38,peal,30,peal,30,140
peal,30,slipcut,39,peal,30,peal,30,130
peal,30,slipcut,40,peal,30,peal,30,120
peal,30,slipcut,41,peal,30,peal,30,110
peal,30,slipcut,42,peal,30,peal,30,100
peal,30,slipcut,43,peal,30,peal,30,90
peal,30,slipcut,44,peal,30,peal,30,80
peal,30,slipcut,45,peal,30,peal,30,70
peal,30,slipcut,46,peal,30,peal,30,60
peal,30,slipcut,47,peal,30,peal,30,50
peal,30,slipcut,48,peal,30,peal,30,40
peal,30,slipcut,49,peal,30,peal,30,30
peal,30,slipcut,50,peal,30,peal,30,20
peal,30,slipcut,51,peal,30,peal,30,10
