maintained,technique,is,OUTFAROUP,and,the,number,is,20
outfaroup,20,outfaroup,20,cut,1,outfaroup,20,110
outfaroup,20,outfaroup,20,cut,2,outfaroup,20,100
outfaroup,20,outfaroup,20,cut,3,outfaroup,20,90
outfaroup,20,outfaroup,20,cut,4,outfaroup,20,80
outfaroup,20,outfaroup,20,cut,5,outfaroup,20,70
outfaroup,20,outfaroup,20,cut,6,outfaroup,20,60
outfaroup,20,outfaroup,20,cut,7,outfaroup,20,50
outfaroup,20,outfaroup,20,cut,8,outfaroup,20,40
outfaroup,20,outfaroup,20,cut,9,outfaroup,20,30
outfaroup,20,outfaroup,20,cut,10,outfaroup,20,20
outfaroup,20,outfaroup,20,cut,11,outfaroup,20,10
outfaroup,20,outfaroup,20,cut,12,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,13,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,14,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,15,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,16,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,17,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,18,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,19,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,20,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,21,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,22,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,23,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,24,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,25,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,26,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,27,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,28,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,29,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,30,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,31,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,32,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,33,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,34,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,35,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,36,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,37,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,38,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,39,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,40,outfaroup,20,0
outfaroup,20,outfaroup,20,cut,41,outfaroup,20,10
outfaroup,20,outfaroup,20,cut,42,outfaroup,20,20
outfaroup,20,outfaroup,20,cut,43,outfaroup,20,30
outfaroup,20,outfaroup,20,cut,44,outfaroup,20,40
outfaroup,20,outfaroup,20,cut,45,outfaroup,20,50
outfaroup,20,outfaroup,20,cut,46,outfaroup,20,60
outfaroup,20,outfaroup,20,cut,47,outfaroup,20,70
outfaroup,20,outfaroup,20,cut,48,outfaroup,20,80
outfaroup,20,outfaroup,20,cut,49,outfaroup,20,90
outfaroup,20,outfaroup,20,cut,50,outfaroup,20,100
outfaroup,20,outfaroup,20,cut,51,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,2,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,3,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,4,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,5,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,6,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,7,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,8,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,9,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,10,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,11,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,12,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,13,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,14,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,15,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,16,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,17,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,18,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,19,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,20,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,21,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,22,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,23,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,24,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,25,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,26,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,27,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,28,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,29,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,30,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,31,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,32,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,33,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,34,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,35,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,36,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,37,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,38,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,39,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,40,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,41,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,42,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,43,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,44,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,45,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,46,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,47,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,48,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,49,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,50,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,51,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,2,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,3,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,4,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,5,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,6,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,7,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,8,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,9,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,10,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,11,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,12,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,13,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,14,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,15,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,16,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,17,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,18,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,19,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,20,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,21,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,22,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,23,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,24,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,25,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,26,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,27,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,28,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,29,outfaroup,20,130
outfaroup,20,outfaroup,20,slipcut,30,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,31,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,32,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,33,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,34,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,35,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,36,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,37,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,38,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,39,outfaroup,20,120
outfaroup,20,outfaroup,20,slipcut,40,outfaroup,20,110
outfaroup,20,outfaroup,20,slipcut,41,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,42,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,43,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,44,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,45,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,46,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,47,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,48,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,49,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,50,outfaroup,20,100
outfaroup,20,outfaroup,20,slipcut,51,outfaroup,20,100
outfaroup,20,outfaroup,20,peal,2,outfaroup,20,100
outfaroup,20,outfaroup,20,peal,3,outfaroup,20,90
outfaroup,20,outfaroup,20,peal,4,outfaroup,20,80
outfaroup,20,outfaroup,20,peal,5,outfaroup,20,70
outfaroup,20,outfaroup,20,peal,6,outfaroup,20,60
outfaroup,20,outfaroup,20,peal,7,outfaroup,20,50
outfaroup,20,outfaroup,20,peal,8,outfaroup,20,40
outfaroup,20,outfaroup,20,peal,9,outfaroup,20,30
outfaroup,20,outfaroup,20,peal,10,outfaroup,20,20
outfaroup,20,outfaroup,20,peal,11,outfaroup,20,10
outfaroup,20,outfaroup,20,peal,12,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,13,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,14,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,15,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,16,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,17,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,18,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,19,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,20,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,21,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,22,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,23,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,24,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,25,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,26,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,27,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,28,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,29,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,30,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,31,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,32,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,33,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,34,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,35,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,36,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,37,outfaroup,20,10
outfaroup,20,outfaroup,20,peal,38,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,39,outfaroup,20,10
outfaroup,20,outfaroup,20,peal,40,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,41,outfaroup,20,10
outfaroup,20,outfaroup,20,peal,42,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,43,outfaroup,20,10
outfaroup,20,outfaroup,20,peal,44,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,45,outfaroup,20,10
outfaroup,20,outfaroup,20,peal,46,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,47,outfaroup,20,10
outfaroup,20,outfaroup,20,peal,48,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,49,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,50,outfaroup,20,0
outfaroup,20,outfaroup,20,peal,51,outfaroup,20,0
outfaroup,20,outfaroup,20,pealup,2,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,3,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,4,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,5,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,6,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,7,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,8,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,9,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,10,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,11,outfaroup,20,130
outfaroup,20,outfaroup,20,pealup,12,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,13,outfaroup,20,140
outfaroup,20,outfaroup,20,pealup,14,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,15,outfaroup,20,140
outfaroup,20,outfaroup,20,pealup,16,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,17,outfaroup,20,140
outfaroup,20,outfaroup,20,pealup,18,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,19,outfaroup,20,140
outfaroup,20,outfaroup,20,pealup,20,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,21,outfaroup,20,140
outfaroup,20,outfaroup,20,pealup,22,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,23,outfaroup,20,140
outfaroup,20,outfaroup,20,pealup,24,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,25,outfaroup,20,140
outfaroup,20,outfaroup,20,pealup,26,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,27,outfaroup,20,140
outfaroup,20,outfaroup,20,pealup,28,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,29,outfaroup,20,140
outfaroup,20,outfaroup,20,pealup,30,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,31,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,32,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,33,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,34,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,35,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,36,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,37,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,38,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,39,outfaroup,20,120
outfaroup,20,outfaroup,20,pealup,40,outfaroup,20,110
outfaroup,20,outfaroup,20,pealup,41,outfaroup,20,100
outfaroup,20,outfaroup,20,pealup,42,outfaroup,20,90
outfaroup,20,outfaroup,20,pealup,43,outfaroup,20,80
outfaroup,20,outfaroup,20,pealup,44,outfaroup,20,70
outfaroup,20,outfaroup,20,pealup,45,outfaroup,20,60
outfaroup,20,outfaroup,20,pealup,46,outfaroup,20,50
outfaroup,20,outfaroup,20,pealup,47,outfaroup,20,40
outfaroup,20,outfaroup,20,pealup,48,outfaroup,20,30
outfaroup,20,outfaroup,20,pealup,49,outfaroup,20,20
outfaroup,20,outfaroup,20,pealup,50,outfaroup,20,10
outfaroup,20,outfaroup,20,pealup,51,outfaroup,20,0
outfaroup,20,outfaroup,20,infaro,10,outfaroup,20,0
outfaroup,20,outfaroup,20,infaro,11,outfaroup,20,0
outfaroup,20,outfaroup,20,infaro,12,outfaroup,20,0
outfaroup,20,outfaroup,20,infaro,13,outfaroup,20,0
outfaroup,20,outfaroup,20,infaro,14,outfaroup,20,0
outfaroup,20,outfaroup,20,infaro,15,outfaroup,20,0
outfaroup,20,outfaroup,20,infaro,16,outfaroup,20,10
outfaroup,20,outfaroup,20,infaro,17,outfaroup,20,20
