maintained,technique,is,OUTFAROUP,and,the,number,is,20
outfaroup,20,outfaroup,20,infaro,18,outfaroup,20,30
outfaroup,20,outfaroup,20,infaro,19,outfaroup,20,70
outfaroup,20,outfaroup,20,infaro,20,outfaroup,20,50
outfaroup,20,outfaroup,20,infaro,21,outfaroup,20,60
outfaroup,20,outfaroup,20,infaro,22,outfaroup,20,70
outfaroup,20,outfaroup,20,infaro,23,outfaroup,20,90
outfaroup,20,outfaroup,20,infaro,24,outfaroup,20,110
outfaroup,20,outfaroup,20,infaro,25,outfaroup,20,130
outfaroup,20,outfaroup,20,infaro,26,outfaroup,20,140
outfaroup,20,outfaroup,20,infaro,27,outfaroup,20,120
outfaroup,20,outfaroup,20,infaro,28,outfaroup,20,100
outfaroup,20,outfaroup,20,infaro,29,outfaroup,20,80
outfaroup,20,outfaroup,20,infaro,30,outfaroup,20,60
outfaroup,20,outfaroup,20,infaro,31,outfaroup,20,50
outfaroup,20,outfaroup,20,infaro,32,outfaroup,20,40
outfaroup,20,outfaroup,20,infaro,33,outfaroup,20,30
outfaroup,20,outfaroup,20,infaro,34,outfaroup,20,20
outfaroup,20,outfaroup,20,infaro,35,outfaroup,20,10
outfaroup,20,outfaroup,20,infaro,36,outfaroup,20,0
outfaroup,20,outfaroup,20,infaro,37,outfaroup,20,0
outfaroup,20,outfaroup,20,infaro,38,outfaroup,20,0
outfaroup,20,outfaroup,20,infaro,39,outfaroup,20,0
outfaroup,20,outfaroup,20,infaro,40,outfaroup,20,0
outfaroup,20,outfaroup,20,infaro,41,outfaroup,20,0
outfaroup,20,outfaroup,20,infaro,42,outfaroup,20,0
outfaroup,20,outfaroup,20,infaroup,10,outfaroup,20,140
outfaroup,20,outfaroup,20,infaroup,11,outfaroup,20,160
outfaroup,20,outfaroup,20,infaroup,12,outfaroup,20,180
outfaroup,20,outfaroup,20,infaroup,13,outfaroup,20,200
outfaroup,20,outfaroup,20,infaroup,14,outfaroup,20,220
outfaroup,20,outfaroup,20,infaroup,15,outfaroup,20,240
outfaroup,20,outfaroup,20,infaroup,16,outfaroup,20,260
outfaroup,20,outfaroup,20,infaroup,17,outfaroup,20,280
outfaroup,20,outfaroup,20,infaroup,18,outfaroup,20,300
outfaroup,20,outfaroup,20,infaroup,19,outfaroup,20,490
outfaroup,20,outfaroup,20,infaroup,20,outfaroup,20,310
outfaroup,20,outfaroup,20,infaroup,21,outfaroup,20,280
outfaroup,20,outfaroup,20,infaroup,22,outfaroup,20,250
outfaroup,20,outfaroup,20,infaroup,23,outfaroup,20,220
outfaroup,20,outfaroup,20,infaroup,24,outfaroup,20,190
outfaroup,20,outfaroup,20,infaroup,25,outfaroup,20,160
outfaroup,20,outfaroup,20,infaroup,26,outfaroup,20,140
outfaroup,20,outfaroup,20,infaroup,27,outfaroup,20,130
outfaroup,20,outfaroup,20,infaroup,28,outfaroup,20,120
outfaroup,20,outfaroup,20,infaroup,29,outfaroup,20,110
outfaroup,20,outfaroup,20,infaroup,30,outfaroup,20,100
outfaroup,20,outfaroup,20,infaroup,31,outfaroup,20,100
outfaroup,20,outfaroup,20,infaroup,32,outfaroup,20,100
outfaroup,20,outfaroup,20,infaroup,33,outfaroup,20,90
outfaroup,20,outfaroup,20,infaroup,34,outfaroup,20,80
outfaroup,20,outfaroup,20,infaroup,35,outfaroup,20,70
outfaroup,20,outfaroup,20,infaroup,36,outfaroup,20,60
outfaroup,20,outfaroup,20,infaroup,37,outfaroup,20,50
outfaroup,20,outfaroup,20,infaroup,38,outfaroup,20,40
outfaroup,20,outfaroup,20,infaroup,39,outfaroup,20,30
outfaroup,20,outfaroup,20,infaroup,40,outfaroup,20,20
outfaroup,20,outfaroup,20,infaroup,41,outfaroup,20,20
outfaroup,20,outfaroup,20,infaroup,42,outfaroup,20,20
outfaroup,20,outfaroup,20,outfaro,10,outfaroup,20,0
outfaroup,20,outfaroup,20,outfaro,11,outfaroup,20,0
outfaroup,20,outfaroup,20,outfaro,12,outfaroup,20,0
outfaroup,20,outfaroup,20,outfaro,13,outfaroup,20,0
outfaroup,20,outfaroup,20,outfaro,14,outfaroup,20,0
outfaroup,20,outfaroup,20,outfaro,15,outfaroup,20,0
outfaroup,20,outfaroup,20,outfaro,16,outfaroup,20,0
outfaroup,20,outfaroup,20,outfaro,17,outfaroup,20,10
outfaroup,20,outfaroup,20,outfaro,18,outfaroup,20,20
outfaroup,20,outfaroup,20,outfaro,19,outfaroup,20,30
outfaroup,20,outfaroup,20,outfaro,20,outfaroup,20,80
outfaroup,20,outfaroup,20,outfaro,21,outfaroup,20,50
outfaroup,20,outfaroup,20,outfaro,22,outfaroup,20,60
outfaroup,20,outfaroup,20,outfaro,23,outfaroup,20,80
outfaroup,20,outfaroup,20,outfaro,24,outfaroup,20,100
outfaroup,20,outfaroup,20,outfaro,25,outfaroup,20,120
outfaroup,20,outfaroup,20,outfaro,26,outfaroup,20,140
outfaroup,20,outfaroup,20,outfaro,27,outfaroup,20,130
outfaroup,20,outfaroup,20,outfaro,28,outfaroup,20,110
outfaroup,20,outfaroup,20,outfaro,29,outfaroup,20,90
outfaroup,20,outfaroup,20,outfaro,30,outfaroup,20,70
outfaroup,20,outfaroup,20,outfaro,31,outfaroup,20,50
outfaroup,20,outfaroup,20,outfaro,32,outfaroup,20,40
outfaroup,20,outfaroup,20,outfaro,33,outfaroup,20,30
outfaroup,20,outfaroup,20,outfaro,34,outfaroup,20,20
outfaroup,20,outfaroup,20,outfaro,35,outfaroup,20,10
outfaroup,20,outfaroup,20,outfaro,36,outfaroup,20,0
outfaroup,20,outfaroup,20,outfaro,37,outfaroup,20,0
outfaroup,20,outfaroup,20,outfaro,38,outfaroup,20,0
outfaroup,20,outfaroup,20,outfaro,39,outfaroup,20,0
outfaroup,20,outfaroup,20,outfaro,40,outfaroup,20,0
outfaroup,20,outfaroup,20,outfaro,41,outfaroup,20,0
outfaroup,20,outfaroup,20,outfaro,42,outfaroup,20,0
outfaroup,20,outfaroup,20,outfaroup,10,outfaroup,20,120
outfaroup,20,outfaroup,20,outfaroup,11,outfaroup,20,140
outfaroup,20,outfaroup,20,outfaroup,12,outfaroup,20,160
outfaroup,20,outfaroup,20,outfaroup,13,outfaroup,20,180
outfaroup,20,outfaroup,20,outfaroup,14,outfaroup,20,200
outfaroup,20,outfaroup,20,outfaroup,15,outfaroup,20,220
outfaroup,20,outfaroup,20,outfaroup,16,outfaroup,20,240
outfaroup,20,outfaroup,20,outfaroup,17,outfaroup,20,260
outfaroup,20,outfaroup,20,outfaroup,18,outfaroup,20,280
outfaroup,20,outfaroup,20,outfaroup,19,outfaroup,20,300
outfaroup,20,outfaroup,20,outfaroup,20,outfaroup,20,510
outfaroup,20,outfaroup,20,outfaroup,21,outfaroup,20,290
outfaroup,20,outfaroup,20,outfaroup,22,outfaroup,20,260
outfaroup,20,outfaroup,20,outfaroup,23,outfaroup,20,230
outfaroup,20,outfaroup,20,outfaroup,24,outfaroup,20,200
outfaroup,20,outfaroup,20,outfaroup,25,outfaroup,20,170
outfaroup,20,outfaroup,20,outfaroup,26,outfaroup,20,140
outfaroup,20,outfaroup,20,outfaroup,27,outfaroup,20,130
outfaroup,20,outfaroup,20,outfaroup,28,outfaroup,20,120
outfaroup,20,outfaroup,20,outfaroup,29,outfaroup,20,110
outfaroup,20,outfaroup,20,outfaroup,30,outfaroup,20,100
outfaroup,20,outfaroup,20,outfaroup,31,outfaroup,20,100
outfaroup,20,outfaroup,20,outfaroup,32,outfaroup,20,100
outfaroup,20,outfaroup,20,outfaroup,33,outfaroup,20,100
outfaroup,20,outfaroup,20,outfaroup,34,outfaroup,20,90
outfaroup,20,outfaroup,20,outfaroup,35,outfaroup,20,80
outfaroup,20,outfaroup,20,outfaroup,36,outfaroup,20,70
outfaroup,20,outfaroup,20,outfaroup,37,outfaroup,20,60
outfaroup,20,outfaroup,20,outfaroup,38,outfaroup,20,50
outfaroup,20,outfaroup,20,outfaroup,39,outfaroup,20,40
outfaroup,20,outfaroup,20,outfaroup,40,outfaroup,20,30
outfaroup,20,outfaroup,20,outfaroup,41,outfaroup,20,30
outfaroup,20,outfaroup,20,outfaroup,42,outfaroup,20,30
