maintained,technique,is,INFARO,and,the,number,is,30
infaroup,28,pealup,30,pealup,30,pealup,30,15
infaroup,29,pealup,30,pealup,30,pealup,30,-5
infaroup,30,pealup,30,pealup,30,pealup,30,0
infaroup,31,pealup,30,pealup,30,pealup,30,-5
infaroup,32,pealup,30,pealup,30,pealup,30,-5
infaroup,33,pealup,30,pealup,30,pealup,30,5
infaroup,34,pealup,30,pealup,30,pealup,30,0
infaroup,35,pealup,30,pealup,30,pealup,30,0
infaroup,36,pealup,30,pealup,30,pealup,30,0
infaroup,37,pealup,30,pealup,30,pealup,30,15
infaroup,38,pealup,30,pealup,30,pealup,30,-5
infaroup,39,pealup,30,pealup,30,pealup,30,-5
infaroup,40,pealup,30,pealup,30,pealup,30,-5
infaroup,41,pealup,30,pealup,30,pealup,30,5
infaroup,42,pealup,30,pealup,30,pealup,30,20
outfaro,10,pealup,30,pealup,30,pealup,30,0
outfaro,11,pealup,30,pealup,30,pealup,30,-5
outfaro,12,pealup,30,pealup,30,pealup,30,-5
outfaro,13,pealup,30,pealup,30,pealup,30,10
outfaro,14,pealup,30,pealup,30,pealup,30,-5
outfaro,15,pealup,30,pealup,30,pealup,30,-5
outfaro,16,pealup,30,pealup,30,pealup,30,0
outfaro,17,pealup,30,pealup,30,pealup,30,5
outfaro,18,pealup,30,pealup,30,pealup,30,0
outfaro,19,pealup,30,pealup,30,pealup,30,5
outfaro,20,pealup,30,pealup,30,pealup,30,5
outfaro,21,pealup,30,pealup,30,pealup,30,0
outfaro,22,pealup,30,pealup,30,pealup,30,5
outfaro,23,pealup,30,pealup,30,pealup,30,10
outfaro,24,pealup,30,pealup,30,pealup,30,0
outfaro,25,pealup,30,pealup,30,pealup,30,-5
outfaro,26,pealup,30,pealup,30,pealup,30,10
outfaro,27,pealup,30,pealup,30,pealup,30,5
outfaro,28,pealup,30,pealup,30,pealup,30,-5
outfaro,29,pealup,30,pealup,30,pealup,30,0
outfaro,30,pealup,30,pealup,30,pealup,30,5
outfaro,31,pealup,30,pealup,30,pealup,30,0
outfaro,32,pealup,30,pealup,30,pealup,30,0
outfaro,33,pealup,30,pealup,30,pealup,30,0
outfaro,34,pealup,30,pealup,30,pealup,30,-5
outfaro,35,pealup,30,pealup,30,pealup,30,0
outfaro,36,pealup,30,pealup,30,pealup,30,5
outfaro,37,pealup,30,pealup,30,pealup,30,5
outfaro,38,pealup,30,pealup,30,pealup,30,-5
outfaro,39,pealup,30,pealup,30,pealup,30,15
outfaro,40,pealup,30,pealup,30,pealup,30,0
outfaro,41,pealup,30,pealup,30,pealup,30,0
outfaro,42,pealup,30,pealup,30,pealup,30,15
outfaroup,10,pealup,30,pealup,30,pealup,30,-5
outfaroup,11,pealup,30,pealup,30,pealup,30,0
outfaroup,12,pealup,30,pealup,30,pealup,30,5
outfaroup,13,pealup,30,pealup,30,pealup,30,0
outfaroup,14,pealup,30,pealup,30,pealup,30,5
outfaroup,15,pealup,30,pealup,30,pealup,30,0
outfaroup,16,pealup,30,pealup,30,pealup,30,0
outfaroup,17,pealup,30,pealup,30,pealup,30,0
outfaroup,18,pealup,30,pealup,30,pealup,30,0
outfaroup,19,pealup,30,pealup,30,pealup,30,25
outfaroup,20,pealup,30,pealup,30,pealup,30,30
outfaroup,21,pealup,30,pealup,30,pealup,30,5
outfaroup,22,pealup,30,pealup,30,pealup,30,0
outfaroup,23,pealup,30,pealup,30,pealup,30,10
outfaroup,24,pealup,30,pealup,30,pealup,30,20
outfaroup,25,pealup,30,pealup,30,pealup,30,0
outfaroup,26,pealup,30,pealup,30,pealup,30,10
outfaroup,27,pealup,30,pealup,30,pealup,30,5
outfaroup,28,pealup,30,pealup,30,pealup,30,0
outfaroup,29,pealup,30,pealup,30,pealup,30,5
outfaroup,30,pealup,30,pealup,30,pealup,30,5
outfaroup,31,pealup,30,pealup,30,pealup,30,5
outfaroup,32,pealup,30,pealup,30,pealup,30,0
outfaroup,33,pealup,30,pealup,30,pealup,30,5
outfaroup,34,pealup,30,pealup,30,pealup,30,5
outfaroup,35,pealup,30,pealup,30,pealup,30,10
outfaroup,36,pealup,30,pealup,30,pealup,30,5
outfaroup,37,pealup,30,pealup,30,pealup,30,5
outfaroup,38,pealup,30,pealup,30,pealup,30,15
outfaroup,39,pealup,30,pealup,30,pealup,30,0
outfaroup,40,pealup,30,pealup,30,pealup,30,0
outfaroup,41,pealup,30,pealup,30,pealup,30,5
outfaroup,42,pealup,30,pealup,30,pealup,30,-5
