maintained,technique,is,INFARO,and,the,number,is,30
infaro,30,infaro,30,infaro,30,cut,1,80
infaro,30,infaro,30,infaro,30,cut,2,80
infaro,30,infaro,30,infaro,30,cut,3,80
infaro,30,infaro,30,infaro,30,cut,4,80
infaro,30,infaro,30,infaro,30,cut,5,80
infaro,30,infaro,30,infaro,30,cut,6,80
infaro,30,infaro,30,infaro,30,cut,7,80
infaro,30,infaro,30,infaro,30,cut,8,80
infaro,30,infaro,30,infaro,30,cut,9,80
infaro,30,infaro,30,infaro,30,cut,10,80
infaro,30,infaro,30,infaro,30,cut,11,80
infaro,30,infaro,30,infaro,30,cut,12,80
infaro,30,infaro,30,infaro,30,cut,13,80
infaro,30,infaro,30,infaro,30,cut,14,80
infaro,30,infaro,30,infaro,30,cut,15,80
infaro,30,infaro,30,infaro,30,cut,16,80
infaro,30,infaro,30,infaro,30,cut,17,80
infaro,30,infaro,30,infaro,30,cut,18,80
infaro,30,infaro,30,infaro,30,cut,19,80
infaro,30,infaro,30,infaro,30,cut,20,80
infaro,30,infaro,30,infaro,30,cut,21,80
infaro,30,infaro,30,infaro,30,cut,22,70
infaro,30,infaro,30,infaro,30,cut,23,70
infaro,30,infaro,30,infaro,30,cut,24,70
infaro,30,infaro,30,infaro,30,cut,25,70
infaro,30,infaro,30,infaro,30,cut,26,70
infaro,30,infaro,30,infaro,30,cut,27,70
infaro,30,infaro,30,infaro,30,cut,28,70
infaro,30,infaro,30,infaro,30,cut,29,70
infaro,30,infaro,30,infaro,30,cut,30,80
infaro,30,infaro,30,infaro,30,cut,31,80
infaro,30,infaro,30,infaro,30,cut,32,80
infaro,30,infaro,30,infaro,30,cut,33,80
infaro,30,infaro,30,infaro,30,cut,34,80
infaro,30,infaro,30,infaro,30,cut,35,80
infaro,30,infaro,30,infaro,30,cut,36,80
infaro,30,infaro,30,infaro,30,cut,37,80
infaro,30,infaro,30,infaro,30,cut,38,80
infaro,30,infaro,30,infaro,30,cut,39,80
infaro,30,infaro,30,infaro,30,cut,40,80
infaro,30,infaro,30,infaro,30,cut,41,80
infaro,30,infaro,30,infaro,30,cut,42,80
infaro,30,infaro,30,infaro,30,cut,43,80
infaro,30,infaro,30,infaro,30,cut,44,80
infaro,30,infaro,30,infaro,30,cut,45,80
infaro,30,infaro,30,infaro,30,cut,46,80
infaro,30,infaro,30,infaro,30,cut,47,80
infaro,30,infaro,30,infaro,30,cut,48,80
infaro,30,infaro,30,infaro,30,cut,49,80
infaro,30,infaro,30,infaro,30,cut,50,80
infaro,30,infaro,30,infaro,30,cut,51,80
infaro,30,infaro,30,infaro,30,slipcut,2,80
infaro,30,infaro,30,infaro,30,slipcut,3,80
infaro,30,infaro,30,infaro,30,slipcut,4,80
infaro,30,infaro,30,infaro,30,slipcut,5,80
infaro,30,infaro,30,infaro,30,slipcut,6,80
infaro,30,infaro,30,infaro,30,slipcut,7,80
infaro,30,infaro,30,infaro,30,slipcut,8,80
infaro,30,infaro,30,infaro,30,slipcut,9,80
infaro,30,infaro,30,infaro,30,slipcut,10,80
infaro,30,infaro,30,infaro,30,slipcut,11,80
infaro,30,infaro,30,infaro,30,slipcut,12,80
infaro,30,infaro,30,infaro,30,slipcut,13,80
infaro,30,infaro,30,infaro,30,slipcut,14,80
infaro,30,infaro,30,infaro,30,slipcut,15,80
infaro,30,infaro,30,infaro,30,slipcut,16,80
infaro,30,infaro,30,infaro,30,slipcut,17,80
infaro,30,infaro,30,infaro,30,slipcut,18,80
infaro,30,infaro,30,infaro,30,slipcut,19,80
infaro,30,infaro,30,infaro,30,slipcut,20,80
infaro,30,infaro,30,infaro,30,slipcut,21,80
infaro,30,infaro,30,infaro,30,slipcut,22,70
infaro,30,infaro,30,infaro,30,slipcut,23,70
infaro,30,infaro,30,infaro,30,slipcut,24,70
infaro,30,infaro,30,infaro,30,slipcut,25,70
infaro,30,infaro,30,infaro,30,slipcut,26,70
infaro,30,infaro,30,infaro,30,slipcut,27,70
infaro,30,infaro,30,infaro,30,slipcut,28,70
infaro,30,infaro,30,infaro,30,slipcut,29,70
infaro,30,infaro,30,infaro,30,slipcut,30,80
infaro,30,infaro,30,infaro,30,slipcut,31,100
infaro,30,infaro,30,infaro,30,slipcut,32,80
infaro,30,infaro,30,infaro,30,slipcut,33,80
infaro,30,infaro,30,infaro,30,slipcut,34,80
infaro,30,infaro,30,infaro,30,slipcut,35,80
infaro,30,infaro,30,infaro,30,slipcut,36,80
infaro,30,infaro,30,infaro,30,slipcut,37,80
infaro,30,infaro,30,infaro,30,slipcut,38,80
infaro,30,infaro,30,infaro,30,slipcut,39,80
infaro,30,infaro,30,infaro,30,slipcut,40,80
infaro,30,infaro,30,infaro,30,slipcut,41,80
infaro,30,infaro,30,infaro,30,slipcut,42,80
infaro,30,infaro,30,infaro,30,slipcut,43,80
infaro,30,infaro,30,infaro,30,slipcut,44,80
infaro,30,infaro,30,infaro,30,slipcut,45,80
infaro,30,infaro,30,infaro,30,slipcut,46,80
infaro,30,infaro,30,infaro,30,slipcut,47,80
infaro,30,infaro,30,infaro,30,slipcut,48,80
infaro,30,infaro,30,infaro,30,slipcut,49,80
infaro,30,infaro,30,infaro,30,slipcut,50,80
infaro,30,infaro,30,infaro,30,slipcut,51,80
infaro,30,infaro,30,infaro,30,slipcut,2,80
infaro,30,infaro,30,infaro,30,slipcut,3,80
infaro,30,infaro,30,infaro,30,slipcut,4,80
infaro,30,infaro,30,infaro,30,slipcut,5,80
infaro,30,infaro,30,infaro,30,slipcut,6,80
infaro,30,infaro,30,infaro,30,slipcut,7,80
infaro,30,infaro,30,infaro,30,slipcut,8,80
infaro,30,infaro,30,infaro,30,slipcut,9,80
infaro,30,infaro,30,infaro,30,slipcut,10,80
infaro,30,infaro,30,infaro,30,slipcut,11,80
infaro,30,infaro,30,infaro,30,slipcut,12,80
infaro,30,infaro,30,infaro,30,slipcut,13,80
infaro,30,infaro,30,infaro,30,slipcut,14,80
infaro,30,infaro,30,infaro,30,slipcut,15,80
infaro,30,infaro,30,infaro,30,slipcut,16,80
infaro,30,infaro,30,infaro,30,slipcut,17,80
infaro,30,infaro,30,infaro,30,slipcut,18,80
infaro,30,infaro,30,infaro,30,slipcut,19,80
infaro,30,infaro,30,infaro,30,slipcut,20,80
infaro,30,infaro,30,infaro,30,slipcut,21,80
infaro,30,infaro,30,infaro,30,slipcut,22,80
infaro,30,infaro,30,infaro,30,slipcut,23,70
infaro,30,infaro,30,infaro,30,slipcut,24,70
infaro,30,infaro,30,infaro,30,slipcut,25,70
infaro,30,infaro,30,infaro,30,slipcut,26,70
infaro,30,infaro,30,infaro,30,slipcut,27,70
infaro,30,infaro,30,infaro,30,slipcut,28,70
infaro,30,infaro,30,infaro,30,slipcut,29,70
infaro,30,infaro,30,infaro,30,slipcut,30,70
infaro,30,infaro,30,infaro,30,slipcut,31,100
