maintained,technique,is,OUTFARO,and,the,number,is,20
outfaro,20,outfaro,20,outfaro,20,cut,1,120
outfaro,20,outfaro,20,outfaro,20,cut,2,120
outfaro,20,outfaro,20,outfaro,20,cut,3,120
outfaro,20,outfaro,20,outfaro,20,cut,4,120
outfaro,20,outfaro,20,outfaro,20,cut,5,120
outfaro,20,outfaro,20,outfaro,20,cut,6,120
outfaro,20,outfaro,20,outfaro,20,cut,7,120
outfaro,20,outfaro,20,outfaro,20,cut,8,120
outfaro,20,outfaro,20,outfaro,20,cut,9,120
outfaro,20,outfaro,20,outfaro,20,cut,10,120
outfaro,20,outfaro,20,outfaro,20,cut,11,120
outfaro,20,outfaro,20,outfaro,20,cut,12,120
outfaro,20,outfaro,20,outfaro,20,cut,13,120
outfaro,20,outfaro,20,outfaro,20,cut,14,120
outfaro,20,outfaro,20,outfaro,20,cut,15,120
outfaro,20,outfaro,20,outfaro,20,cut,16,120
outfaro,20,outfaro,20,outfaro,20,cut,17,120
outfaro,20,outfaro,20,outfaro,20,cut,18,120
outfaro,20,outfaro,20,outfaro,20,cut,19,120
outfaro,20,outfaro,20,outfaro,20,cut,20,120
outfaro,20,outfaro,20,outfaro,20,cut,21,120
outfaro,20,outfaro,20,outfaro,20,cut,22,120
outfaro,20,outfaro,20,outfaro,20,cut,23,120
outfaro,20,outfaro,20,outfaro,20,cut,24,120
outfaro,20,outfaro,20,outfaro,20,cut,25,120
outfaro,20,outfaro,20,outfaro,20,cut,26,120
outfaro,20,outfaro,20,outfaro,20,cut,27,120
outfaro,20,outfaro,20,outfaro,20,cut,28,120
outfaro,20,outfaro,20,outfaro,20,cut,29,120
outfaro,20,outfaro,20,outfaro,20,cut,30,120
outfaro,20,outfaro,20,outfaro,20,cut,31,120
outfaro,20,outfaro,20,outfaro,20,cut,32,120
outfaro,20,outfaro,20,outfaro,20,cut,33,120
outfaro,20,outfaro,20,outfaro,20,cut,34,120
outfaro,20,outfaro,20,outfaro,20,cut,35,120
outfaro,20,outfaro,20,outfaro,20,cut,36,120
outfaro,20,outfaro,20,outfaro,20,cut,37,120
