maintained,technique,is,INFAROUP,and,the,number,is,20
infaroup,20,infaroup,20,cut,1,infaroup,20,50
infaroup,20,infaroup,20,cut,2,infaroup,20,45
infaroup,20,infaroup,20,cut,3,infaroup,20,40
infaroup,20,infaroup,20,cut,4,infaroup,20,35
infaroup,20,infaroup,20,cut,5,infaroup,20,30
infaroup,20,infaroup,20,cut,6,infaroup,20,25
infaroup,20,infaroup,20,cut,7,infaroup,20,20
infaroup,20,infaroup,20,cut,8,infaroup,20,15
infaroup,20,infaroup,20,cut,9,infaroup,20,10
infaroup,20,infaroup,20,cut,10,infaroup,20,5
infaroup,20,infaroup,20,cut,11,infaroup,20,0
infaroup,20,infaroup,20,cut,12,infaroup,20,0
infaroup,20,infaroup,20,cut,13,infaroup,20,0
infaroup,20,infaroup,20,cut,14,infaroup,20,0
infaroup,20,infaroup,20,cut,15,infaroup,20,0
infaroup,20,infaroup,20,cut,16,infaroup,20,0
infaroup,20,infaroup,20,cut,17,infaroup,20,0
infaroup,20,infaroup,20,cut,18,infaroup,20,0
infaroup,20,infaroup,20,cut,19,infaroup,20,0
infaroup,20,infaroup,20,cut,20,infaroup,20,0
infaroup,20,infaroup,20,cut,21,infaroup,20,-5
infaroup,20,infaroup,20,cut,22,infaroup,20,-5
infaroup,20,infaroup,20,cut,23,infaroup,20,-5
infaroup,20,infaroup,20,cut,24,infaroup,20,-5
infaroup,20,infaroup,20,cut,25,infaroup,20,-5
infaroup,20,infaroup,20,cut,26,infaroup,20,-5
infaroup,20,infaroup,20,cut,27,infaroup,20,-5
infaroup,20,infaroup,20,cut,28,infaroup,20,-5
infaroup,20,infaroup,20,cut,29,infaroup,20,-5
infaroup,20,infaroup,20,cut,30,infaroup,20,-5
infaroup,20,infaroup,20,cut,31,infaroup,20,-5
infaroup,20,infaroup,20,cut,32,infaroup,20,0
infaroup,20,infaroup,20,cut,33,infaroup,20,0
infaroup,20,infaroup,20,cut,34,infaroup,20,0
infaroup,20,infaroup,20,cut,35,infaroup,20,0
infaroup,20,infaroup,20,cut,36,infaroup,20,0
infaroup,20,infaroup,20,cut,37,infaroup,20,0
infaroup,20,infaroup,20,cut,38,infaroup,20,0
infaroup,20,infaroup,20,cut,39,infaroup,20,0
infaroup,20,infaroup,20,cut,40,infaroup,20,0
infaroup,20,infaroup,20,cut,41,infaroup,20,0
infaroup,20,infaroup,20,cut,42,infaroup,20,5
infaroup,20,infaroup,20,cut,43,infaroup,20,10
infaroup,20,infaroup,20,cut,44,infaroup,20,15
infaroup,20,infaroup,20,cut,45,infaroup,20,20
infaroup,20,infaroup,20,cut,46,infaroup,20,25
infaroup,20,infaroup,20,cut,47,infaroup,20,30
infaroup,20,infaroup,20,cut,48,infaroup,20,35
infaroup,20,infaroup,20,cut,49,infaroup,20,40
infaroup,20,infaroup,20,cut,50,infaroup,20,45
infaroup,20,infaroup,20,cut,51,infaroup,20,50
infaroup,20,infaroup,20,slipcut,2,infaroup,20,90
infaroup,20,infaroup,20,slipcut,3,infaroup,20,85
infaroup,20,infaroup,20,slipcut,4,infaroup,20,80
infaroup,20,infaroup,20,slipcut,5,infaroup,20,75
infaroup,20,infaroup,20,slipcut,6,infaroup,20,70
infaroup,20,infaroup,20,slipcut,7,infaroup,20,65
infaroup,20,infaroup,20,slipcut,8,infaroup,20,60
infaroup,20,infaroup,20,slipcut,9,infaroup,20,55
infaroup,20,infaroup,20,slipcut,10,infaroup,20,50
infaroup,20,infaroup,20,slipcut,11,infaroup,20,45
