maintained,technique,is,OUTFARO,and,the,number,is,20
outfaro,20,outfaro,20,cut,1,outfaro,20,0
outfaro,20,outfaro,20,cut,2,outfaro,20,0
outfaro,20,outfaro,20,cut,3,outfaro,20,0
outfaro,20,outfaro,20,cut,4,outfaro,20,0
outfaro,20,outfaro,20,cut,5,outfaro,20,0
outfaro,20,outfaro,20,cut,6,outfaro,20,0
outfaro,20,outfaro,20,cut,7,outfaro,20,0
outfaro,20,outfaro,20,cut,8,outfaro,20,0
outfaro,20,outfaro,20,cut,9,outfaro,20,0
outfaro,20,outfaro,20,cut,10,outfaro,20,0
outfaro,20,outfaro,20,cut,11,outfaro,20,0
outfaro,20,outfaro,20,cut,12,outfaro,20,0
outfaro,20,outfaro,20,cut,13,outfaro,20,0
outfaro,20,outfaro,20,cut,14,outfaro,20,0
outfaro,20,outfaro,20,cut,15,outfaro,20,0
outfaro,20,outfaro,20,cut,16,outfaro,20,0
outfaro,20,outfaro,20,cut,17,outfaro,20,0
outfaro,20,outfaro,20,cut,18,outfaro,20,0
outfaro,20,outfaro,20,cut,19,outfaro,20,0
outfaro,20,outfaro,20,cut,20,outfaro,20,-10
outfaro,20,outfaro,20,cut,21,outfaro,20,-10
outfaro,20,outfaro,20,cut,22,outfaro,20,-10
outfaro,20,outfaro,20,cut,23,outfaro,20,-10
outfaro,20,outfaro,20,cut,24,outfaro,20,-10
outfaro,20,outfaro,20,cut,25,outfaro,20,-10
outfaro,20,outfaro,20,cut,26,outfaro,20,-10
outfaro,20,outfaro,20,cut,27,outfaro,20,-10
outfaro,20,outfaro,20,cut,28,outfaro,20,-10
outfaro,20,outfaro,20,cut,29,outfaro,20,-10
outfaro,20,outfaro,20,cut,30,outfaro,20,-10
outfaro,20,outfaro,20,cut,31,outfaro,20,-10
outfaro,20,outfaro,20,cut,32,outfaro,20,-10
outfaro,20,outfaro,20,cut,33,outfaro,20,0
outfaro,20,outfaro,20,cut,34,outfaro,20,0
outfaro,20,outfaro,20,cut,35,outfaro,20,0
outfaro,20,outfaro,20,cut,36,outfaro,20,0
outfaro,20,outfaro,20,cut,37,outfaro,20,0
outfaro,20,outfaro,20,cut,38,outfaro,20,0
outfaro,20,outfaro,20,cut,39,outfaro,20,0
outfaro,20,outfaro,20,cut,40,outfaro,20,0
outfaro,20,outfaro,20,cut,41,outfaro,20,0
outfaro,20,outfaro,20,cut,42,outfaro,20,0
outfaro,20,outfaro,20,cut,43,outfaro,20,0
outfaro,20,outfaro,20,cut,44,outfaro,20,0
outfaro,20,outfaro,20,cut,45,outfaro,20,0
outfaro,20,outfaro,20,cut,46,outfaro,20,0
outfaro,20,outfaro,20,cut,47,outfaro,20,0
outfaro,20,outfaro,20,cut,48,outfaro,20,0
outfaro,20,outfaro,20,cut,49,outfaro,20,0
outfaro,20,outfaro,20,cut,50,outfaro,20,0
outfaro,20,outfaro,20,cut,51,outfaro,20,0
outfaro,20,outfaro,20,slipcut,2,outfaro,20,120
outfaro,20,outfaro,20,slipcut,3,outfaro,20,120
outfaro,20,outfaro,20,slipcut,4,outfaro,20,120
outfaro,20,outfaro,20,slipcut,5,outfaro,20,120
outfaro,20,outfaro,20,slipcut,6,outfaro,20,120
outfaro,20,outfaro,20,slipcut,7,outfaro,20,120
outfaro,20,outfaro,20,slipcut,8,outfaro,20,120
outfaro,20,outfaro,20,slipcut,9,outfaro,20,120
outfaro,20,outfaro,20,slipcut,10,outfaro,20,120
outfaro,20,outfaro,20,slipcut,11,outfaro,20,120
outfaro,20,outfaro,20,slipcut,12,outfaro,20,120
outfaro,20,outfaro,20,slipcut,13,outfaro,20,120
outfaro,20,outfaro,20,slipcut,14,outfaro,20,120
outfaro,20,outfaro,20,slipcut,15,outfaro,20,120
outfaro,20,outfaro,20,slipcut,16,outfaro,20,120
outfaro,20,outfaro,20,slipcut,17,outfaro,20,120
outfaro,20,outfaro,20,slipcut,18,outfaro,20,120
outfaro,20,outfaro,20,slipcut,19,outfaro,20,120
outfaro,20,outfaro,20,slipcut,20,outfaro,20,120
outfaro,20,outfaro,20,slipcut,21,outfaro,20,120
outfaro,20,outfaro,20,slipcut,22,outfaro,20,120
outfaro,20,outfaro,20,slipcut,23,outfaro,20,120
outfaro,20,outfaro,20,slipcut,24,outfaro,20,120
outfaro,20,outfaro,20,slipcut,25,outfaro,20,120
outfaro,20,outfaro,20,slipcut,26,outfaro,20,120
outfaro,20,outfaro,20,slipcut,27,outfaro,20,120
outfaro,20,outfaro,20,slipcut,28,outfaro,20,120
outfaro,20,outfaro,20,slipcut,29,outfaro,20,120
outfaro,20,outfaro,20,slipcut,30,outfaro,20,120
outfaro,20,outfaro,20,slipcut,31,outfaro,20,120
outfaro,20,outfaro,20,slipcut,32,outfaro,20,120
outfaro,20,outfaro,20,slipcut,33,outfaro,20,120
outfaro,20,outfaro,20,slipcut,34,outfaro,20,120
outfaro,20,outfaro,20,slipcut,35,outfaro,20,120
outfaro,20,outfaro,20,slipcut,36,outfaro,20,120
outfaro,20,outfaro,20,slipcut,37,outfaro,20,120
outfaro,20,outfaro,20,slipcut,38,outfaro,20,120
outfaro,20,outfaro,20,slipcut,39,outfaro,20,130
outfaro,20,outfaro,20,slipcut,40,outfaro,20,120
outfaro,20,outfaro,20,slipcut,41,outfaro,20,110
outfaro,20,outfaro,20,slipcut,42,outfaro,20,100
outfaro,20,outfaro,20,slipcut,43,outfaro,20,90
outfaro,20,outfaro,20,slipcut,44,outfaro,20,80
outfaro,20,outfaro,20,slipcut,45,outfaro,20,70
outfaro,20,outfaro,20,slipcut,46,outfaro,20,60
outfaro,20,outfaro,20,slipcut,47,outfaro,20,50
outfaro,20,outfaro,20,slipcut,48,outfaro,20,40
outfaro,20,outfaro,20,slipcut,49,outfaro,20,30
outfaro,20,outfaro,20,slipcut,50,outfaro,20,20
outfaro,20,outfaro,20,slipcut,51,outfaro,20,10
outfaro,20,outfaro,20,slipcut,2,outfaro,20,110
outfaro,20,outfaro,20,slipcut,3,outfaro,20,100
outfaro,20,outfaro,20,slipcut,4,outfaro,20,90
outfaro,20,outfaro,20,slipcut,5,outfaro,20,80
outfaro,20,outfaro,20,slipcut,6,outfaro,20,70
outfaro,20,outfaro,20,slipcut,7,outfaro,20,60
outfaro,20,outfaro,20,slipcut,8,outfaro,20,50
outfaro,20,outfaro,20,slipcut,9,outfaro,20,40
outfaro,20,outfaro,20,slipcut,10,outfaro,20,30
outfaro,20,outfaro,20,slipcut,11,outfaro,20,20
outfaro,20,outfaro,20,slipcut,12,outfaro,20,10
outfaro,20,outfaro,20,slipcut,13,outfaro,20,0
outfaro,20,outfaro,20,slipcut,14,outfaro,20,0
outfaro,20,outfaro,20,slipcut,15,outfaro,20,0
outfaro,20,outfaro,20,slipcut,16,outfaro,20,0
outfaro,20,outfaro,20,slipcut,17,outfaro,20,0
outfaro,20,outfaro,20,slipcut,18,outfaro,20,0
outfaro,20,outfaro,20,slipcut,19,outfaro,20,0
outfaro,20,outfaro,20,slipcut,20,outfaro,20,0
outfaro,20,outfaro,20,slipcut,21,outfaro,20,0
outfaro,20,outfaro,20,slipcut,22,outfaro,20,0
outfaro,20,outfaro,20,slipcut,23,outfaro,20,0
outfaro,20,outfaro,20,slipcut,24,outfaro,20,0
outfaro,20,outfaro,20,slipcut,25,outfaro,20,0
outfaro,20,outfaro,20,slipcut,26,outfaro,20,0
outfaro,20,outfaro,20,slipcut,27,outfaro,20,0
outfaro,20,outfaro,20,slipcut,28,outfaro,20,0
outfaro,20,outfaro,20,slipcut,29,outfaro,20,0
outfaro,20,outfaro,20,slipcut,30,outfaro,20,0
outfaro,20,outfaro,20,slipcut,31,outfaro,20,0
outfaro,20,outfaro,20,slipcut,32,outfaro,20,0
outfaro,20,outfaro,20,slipcut,33,outfaro,20,0
outfaro,20,outfaro,20,slipcut,34,outfaro,20,0
outfaro,20,outfaro,20,slipcut,35,outfaro,20,0
outfaro,20,outfaro,20,slipcut,36,outfaro,20,0
outfaro,20,outfaro,20,slipcut,37,outfaro,20,0
outfaro,20,outfaro,20,slipcut,38,outfaro,20,0
outfaro,20,outfaro,20,slipcut,39,outfaro,20,0
outfaro,20,outfaro,20,slipcut,40,outfaro,20,0
outfaro,20,outfaro,20,slipcut,41,outfaro,20,0
outfaro,20,outfaro,20,slipcut,42,outfaro,20,0
outfaro,20,outfaro,20,slipcut,43,outfaro,20,0
outfaro,20,outfaro,20,slipcut,44,outfaro,20,0
outfaro,20,outfaro,20,slipcut,45,outfaro,20,0
outfaro,20,outfaro,20,slipcut,46,outfaro,20,0
outfaro,20,outfaro,20,slipcut,47,outfaro,20,0
outfaro,20,outfaro,20,slipcut,48,outfaro,20,0
outfaro,20,outfaro,20,slipcut,49,outfaro,20,0
outfaro,20,outfaro,20,slipcut,50,outfaro,20,0
outfaro,20,outfaro,20,slipcut,51,outfaro,20,10
outfaro,20,outfaro,20,peal,2,outfaro,20,120
outfaro,20,outfaro,20,peal,3,outfaro,20,120
outfaro,20,outfaro,20,peal,4,outfaro,20,130
outfaro,20,outfaro,20,peal,5,outfaro,20,120
outfaro,20,outfaro,20,peal,6,outfaro,20,120
outfaro,20,outfaro,20,peal,7,outfaro,20,130
outfaro,20,outfaro,20,peal,8,outfaro,20,120
outfaro,20,outfaro,20,peal,9,outfaro,20,120
outfaro,20,outfaro,20,peal,10,outfaro,20,130
outfaro,20,outfaro,20,peal,11,outfaro,20,120
outfaro,20,outfaro,20,peal,12,outfaro,20,120
outfaro,20,outfaro,20,peal,13,outfaro,20,130
outfaro,20,outfaro,20,peal,14,outfaro,20,120
outfaro,20,outfaro,20,peal,15,outfaro,20,120
outfaro,20,outfaro,20,peal,16,outfaro,20,130
outfaro,20,outfaro,20,peal,17,outfaro,20,120
outfaro,20,outfaro,20,peal,18,outfaro,20,120
outfaro,20,outfaro,20,peal,19,outfaro,20,130
outfaro,20,outfaro,20,peal,20,outfaro,20,120
outfaro,20,outfaro,20,peal,21,outfaro,20,120
outfaro,20,outfaro,20,peal,22,outfaro,20,140
outfaro,20,outfaro,20,peal,23,outfaro,20,120
outfaro,20,outfaro,20,peal,24,outfaro,20,120
outfaro,20,outfaro,20,peal,25,outfaro,20,140
outfaro,20,outfaro,20,peal,26,outfaro,20,120
outfaro,20,outfaro,20,peal,27,outfaro,20,120
outfaro,20,outfaro,20,peal,28,outfaro,20,140
outfaro,20,outfaro,20,peal,29,outfaro,20,120
outfaro,20,outfaro,20,peal,30,outfaro,20,120
outfaro,20,outfaro,20,peal,31,outfaro,20,140
outfaro,20,outfaro,20,peal,32,outfaro,20,120
outfaro,20,outfaro,20,peal,33,outfaro,20,120
outfaro,20,outfaro,20,peal,34,outfaro,20,140
outfaro,20,outfaro,20,peal,35,outfaro,20,120
outfaro,20,outfaro,20,peal,36,outfaro,20,120
outfaro,20,outfaro,20,peal,37,outfaro,20,140
outfaro,20,outfaro,20,peal,38,outfaro,20,120
outfaro,20,outfaro,20,peal,39,outfaro,20,120
outfaro,20,outfaro,20,peal,40,outfaro,20,130
outfaro,20,outfaro,20,peal,41,outfaro,20,100
