maintained,technique,is,SLIPCUT,and,the,number,is,30
slipcut,30,slipcut,30,slipcut,30,slipcut,22,420
slipcut,30,slipcut,30,slipcut,30,slipcut,23,430
slipcut,30,slipcut,30,slipcut,30,slipcut,24,440
slipcut,30,slipcut,30,slipcut,30,slipcut,25,450
slipcut,30,slipcut,30,slipcut,30,slipcut,26,460
slipcut,30,slipcut,30,slipcut,30,slipcut,27,470
slipcut,30,slipcut,30,slipcut,30,slipcut,28,480
slipcut,30,slipcut,30,slipcut,30,slipcut,29,490
slipcut,30,slipcut,30,slipcut,30,slipcut,30,510
slipcut,30,slipcut,30,slipcut,30,slipcut,31,490
slipcut,30,slipcut,30,slipcut,30,slipcut,32,480
slipcut,30,slipcut,30,slipcut,30,slipcut,33,470
slipcut,30,slipcut,30,slipcut,30,slipcut,34,460
slipcut,30,slipcut,30,slipcut,30,slipcut,35,450
slipcut,30,slipcut,30,slipcut,30,slipcut,36,440
slipcut,30,slipcut,30,slipcut,30,slipcut,37,430
slipcut,30,slipcut,30,slipcut,30,slipcut,38,420
slipcut,30,slipcut,30,slipcut,30,slipcut,39,410
slipcut,30,slipcut,30,slipcut,30,slipcut,40,400
slipcut,30,slipcut,30,slipcut,30,slipcut,41,390
slipcut,30,slipcut,30,slipcut,30,slipcut,42,380
slipcut,30,slipcut,30,slipcut,30,slipcut,43,370
slipcut,30,slipcut,30,slipcut,30,slipcut,44,360
slipcut,30,slipcut,30,slipcut,30,slipcut,45,350
slipcut,30,slipcut,30,slipcut,30,slipcut,46,340
slipcut,30,slipcut,30,slipcut,30,slipcut,47,330
slipcut,30,slipcut,30,slipcut,30,slipcut,48,320
slipcut,30,slipcut,30,slipcut,30,slipcut,49,310
slipcut,30,slipcut,30,slipcut,30,slipcut,50,300
slipcut,30,slipcut,30,slipcut,30,slipcut,51,290
slipcut,30,slipcut,30,slipcut,30,slipcut,2,190
slipcut,30,slipcut,30,slipcut,30,slipcut,3,180
slipcut,30,slipcut,30,slipcut,30,slipcut,4,170
slipcut,30,slipcut,30,slipcut,30,slipcut,5,160
slipcut,30,slipcut,30,slipcut,30,slipcut,6,150
slipcut,30,slipcut,30,slipcut,30,slipcut,7,140
slipcut,30,slipcut,30,slipcut,30,slipcut,8,130
slipcut,30,slipcut,30,slipcut,30,slipcut,9,120
slipcut,30,slipcut,30,slipcut,30,slipcut,10,110
slipcut,30,slipcut,30,slipcut,30,slipcut,11,100
slipcut,30,slipcut,30,slipcut,30,slipcut,12,90
slipcut,30,slipcut,30,slipcut,30,slipcut,13,80
slipcut,30,slipcut,30,slipcut,30,slipcut,14,70
slipcut,30,slipcut,30,slipcut,30,slipcut,15,60
slipcut,30,slipcut,30,slipcut,30,slipcut,16,50
slipcut,30,slipcut,30,slipcut,30,slipcut,17,40
slipcut,30,slipcut,30,slipcut,30,slipcut,18,30
slipcut,30,slipcut,30,slipcut,30,slipcut,19,20
slipcut,30,slipcut,30,slipcut,30,slipcut,20,10
slipcut,30,slipcut,30,slipcut,30,slipcut,21,0
slipcut,30,slipcut,30,slipcut,30,slipcut,22,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,23,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,24,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,25,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,26,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,27,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,28,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,29,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,30,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,31,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,32,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,33,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,34,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,35,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,36,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,37,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,38,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,39,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,40,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,41,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,42,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,43,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,44,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,45,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,46,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,47,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,48,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,49,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,50,-10
slipcut,30,slipcut,30,slipcut,30,slipcut,51,-10
slipcut,30,slipcut,30,slipcut,30,peal,2,220
slipcut,30,slipcut,30,slipcut,30,peal,3,210
slipcut,30,slipcut,30,slipcut,30,peal,4,220
slipcut,30,slipcut,30,slipcut,30,peal,5,210
slipcut,30,slipcut,30,slipcut,30,peal,6,220
slipcut,30,slipcut,30,slipcut,30,peal,7,210
slipcut,30,slipcut,30,slipcut,30,peal,8,220
slipcut,30,slipcut,30,slipcut,30,peal,9,210
slipcut,30,slipcut,30,slipcut,30,peal,10,220
slipcut,30,slipcut,30,slipcut,30,peal,11,210
slipcut,30,slipcut,30,slipcut,30,peal,12,220
slipcut,30,slipcut,30,slipcut,30,peal,13,210
slipcut,30,slipcut,30,slipcut,30,peal,14,220
slipcut,30,slipcut,30,slipcut,30,peal,15,210
slipcut,30,slipcut,30,slipcut,30,peal,16,220
slipcut,30,slipcut,30,slipcut,30,peal,17,210
slipcut,30,slipcut,30,slipcut,30,peal,18,220
slipcut,30,slipcut,30,slipcut,30,peal,19,210
slipcut,30,slipcut,30,slipcut,30,peal,20,220
slipcut,30,slipcut,30,slipcut,30,peal,21,210
slipcut,30,slipcut,30,slipcut,30,peal,22,220
slipcut,30,slipcut,30,slipcut,30,peal,23,210
slipcut,30,slipcut,30,slipcut,30,peal,24,220
slipcut,30,slipcut,30,slipcut,30,peal,25,210
slipcut,30,slipcut,30,slipcut,30,peal,26,220
slipcut,30,slipcut,30,slipcut,30,peal,27,210
slipcut,30,slipcut,30,slipcut,30,peal,28,220
slipcut,30,slipcut,30,slipcut,30,peal,29,210
slipcut,30,slipcut,30,slipcut,30,peal,30,230
slipcut,30,slipcut,30,slipcut,30,peal,31,200
slipcut,30,slipcut,30,slipcut,30,peal,32,200
slipcut,30,slipcut,30,slipcut,30,peal,33,180
slipcut,30,slipcut,30,slipcut,30,peal,34,180
slipcut,30,slipcut,30,slipcut,30,peal,35,160
slipcut,30,slipcut,30,slipcut,30,peal,36,160
slipcut,30,slipcut,30,slipcut,30,peal,37,140
slipcut,30,slipcut,30,slipcut,30,peal,38,140
slipcut,30,slipcut,30,slipcut,30,peal,39,120
slipcut,30,slipcut,30,slipcut,30,peal,40,120
slipcut,30,slipcut,30,slipcut,30,peal,41,100
slipcut,30,slipcut,30,slipcut,30,peal,42,100
slipcut,30,slipcut,30,slipcut,30,peal,43,80
slipcut,30,slipcut,30,slipcut,30,peal,44,80
slipcut,30,slipcut,30,slipcut,30,peal,45,60
slipcut,30,slipcut,30,slipcut,30,peal,46,60
slipcut,30,slipcut,30,slipcut,30,peal,47,40
slipcut,30,slipcut,30,slipcut,30,peal,48,40
slipcut,30,slipcut,30,slipcut,30,peal,49,20
slipcut,30,slipcut,30,slipcut,30,peal,50,20
slipcut,30,slipcut,30,slipcut,30,peal,51,0
slipcut,30,slipcut,30,slipcut,30,pealup,2,190
slipcut,30,slipcut,30,slipcut,30,pealup,3,190
slipcut,30,slipcut,30,slipcut,30,pealup,4,170
slipcut,30,slipcut,30,slipcut,30,pealup,5,170
slipcut,30,slipcut,30,slipcut,30,pealup,6,150
slipcut,30,slipcut,30,slipcut,30,pealup,7,150
slipcut,30,slipcut,30,slipcut,30,pealup,8,130
slipcut,30,slipcut,30,slipcut,30,pealup,9,130
slipcut,30,slipcut,30,slipcut,30,pealup,10,110
slipcut,30,slipcut,30,slipcut,30,pealup,11,110
slipcut,30,slipcut,30,slipcut,30,pealup,12,90
slipcut,30,slipcut,30,slipcut,30,pealup,13,90
slipcut,30,slipcut,30,slipcut,30,pealup,14,70
slipcut,30,slipcut,30,slipcut,30,pealup,15,70
slipcut,30,slipcut,30,slipcut,30,pealup,16,50
slipcut,30,slipcut,30,slipcut,30,pealup,17,50
slipcut,30,slipcut,30,slipcut,30,pealup,18,30
slipcut,30,slipcut,30,slipcut,30,pealup,19,30
slipcut,30,slipcut,30,slipcut,30,pealup,20,10
slipcut,30,slipcut,30,slipcut,30,pealup,21,10
slipcut,30,slipcut,30,slipcut,30,pealup,22,-10
slipcut,30,slipcut,30,slipcut,30,pealup,23,0
slipcut,30,slipcut,30,slipcut,30,pealup,24,-10
slipcut,30,slipcut,30,slipcut,30,pealup,25,0
slipcut,30,slipcut,30,slipcut,30,pealup,26,-10
slipcut,30,slipcut,30,slipcut,30,pealup,27,0
slipcut,30,slipcut,30,slipcut,30,pealup,28,-10
slipcut,30,slipcut,30,slipcut,30,pealup,29,0
slipcut,30,slipcut,30,slipcut,30,pealup,30,-10
slipcut,30,slipcut,30,slipcut,30,pealup,31,0
slipcut,30,slipcut,30,slipcut,30,pealup,32,-10
slipcut,30,slipcut,30,slipcut,30,pealup,33,0
slipcut,30,slipcut,30,slipcut,30,pealup,34,-10
slipcut,30,slipcut,30,slipcut,30,pealup,35,0
slipcut,30,slipcut,30,slipcut,30,pealup,36,-10
slipcut,30,slipcut,30,slipcut,30,pealup,37,0
slipcut,30,slipcut,30,slipcut,30,pealup,38,-10
slipcut,30,slipcut,30,slipcut,30,pealup,39,0
slipcut,30,slipcut,30,slipcut,30,pealup,40,-10
slipcut,30,slipcut,30,slipcut,30,pealup,41,0
slipcut,30,slipcut,30,slipcut,30,pealup,42,-10
slipcut,30,slipcut,30,slipcut,30,pealup,43,0
slipcut,30,slipcut,30,slipcut,30,pealup,44,-10
slipcut,30,slipcut,30,slipcut,30,pealup,45,-10
slipcut,30,slipcut,30,slipcut,30,pealup,46,0
slipcut,30,slipcut,30,slipcut,30,pealup,47,-10
slipcut,30,slipcut,30,slipcut,30,pealup,48,0
slipcut,30,slipcut,30,slipcut,30,pealup,49,-10
slipcut,30,slipcut,30,slipcut,30,pealup,50,0
slipcut,30,slipcut,30,slipcut,30,pealup,51,-10
slipcut,30,slipcut,30,slipcut,30,infaro,10,220
slipcut,30,slipcut,30,slipcut,30,infaro,11,220
slipcut,30,slipcut,30,slipcut,30,infaro,12,220
slipcut,30,slipcut,30,slipcut,30,infaro,13,220
slipcut,30,slipcut,30,slipcut,30,infaro,14,220
slipcut,30,slipcut,30,slipcut,30,infaro,15,220
slipcut,30,slipcut,30,slipcut,30,infaro,16,190
slipcut,30,slipcut,30,slipcut,30,infaro,17,170
slipcut,30,slipcut,30,slipcut,30,infaro,18,150
slipcut,30,slipcut,30,slipcut,30,infaro,19,130
slipcut,30,slipcut,30,slipcut,30,infaro,20,110
slipcut,30,slipcut,30,slipcut,30,infaro,21,90
slipcut,30,slipcut,30,slipcut,30,infaro,22,70
slipcut,30,slipcut,30,slipcut,30,infaro,23,50
slipcut,30,slipcut,30,slipcut,30,infaro,24,30
slipcut,30,slipcut,30,slipcut,30,infaro,25,10
slipcut,30,slipcut,30,slipcut,30,infaro,26,-10
slipcut,30,slipcut,30,slipcut,30,infaro,27,-10
slipcut,30,slipcut,30,slipcut,30,infaro,28,-10
slipcut,30,slipcut,30,slipcut,30,infaro,29,-10
slipcut,30,slipcut,30,slipcut,30,infaro,30,-10
slipcut,30,slipcut,30,slipcut,30,infaro,31,-10
slipcut,30,slipcut,30,slipcut,30,infaro,32,-10
slipcut,30,slipcut,30,slipcut,30,infaro,33,-10
slipcut,30,slipcut,30,slipcut,30,infaro,34,-10
slipcut,30,slipcut,30,slipcut,30,infaro,35,-10
slipcut,30,slipcut,30,slipcut,30,infaro,36,-10
slipcut,30,slipcut,30,slipcut,30,infaro,37,-10
slipcut,30,slipcut,30,slipcut,30,infaro,38,-10
slipcut,30,slipcut,30,slipcut,30,infaro,39,-10
slipcut,30,slipcut,30,slipcut,30,infaro,40,-10
slipcut,30,slipcut,30,slipcut,30,infaro,41,-10
slipcut,30,slipcut,30,slipcut,30,infaro,42,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,10,10
slipcut,30,slipcut,30,slipcut,30,infaroup,11,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,12,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,13,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,14,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,15,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,16,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,17,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,18,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,19,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,20,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,21,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,22,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,23,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,24,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,25,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,26,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,27,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,28,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,29,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,30,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,31,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,32,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,33,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,34,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,35,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,36,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,37,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,38,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,39,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,40,0
slipcut,30,slipcut,30,slipcut,30,infaroup,41,-10
slipcut,30,slipcut,30,slipcut,30,infaroup,42,-10
slipcut,30,slipcut,30,slipcut,30,outfaro,10,220
slipcut,30,slipcut,30,slipcut,30,outfaro,11,220
slipcut,30,slipcut,30,slipcut,30,outfaro,12,220
slipcut,30,slipcut,30,slipcut,30,outfaro,13,220
slipcut,30,slipcut,30,slipcut,30,outfaro,14,220
slipcut,30,slipcut,30,slipcut,30,outfaro,15,220
slipcut,30,slipcut,30,slipcut,30,outfaro,16,200
slipcut,30,slipcut,30,slipcut,30,outfaro,17,180
slipcut,30,slipcut,30,slipcut,30,outfaro,18,160
slipcut,30,slipcut,30,slipcut,30,outfaro,19,140
slipcut,30,slipcut,30,slipcut,30,outfaro,20,120
slipcut,30,slipcut,30,slipcut,30,outfaro,21,100
slipcut,30,slipcut,30,slipcut,30,outfaro,22,80
slipcut,30,slipcut,30,slipcut,30,outfaro,23,60
slipcut,30,slipcut,30,slipcut,30,outfaro,24,40
slipcut,30,slipcut,30,slipcut,30,outfaro,25,20
slipcut,30,slipcut,30,slipcut,30,outfaro,26,0
slipcut,30,slipcut,30,slipcut,30,outfaro,27,-10
slipcut,30,slipcut,30,slipcut,30,outfaro,28,-10
slipcut,30,slipcut,30,slipcut,30,outfaro,29,-10
slipcut,30,slipcut,30,slipcut,30,outfaro,30,-10
slipcut,30,slipcut,30,slipcut,30,outfaro,31,-10
slipcut,30,slipcut,30,slipcut,30,outfaro,32,-10
slipcut,30,slipcut,30,slipcut,30,outfaro,33,-10
slipcut,30,slipcut,30,slipcut,30,outfaro,34,-10
slipcut,30,slipcut,30,slipcut,30,outfaro,35,-10
slipcut,30,slipcut,30,slipcut,30,outfaro,36,-10
slipcut,30,slipcut,30,slipcut,30,outfaro,37,-10
slipcut,30,slipcut,30,slipcut,30,outfaro,38,-10
slipcut,30,slipcut,30,slipcut,30,outfaro,39,-10
slipcut,30,slipcut,30,slipcut,30,outfaro,40,-10
slipcut,30,slipcut,30,slipcut,30,outfaro,41,-10
slipcut,30,slipcut,30,slipcut,30,outfaro,42,-10
slipcut,30,slipcut,30,slipcut,30,outfaroup,10,30
slipcut,30,slipcut,30,slipcut,30,outfaroup,11,10
slipcut,30,slipcut,30,slipcut,30,outfaroup,12,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,13,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,14,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,15,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,16,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,17,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,18,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,19,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,20,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,21,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,22,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,23,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,24,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,25,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,26,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,27,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,28,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,29,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,30,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,31,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,32,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,33,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,34,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,35,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,36,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,37,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,38,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,39,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,40,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,41,0
slipcut,30,slipcut,30,slipcut,30,outfaroup,42,0
