maintained,technique,is,OUTFARO,and,the,number,is,20
outfaro,20,outfaro,20,outfaro,20,cut,1,0
outfaro,20,outfaro,20,outfaro,20,cut,2,0
outfaro,20,outfaro,20,outfaro,20,cut,3,0
outfaro,20,outfaro,20,outfaro,20,cut,4,0
outfaro,20,outfaro,20,outfaro,20,cut,5,0
outfaro,20,outfaro,20,outfaro,20,cut,6,0
outfaro,20,outfaro,20,outfaro,20,cut,7,0
outfaro,20,outfaro,20,outfaro,20,cut,8,0
outfaro,20,outfaro,20,outfaro,20,cut,9,0
outfaro,20,outfaro,20,outfaro,20,cut,10,0
outfaro,20,outfaro,20,outfaro,20,cut,11,0
outfaro,20,outfaro,20,outfaro,20,cut,12,0
outfaro,20,outfaro,20,outfaro,20,cut,13,0
outfaro,20,outfaro,20,outfaro,20,cut,14,0
outfaro,20,outfaro,20,outfaro,20,cut,15,0
outfaro,20,outfaro,20,outfaro,20,cut,16,0
outfaro,20,outfaro,20,outfaro,20,cut,17,0
outfaro,20,outfaro,20,outfaro,20,cut,18,0
outfaro,20,outfaro,20,outfaro,20,cut,19,0
outfaro,20,outfaro,20,outfaro,20,cut,20,-10
outfaro,20,outfaro,20,outfaro,20,cut,21,-10
outfaro,20,outfaro,20,outfaro,20,cut,22,-10
outfaro,20,outfaro,20,outfaro,20,cut,23,-10
outfaro,20,outfaro,20,outfaro,20,cut,24,-10
outfaro,20,outfaro,20,outfaro,20,cut,25,-10
outfaro,20,outfaro,20,outfaro,20,cut,26,-10
outfaro,20,outfaro,20,outfaro,20,cut,27,-10
outfaro,20,outfaro,20,outfaro,20,cut,28,-10
outfaro,20,outfaro,20,outfaro,20,cut,29,-10
outfaro,20,outfaro,20,outfaro,20,cut,30,-10
outfaro,20,outfaro,20,outfaro,20,cut,31,-10
outfaro,20,outfaro,20,outfaro,20,cut,32,-10
outfaro,20,outfaro,20,outfaro,20,cut,33,0
outfaro,20,outfaro,20,outfaro,20,cut,34,0
outfaro,20,outfaro,20,outfaro,20,cut,35,0
outfaro,20,outfaro,20,outfaro,20,cut,36,0
outfaro,20,outfaro,20,outfaro,20,cut,37,0
outfaro,20,outfaro,20,outfaro,20,cut,38,0
outfaro,20,outfaro,20,outfaro,20,cut,39,0
