maintained,technique,is,INFAROUP,and,the,number,is,20
infaroup,20,infaroup,20,infaroup,20,cut,1,0
infaroup,20,infaroup,20,infaroup,20,cut,2,0
infaroup,20,infaroup,20,infaroup,20,cut,3,0
infaroup,20,infaroup,20,infaroup,20,cut,4,0
infaroup,20,infaroup,20,infaroup,20,cut,5,0
infaroup,20,infaroup,20,infaroup,20,cut,6,0
infaroup,20,infaroup,20,infaroup,20,cut,7,0
infaroup,20,infaroup,20,infaroup,20,cut,8,0
infaroup,20,infaroup,20,infaroup,20,cut,9,0
infaroup,20,infaroup,20,infaroup,20,cut,10,0
infaroup,20,infaroup,20,infaroup,20,cut,11,0
infaroup,20,infaroup,20,infaroup,20,cut,12,0
infaroup,20,infaroup,20,infaroup,20,cut,13,0
infaroup,20,infaroup,20,infaroup,20,cut,14,0
infaroup,20,infaroup,20,infaroup,20,cut,15,0
infaroup,20,infaroup,20,infaroup,20,cut,16,0
infaroup,20,infaroup,20,infaroup,20,cut,17,0
infaroup,20,infaroup,20,infaroup,20,cut,18,0
infaroup,20,infaroup,20,infaroup,20,cut,19,0
infaroup,20,infaroup,20,infaroup,20,cut,20,0
infaroup,20,infaroup,20,infaroup,20,cut,21,-10
infaroup,20,infaroup,20,infaroup,20,cut,22,-10
infaroup,20,infaroup,20,infaroup,20,cut,23,-10
infaroup,20,infaroup,20,infaroup,20,cut,24,-10
infaroup,20,infaroup,20,infaroup,20,cut,25,-10
infaroup,20,infaroup,20,infaroup,20,cut,26,-10
infaroup,20,infaroup,20,infaroup,20,cut,27,-10
infaroup,20,infaroup,20,infaroup,20,cut,28,-10
infaroup,20,infaroup,20,infaroup,20,cut,29,-10
infaroup,20,infaroup,20,infaroup,20,cut,30,-10
infaroup,20,infaroup,20,infaroup,20,cut,31,-10
infaroup,20,infaroup,20,infaroup,20,cut,32,0
infaroup,20,infaroup,20,infaroup,20,cut,33,0
infaroup,20,infaroup,20,infaroup,20,cut,34,0
infaroup,20,infaroup,20,infaroup,20,cut,35,0
infaroup,20,infaroup,20,infaroup,20,cut,36,0
infaroup,20,infaroup,20,infaroup,20,cut,37,0
infaroup,20,infaroup,20,infaroup,20,cut,38,0
infaroup,20,infaroup,20,infaroup,20,cut,39,0
infaroup,20,infaroup,20,infaroup,20,cut,40,0
infaroup,20,infaroup,20,infaroup,20,cut,41,0
infaroup,20,infaroup,20,infaroup,20,cut,42,0
infaroup,20,infaroup,20,infaroup,20,cut,43,0
infaroup,20,infaroup,20,infaroup,20,cut,44,0
infaroup,20,infaroup,20,infaroup,20,cut,45,0
infaroup,20,infaroup,20,infaroup,20,cut,46,0
infaroup,20,infaroup,20,infaroup,20,cut,47,0
infaroup,20,infaroup,20,infaroup,20,cut,48,0
infaroup,20,infaroup,20,infaroup,20,cut,49,0
infaroup,20,infaroup,20,infaroup,20,cut,50,0
infaroup,20,infaroup,20,infaroup,20,cut,51,0
infaroup,20,infaroup,20,infaroup,20,slipcut,2,90
infaroup,20,infaroup,20,infaroup,20,slipcut,3,80
infaroup,20,infaroup,20,infaroup,20,slipcut,4,70
infaroup,20,infaroup,20,infaroup,20,slipcut,5,60
infaroup,20,infaroup,20,infaroup,20,slipcut,6,50
infaroup,20,infaroup,20,infaroup,20,slipcut,7,40
infaroup,20,infaroup,20,infaroup,20,slipcut,8,30
infaroup,20,infaroup,20,infaroup,20,slipcut,9,20
infaroup,20,infaroup,20,infaroup,20,slipcut,10,10
infaroup,20,infaroup,20,infaroup,20,slipcut,11,0
infaroup,20,infaroup,20,infaroup,20,slipcut,12,-10
infaroup,20,infaroup,20,infaroup,20,slipcut,13,-10
infaroup,20,infaroup,20,infaroup,20,slipcut,14,-10
infaroup,20,infaroup,20,infaroup,20,slipcut,15,-10
infaroup,20,infaroup,20,infaroup,20,slipcut,16,-10
infaroup,20,infaroup,20,infaroup,20,slipcut,17,-10
infaroup,20,infaroup,20,infaroup,20,slipcut,18,-10
