maintained,technique,is,SLIPCUT,and,the,number,is,30
pealup,18,cut,30,cut,30,cut,30,-10
pealup,19,cut,30,cut,30,cut,30,0
pealup,20,cut,30,cut,30,cut,30,-10
pealup,21,cut,30,cut,30,cut,30,0
pealup,22,cut,30,cut,30,cut,30,-10
pealup,23,cut,30,cut,30,cut,30,0
pealup,24,cut,30,cut,30,cut,30,-10
pealup,25,cut,30,cut,30,cut,30,0
pealup,26,cut,30,cut,30,cut,30,-10
pealup,27,cut,30,cut,30,cut,30,0
pealup,28,cut,30,cut,30,cut,30,-10
pealup,29,cut,30,cut,30,cut,30,0
pealup,30,cut,30,cut,30,cut,30,-10
pealup,31,cut,30,cut,30,cut,30,0
pealup,32,cut,30,cut,30,cut,30,-10
pealup,33,cut,30,cut,30,cut,30,0
pealup,34,cut,30,cut,30,cut,30,-10
pealup,35,cut,30,cut,30,cut,30,10
pealup,36,cut,30,cut,30,cut,30,-10
pealup,37,cut,30,cut,30,cut,30,10
pealup,38,cut,30,cut,30,cut,30,-10
pealup,39,cut,30,cut,30,cut,30,10
pealup,40,cut,30,cut,30,cut,30,-10
pealup,41,cut,30,cut,30,cut,30,10
pealup,42,cut,30,cut,30,cut,30,-10
pealup,43,cut,30,cut,30,cut,30,10
pealup,44,cut,30,cut,30,cut,30,-10
pealup,45,cut,30,cut,30,cut,30,10
pealup,46,cut,30,cut,30,cut,30,-10
pealup,47,cut,30,cut,30,cut,30,10
pealup,48,cut,30,cut,30,cut,30,-10
pealup,49,cut,30,cut,30,cut,30,10
pealup,50,cut,30,cut,30,cut,30,-10
pealup,51,cut,30,cut,30,cut,30,10
infaro,10,cut,30,cut,30,cut,30,-10
infaro,11,cut,30,cut,30,cut,30,-10
infaro,12,cut,30,cut,30,cut,30,-10
infaro,13,cut,30,cut,30,cut,30,-10
infaro,14,cut,30,cut,30,cut,30,-10
infaro,15,cut,30,cut,30,cut,30,-10
infaro,16,cut,30,cut,30,cut,30,-10
infaro,17,cut,30,cut,30,cut,30,-10
infaro,18,cut,30,cut,30,cut,30,0
infaro,19,cut,30,cut,30,cut,30,0
infaro,20,cut,30,cut,30,cut,30,0
infaro,21,cut,30,cut,30,cut,30,0
infaro,22,cut,30,cut,30,cut,30,10
infaro,23,cut,30,cut,30,cut,30,10
infaro,24,cut,30,cut,30,cut,30,0
infaro,25,cut,30,cut,30,cut,30,0
infaro,26,cut,30,cut,30,cut,30,0
infaro,27,cut,30,cut,30,cut,30,0
infaro,28,cut,30,cut,30,cut,30,0
infaro,29,cut,30,cut,30,cut,30,0
infaro,30,cut,30,cut,30,cut,30,0
infaro,31,cut,30,cut,30,cut,30,0
infaro,32,cut,30,cut,30,cut,30,0
infaro,33,cut,30,cut,30,cut,30,-10
infaro,34,cut,30,cut,30,cut,30,-10
infaro,35,cut,30,cut,30,cut,30,-10
infaro,36,cut,30,cut,30,cut,30,-10
infaro,37,cut,30,cut,30,cut,30,-10
infaro,38,cut,30,cut,30,cut,30,-10
infaro,39,cut,30,cut,30,cut,30,-10
infaro,40,cut,30,cut,30,cut,30,-10
infaro,41,cut,30,cut,30,cut,30,-10
infaro,42,cut,30,cut,30,cut,30,-10
infaroup,10,cut,30,cut,30,cut,30,-10
infaroup,11,cut,30,cut,30,cut,30,-10
infaroup,12,cut,30,cut,30,cut,30,-10
infaroup,13,cut,30,cut,30,cut,30,-10
infaroup,14,cut,30,cut,30,cut,30,0
infaroup,15,cut,30,cut,30,cut,30,0
infaroup,16,cut,30,cut,30,cut,30,0
infaroup,17,cut,30,cut,30,cut,30,0
infaroup,18,cut,30,cut,30,cut,30,0
infaroup,19,cut,30,cut,30,cut,30,0
infaroup,20,cut,30,cut,30,cut,30,0
infaroup,21,cut,30,cut,30,cut,30,0
infaroup,22,cut,30,cut,30,cut,30,0
infaroup,23,cut,30,cut,30,cut,30,0
infaroup,24,cut,30,cut,30,cut,30,0
infaroup,25,cut,30,cut,30,cut,30,0
infaroup,26,cut,30,cut,30,cut,30,0
infaroup,27,cut,30,cut,30,cut,30,0
infaroup,28,cut,30,cut,30,cut,30,0
infaroup,29,cut,30,cut,30,cut,30,0
infaroup,30,cut,30,cut,30,cut,30,10
infaroup,31,cut,30,cut,30,cut,30,10
infaroup,32,cut,30,cut,30,cut,30,0
infaroup,33,cut,30,cut,30,cut,30,0
infaroup,34,cut,30,cut,30,cut,30,130
infaroup,35,cut,30,cut,30,cut,30,10
infaroup,36,cut,30,cut,30,cut,30,10
infaroup,37,cut,30,cut,30,cut,30,10
infaroup,38,cut,30,cut,30,cut,30,90
infaroup,39,cut,30,cut,30,cut,30,0
infaroup,40,cut,30,cut,30,cut,30,0
infaroup,41,cut,30,cut,30,cut,30,-10
infaroup,42,cut,30,cut,30,cut,30,-10
outfaro,10,cut,30,cut,30,cut,30,-10
outfaro,11,cut,30,cut,30,cut,30,-10
outfaro,12,cut,30,cut,30,cut,30,-10
outfaro,13,cut,30,cut,30,cut,30,-10
outfaro,14,cut,30,cut,30,cut,30,-10
outfaro,15,cut,30,cut,30,cut,30,-10
outfaro,16,cut,30,cut,30,cut,30,-10
outfaro,17,cut,30,cut,30,cut,30,-10
outfaro,18,cut,30,cut,30,cut,30,-10
outfaro,19,cut,30,cut,30,cut,30,0
outfaro,20,cut,30,cut,30,cut,30,0
outfaro,21,cut,30,cut,30,cut,30,0
outfaro,22,cut,30,cut,30,cut,30,0
outfaro,23,cut,30,cut,30,cut,30,10
outfaro,24,cut,30,cut,30,cut,30,10
outfaro,25,cut,30,cut,30,cut,30,0
outfaro,26,cut,30,cut,30,cut,30,0
outfaro,27,cut,30,cut,30,cut,30,0
outfaro,28,cut,30,cut,30,cut,30,0
outfaro,29,cut,30,cut,30,cut,30,0
outfaro,30,cut,30,cut,30,cut,30,0
outfaro,31,cut,30,cut,30,cut,30,0
outfaro,32,cut,30,cut,30,cut,30,0
outfaro,33,cut,30,cut,30,cut,30,0
outfaro,34,cut,30,cut,30,cut,30,-10
outfaro,35,cut,30,cut,30,cut,30,-10
outfaro,36,cut,30,cut,30,cut,30,-10
outfaro,37,cut,30,cut,30,cut,30,-10
outfaro,38,cut,30,cut,30,cut,30,-10
outfaro,39,cut,30,cut,30,cut,30,-10
outfaro,40,cut,30,cut,30,cut,30,-10
outfaro,41,cut,30,cut,30,cut,30,-10
outfaro,42,cut,30,cut,30,cut,30,-10
outfaroup,10,cut,30,cut,30,cut,30,-10
outfaroup,11,cut,30,cut,30,cut,30,-10
outfaroup,12,cut,30,cut,30,cut,30,-10
outfaroup,13,cut,30,cut,30,cut,30,-10
outfaroup,14,cut,30,cut,30,cut,30,-10
outfaroup,15,cut,30,cut,30,cut,30,0
outfaroup,16,cut,30,cut,30,cut,30,0
outfaroup,17,cut,30,cut,30,cut,30,0
outfaroup,18,cut,30,cut,30,cut,30,0
outfaroup,19,cut,30,cut,30,cut,30,0
outfaroup,20,cut,30,cut,30,cut,30,0
outfaroup,21,cut,30,cut,30,cut,30,0
outfaroup,22,cut,30,cut,30,cut,30,0
outfaroup,23,cut,30,cut,30,cut,30,0
outfaroup,24,cut,30,cut,30,cut,30,0
outfaroup,25,cut,30,cut,30,cut,30,0
outfaroup,26,cut,30,cut,30,cut,30,0
outfaroup,27,cut,30,cut,30,cut,30,0
outfaroup,28,cut,30,cut,30,cut,30,0
outfaroup,29,cut,30,cut,30,cut,30,0
outfaroup,30,cut,30,cut,30,cut,30,0
outfaroup,31,cut,30,cut,30,cut,30,10
outfaroup,32,cut,30,cut,30,cut,30,10
outfaroup,33,cut,30,cut,30,cut,30,0
outfaroup,34,cut,30,cut,30,cut,30,120
outfaroup,35,cut,30,cut,30,cut,30,10
outfaroup,36,cut,30,cut,30,cut,30,10
outfaroup,37,cut,30,cut,30,cut,30,10
outfaroup,38,cut,30,cut,30,cut,30,80
outfaroup,39,cut,30,cut,30,cut,30,0
outfaroup,40,cut,30,cut,30,cut,30,0
outfaroup,41,cut,30,cut,30,cut,30,0
outfaroup,42,cut,30,cut,30,cut,30,-10
