maintained,technique,is,INFAROUP,and,the,number,is,40
infaroup,40,infaroup,40,infaroup,40,cut,1,140
infaroup,40,infaroup,40,infaroup,40,cut,2,140
infaroup,40,infaroup,40,infaroup,40,cut,3,140
infaroup,40,infaroup,40,infaroup,40,cut,4,140
infaroup,40,infaroup,40,infaroup,40,cut,5,140
infaroup,40,infaroup,40,infaroup,40,cut,6,140
infaroup,40,infaroup,40,infaroup,40,cut,7,140
infaroup,40,infaroup,40,infaroup,40,cut,8,140
infaroup,40,infaroup,40,infaroup,40,cut,9,140
infaroup,40,infaroup,40,infaroup,40,cut,10,140
infaroup,40,infaroup,40,infaroup,40,cut,11,140
infaroup,40,infaroup,40,infaroup,40,cut,12,285
infaroup,40,infaroup,40,infaroup,40,cut,13,135
infaroup,40,infaroup,40,infaroup,40,cut,14,135
infaroup,40,infaroup,40,infaroup,40,cut,15,135
infaroup,40,infaroup,40,infaroup,40,cut,16,135
infaroup,40,infaroup,40,infaroup,40,cut,17,135
infaroup,40,infaroup,40,infaroup,40,cut,18,135
infaroup,40,infaroup,40,infaroup,40,cut,19,135
infaroup,40,infaroup,40,infaroup,40,cut,20,135
infaroup,40,infaroup,40,infaroup,40,cut,21,135
infaroup,40,infaroup,40,infaroup,40,cut,22,135
infaroup,40,infaroup,40,infaroup,40,cut,23,135
infaroup,40,infaroup,40,infaroup,40,cut,24,130
infaroup,40,infaroup,40,infaroup,40,cut,25,130
infaroup,40,infaroup,40,infaroup,40,cut,26,130
infaroup,40,infaroup,40,infaroup,40,cut,27,130
infaroup,40,infaroup,40,infaroup,40,cut,28,130
infaroup,40,infaroup,40,infaroup,40,cut,29,130
infaroup,40,infaroup,40,infaroup,40,cut,30,130
infaroup,40,infaroup,40,infaroup,40,cut,31,130
infaroup,40,infaroup,40,infaroup,40,cut,32,130
infaroup,40,infaroup,40,infaroup,40,cut,33,130
infaroup,40,infaroup,40,infaroup,40,cut,34,130
infaroup,40,infaroup,40,infaroup,40,cut,35,130
infaroup,40,infaroup,40,infaroup,40,cut,36,130
infaroup,40,infaroup,40,infaroup,40,cut,37,130
infaroup,40,infaroup,40,infaroup,40,cut,38,130
infaroup,40,infaroup,40,infaroup,40,cut,39,130
infaroup,40,infaroup,40,infaroup,40,cut,40,130
infaroup,40,infaroup,40,infaroup,40,cut,41,135
infaroup,40,infaroup,40,infaroup,40,cut,42,135
infaroup,40,infaroup,40,infaroup,40,cut,43,135
infaroup,40,infaroup,40,infaroup,40,cut,44,135
infaroup,40,infaroup,40,infaroup,40,cut,45,135
infaroup,40,infaroup,40,infaroup,40,cut,46,135
infaroup,40,infaroup,40,infaroup,40,cut,47,135
infaroup,40,infaroup,40,infaroup,40,cut,48,135
infaroup,40,infaroup,40,infaroup,40,cut,49,135
infaroup,40,infaroup,40,infaroup,40,cut,50,135
infaroup,40,infaroup,40,infaroup,40,cut,51,135
infaroup,40,infaroup,40,infaroup,40,slipcut,2,135
infaroup,40,infaroup,40,infaroup,40,slipcut,3,135
infaroup,40,infaroup,40,infaroup,40,slipcut,4,135
infaroup,40,infaroup,40,infaroup,40,slipcut,5,135
infaroup,40,infaroup,40,infaroup,40,slipcut,6,135
infaroup,40,infaroup,40,infaroup,40,slipcut,7,135
infaroup,40,infaroup,40,infaroup,40,slipcut,8,135
infaroup,40,infaroup,40,infaroup,40,slipcut,9,135
infaroup,40,infaroup,40,infaroup,40,slipcut,10,135
infaroup,40,infaroup,40,infaroup,40,slipcut,11,135
infaroup,40,infaroup,40,infaroup,40,slipcut,12,135
infaroup,40,infaroup,40,infaroup,40,slipcut,13,130
infaroup,40,infaroup,40,infaroup,40,slipcut,14,130
infaroup,40,infaroup,40,infaroup,40,slipcut,15,130
infaroup,40,infaroup,40,infaroup,40,slipcut,16,130
infaroup,40,infaroup,40,infaroup,40,slipcut,17,130
infaroup,40,infaroup,40,infaroup,40,slipcut,18,130
infaroup,40,infaroup,40,infaroup,40,slipcut,19,130
infaroup,40,infaroup,40,infaroup,40,slipcut,20,130
infaroup,40,infaroup,40,infaroup,40,slipcut,21,130
infaroup,40,infaroup,40,infaroup,40,slipcut,22,130
infaroup,40,infaroup,40,infaroup,40,slipcut,23,130
infaroup,40,infaroup,40,infaroup,40,slipcut,24,130
infaroup,40,infaroup,40,infaroup,40,slipcut,25,130
infaroup,40,infaroup,40,infaroup,40,slipcut,26,130
infaroup,40,infaroup,40,infaroup,40,slipcut,27,130
infaroup,40,infaroup,40,infaroup,40,slipcut,28,130
infaroup,40,infaroup,40,infaroup,40,slipcut,29,130
infaroup,40,infaroup,40,infaroup,40,slipcut,30,135
infaroup,40,infaroup,40,infaroup,40,slipcut,31,130
infaroup,40,infaroup,40,infaroup,40,slipcut,32,130
infaroup,40,infaroup,40,infaroup,40,slipcut,33,130
infaroup,40,infaroup,40,infaroup,40,slipcut,34,130
infaroup,40,infaroup,40,infaroup,40,slipcut,35,130
infaroup,40,infaroup,40,infaroup,40,slipcut,36,130
infaroup,40,infaroup,40,infaroup,40,slipcut,37,130
infaroup,40,infaroup,40,infaroup,40,slipcut,38,130
infaroup,40,infaroup,40,infaroup,40,slipcut,39,130
infaroup,40,infaroup,40,infaroup,40,slipcut,40,130
infaroup,40,infaroup,40,infaroup,40,slipcut,41,145
infaroup,40,infaroup,40,infaroup,40,slipcut,42,135
infaroup,40,infaroup,40,infaroup,40,slipcut,43,135
infaroup,40,infaroup,40,infaroup,40,slipcut,44,135
infaroup,40,infaroup,40,infaroup,40,slipcut,45,135
infaroup,40,infaroup,40,infaroup,40,slipcut,46,135
infaroup,40,infaroup,40,infaroup,40,slipcut,47,135
infaroup,40,infaroup,40,infaroup,40,slipcut,48,135
infaroup,40,infaroup,40,infaroup,40,slipcut,49,135
infaroup,40,infaroup,40,infaroup,40,slipcut,50,135
infaroup,40,infaroup,40,infaroup,40,slipcut,51,135
infaroup,40,infaroup,40,infaroup,40,slipcut,2,140
infaroup,40,infaroup,40,infaroup,40,slipcut,3,135
infaroup,40,infaroup,40,infaroup,40,slipcut,4,135
infaroup,40,infaroup,40,infaroup,40,slipcut,5,135
infaroup,40,infaroup,40,infaroup,40,slipcut,6,135
infaroup,40,infaroup,40,infaroup,40,slipcut,7,135
infaroup,40,infaroup,40,infaroup,40,slipcut,8,135
infaroup,40,infaroup,40,infaroup,40,slipcut,9,135
infaroup,40,infaroup,40,infaroup,40,slipcut,10,135
infaroup,40,infaroup,40,infaroup,40,slipcut,11,135
infaroup,40,infaroup,40,infaroup,40,slipcut,12,130
infaroup,40,infaroup,40,infaroup,40,slipcut,13,130
infaroup,40,infaroup,40,infaroup,40,slipcut,14,130
infaroup,40,infaroup,40,infaroup,40,slipcut,15,130
infaroup,40,infaroup,40,infaroup,40,slipcut,16,130
infaroup,40,infaroup,40,infaroup,40,slipcut,17,130
infaroup,40,infaroup,40,infaroup,40,slipcut,18,130
infaroup,40,infaroup,40,infaroup,40,slipcut,19,130
infaroup,40,infaroup,40,infaroup,40,slipcut,20,130
infaroup,40,infaroup,40,infaroup,40,slipcut,21,130
infaroup,40,infaroup,40,infaroup,40,slipcut,22,130
infaroup,40,infaroup,40,infaroup,40,slipcut,23,130
infaroup,40,infaroup,40,infaroup,40,slipcut,24,130
infaroup,40,infaroup,40,infaroup,40,slipcut,25,130
infaroup,40,infaroup,40,infaroup,40,slipcut,26,130
infaroup,40,infaroup,40,infaroup,40,slipcut,27,130
infaroup,40,infaroup,40,infaroup,40,slipcut,28,130
infaroup,40,infaroup,40,infaroup,40,slipcut,29,130
infaroup,40,infaroup,40,infaroup,40,slipcut,30,130
infaroup,40,infaroup,40,infaroup,40,slipcut,31,130
infaroup,40,infaroup,40,infaroup,40,slipcut,32,130
infaroup,40,infaroup,40,infaroup,40,slipcut,33,130
infaroup,40,infaroup,40,infaroup,40,slipcut,34,130
infaroup,40,infaroup,40,infaroup,40,slipcut,35,130
infaroup,40,infaroup,40,infaroup,40,slipcut,36,130
infaroup,40,infaroup,40,infaroup,40,slipcut,37,130
infaroup,40,infaroup,40,infaroup,40,slipcut,38,130
infaroup,40,infaroup,40,infaroup,40,slipcut,39,130
infaroup,40,infaroup,40,infaroup,40,slipcut,40,135
infaroup,40,infaroup,40,infaroup,40,slipcut,41,145
infaroup,40,infaroup,40,infaroup,40,slipcut,42,135
infaroup,40,infaroup,40,infaroup,40,slipcut,43,135
infaroup,40,infaroup,40,infaroup,40,slipcut,44,135
infaroup,40,infaroup,40,infaroup,40,slipcut,45,135
infaroup,40,infaroup,40,infaroup,40,slipcut,46,135
infaroup,40,infaroup,40,infaroup,40,slipcut,47,135
infaroup,40,infaroup,40,infaroup,40,slipcut,48,135
infaroup,40,infaroup,40,infaroup,40,slipcut,49,135
infaroup,40,infaroup,40,infaroup,40,slipcut,50,135
infaroup,40,infaroup,40,infaroup,40,slipcut,51,135
infaroup,40,infaroup,40,infaroup,40,peal,2,135
infaroup,40,infaroup,40,infaroup,40,peal,3,135
infaroup,40,infaroup,40,infaroup,40,peal,4,135
infaroup,40,infaroup,40,infaroup,40,peal,5,135
infaroup,40,infaroup,40,infaroup,40,peal,6,135
infaroup,40,infaroup,40,infaroup,40,peal,7,135
infaroup,40,infaroup,40,infaroup,40,peal,8,135
infaroup,40,infaroup,40,infaroup,40,peal,9,135
infaroup,40,infaroup,40,infaroup,40,peal,10,135
infaroup,40,infaroup,40,infaroup,40,peal,11,135
infaroup,40,infaroup,40,infaroup,40,peal,12,135
infaroup,40,infaroup,40,infaroup,40,peal,13,135
infaroup,40,infaroup,40,infaroup,40,peal,14,125
infaroup,40,infaroup,40,infaroup,40,peal,15,125
infaroup,40,infaroup,40,infaroup,40,peal,16,115
infaroup,40,infaroup,40,infaroup,40,peal,17,115
infaroup,40,infaroup,40,infaroup,40,peal,18,105
infaroup,40,infaroup,40,infaroup,40,peal,19,105
infaroup,40,infaroup,40,infaroup,40,peal,20,95
infaroup,40,infaroup,40,infaroup,40,peal,21,95
infaroup,40,infaroup,40,infaroup,40,peal,22,85
infaroup,40,infaroup,40,infaroup,40,peal,23,85
infaroup,40,infaroup,40,infaroup,40,peal,24,75
infaroup,40,infaroup,40,infaroup,40,peal,25,75
infaroup,40,infaroup,40,infaroup,40,peal,26,65
infaroup,40,infaroup,40,infaroup,40,peal,27,65
infaroup,40,infaroup,40,infaroup,40,peal,28,55
infaroup,40,infaroup,40,infaroup,40,peal,29,55
infaroup,40,infaroup,40,infaroup,40,peal,30,50
infaroup,40,infaroup,40,infaroup,40,peal,31,45
infaroup,40,infaroup,40,infaroup,40,peal,32,35
infaroup,40,infaroup,40,infaroup,40,peal,33,40
infaroup,40,infaroup,40,infaroup,40,peal,34,25
infaroup,40,infaroup,40,infaroup,40,peal,35,25
infaroup,40,infaroup,40,infaroup,40,peal,36,20
infaroup,40,infaroup,40,infaroup,40,peal,37,15
infaroup,40,infaroup,40,infaroup,40,peal,38,5
infaroup,40,infaroup,40,infaroup,40,peal,39,10
infaroup,40,infaroup,40,infaroup,40,peal,40,-5
infaroup,40,infaroup,40,infaroup,40,peal,41,5
infaroup,40,infaroup,40,infaroup,40,peal,42,0
infaroup,40,infaroup,40,infaroup,40,peal,43,0
infaroup,40,infaroup,40,infaroup,40,peal,44,-5
infaroup,40,infaroup,40,infaroup,40,peal,45,5
infaroup,40,infaroup,40,infaroup,40,peal,46,-5
infaroup,40,infaroup,40,infaroup,40,peal,47,0
infaroup,40,infaroup,40,infaroup,40,peal,48,0
infaroup,40,infaroup,40,infaroup,40,peal,49,0
infaroup,40,infaroup,40,infaroup,40,peal,50,-5
infaroup,40,infaroup,40,infaroup,40,peal,51,5
infaroup,40,infaroup,40,infaroup,40,pealup,2,140
infaroup,40,infaroup,40,infaroup,40,pealup,3,135
infaroup,40,infaroup,40,infaroup,40,pealup,4,135
infaroup,40,infaroup,40,infaroup,40,pealup,5,140
infaroup,40,infaroup,40,infaroup,40,pealup,6,135
infaroup,40,infaroup,40,infaroup,40,pealup,7,135
infaroup,40,infaroup,40,infaroup,40,pealup,8,140
infaroup,40,infaroup,40,infaroup,40,pealup,9,135
infaroup,40,infaroup,40,infaroup,40,pealup,10,135
infaroup,40,infaroup,40,infaroup,40,pealup,11,140
infaroup,40,infaroup,40,infaroup,40,pealup,12,130
infaroup,40,infaroup,40,infaroup,40,pealup,13,125
infaroup,40,infaroup,40,infaroup,40,pealup,14,125
infaroup,40,infaroup,40,infaroup,40,pealup,15,115
infaroup,40,infaroup,40,infaroup,40,pealup,16,110
infaroup,40,infaroup,40,infaroup,40,pealup,17,110
infaroup,40,infaroup,40,infaroup,40,pealup,18,100
infaroup,40,infaroup,40,infaroup,40,pealup,19,95
infaroup,40,infaroup,40,infaroup,40,pealup,20,95
infaroup,40,infaroup,40,infaroup,40,pealup,21,85
infaroup,40,infaroup,40,infaroup,40,pealup,22,80
infaroup,40,infaroup,40,infaroup,40,pealup,23,80
infaroup,40,infaroup,40,infaroup,40,pealup,24,70
infaroup,40,infaroup,40,infaroup,40,pealup,25,65
infaroup,40,infaroup,40,infaroup,40,pealup,26,65
infaroup,40,infaroup,40,infaroup,40,pealup,27,55
infaroup,40,infaroup,40,infaroup,40,pealup,28,50
infaroup,40,infaroup,40,infaroup,40,pealup,29,50
infaroup,40,infaroup,40,infaroup,40,pealup,30,40
infaroup,40,infaroup,40,infaroup,40,pealup,31,35
infaroup,40,infaroup,40,infaroup,40,pealup,32,35
infaroup,40,infaroup,40,infaroup,40,pealup,33,25
infaroup,40,infaroup,40,infaroup,40,pealup,34,20
infaroup,40,infaroup,40,infaroup,40,pealup,35,20
infaroup,40,infaroup,40,infaroup,40,pealup,36,10
infaroup,40,infaroup,40,infaroup,40,pealup,37,10
infaroup,40,infaroup,40,infaroup,40,pealup,38,0
infaroup,40,infaroup,40,infaroup,40,pealup,39,0
infaroup,40,infaroup,40,infaroup,40,pealup,40,-5
infaroup,40,infaroup,40,infaroup,40,pealup,41,10
infaroup,40,infaroup,40,infaroup,40,pealup,42,-5
infaroup,40,infaroup,40,infaroup,40,pealup,43,0
infaroup,40,infaroup,40,infaroup,40,pealup,44,0
infaroup,40,infaroup,40,infaroup,40,pealup,45,0
infaroup,40,infaroup,40,infaroup,40,pealup,46,-5
infaroup,40,infaroup,40,infaroup,40,pealup,47,5
infaroup,40,infaroup,40,infaroup,40,pealup,48,-5
infaroup,40,infaroup,40,infaroup,40,pealup,49,0
infaroup,40,infaroup,40,infaroup,40,pealup,50,0
infaroup,40,infaroup,40,infaroup,40,pealup,51,0
infaroup,40,infaroup,40,infaroup,40,infaro,10,95
infaroup,40,infaroup,40,infaroup,40,infaro,11,85
infaroup,40,infaroup,40,infaroup,40,infaro,12,80
infaroup,40,infaroup,40,infaroup,40,infaro,13,70
infaroup,40,infaroup,40,infaroup,40,infaro,14,60
infaroup,40,infaroup,40,infaroup,40,infaro,15,50
infaroup,40,infaroup,40,infaroup,40,infaro,16,40
infaroup,40,infaroup,40,infaroup,40,infaro,17,30
infaroup,40,infaroup,40,infaroup,40,infaro,18,20
infaroup,40,infaroup,40,infaroup,40,infaro,19,10
infaroup,40,infaroup,40,infaroup,40,infaro,20,0
infaroup,40,infaroup,40,infaroup,40,infaro,21,0
infaroup,40,infaroup,40,infaroup,40,infaro,22,0
infaroup,40,infaroup,40,infaroup,40,infaro,23,0
