maintained,technique,is,OUTFARO,and,the,number,is,40
cut,1,outfaro,40,outfaro,40,outfaro,40,0
cut,2,outfaro,40,outfaro,40,outfaro,40,-5
cut,3,outfaro,40,outfaro,40,outfaro,40,-5
cut,4,outfaro,40,outfaro,40,outfaro,40,-5
cut,5,outfaro,40,outfaro,40,outfaro,40,-5
cut,6,outfaro,40,outfaro,40,outfaro,40,-5
cut,7,outfaro,40,outfaro,40,outfaro,40,-5
cut,8,outfaro,40,outfaro,40,outfaro,40,-5
cut,9,outfaro,40,outfaro,40,outfaro,40,-5
cut,10,outfaro,40,outfaro,40,outfaro,40,0
cut,11,outfaro,40,outfaro,40,outfaro,40,-5
cut,12,outfaro,40,outfaro,40,outfaro,40,30
cut,13,outfaro,40,outfaro,40,outfaro,40,0
cut,14,outfaro,40,outfaro,40,outfaro,40,0
cut,15,outfaro,40,outfaro,40,outfaro,40,0
cut,16,outfaro,40,outfaro,40,outfaro,40,10
cut,17,outfaro,40,outfaro,40,outfaro,40,-5
cut,18,outfaro,40,outfaro,40,outfaro,40,-5
cut,19,outfaro,40,outfaro,40,outfaro,40,0
cut,20,outfaro,40,outfaro,40,outfaro,40,0
cut,21,outfaro,40,outfaro,40,outfaro,40,-5
cut,22,outfaro,40,outfaro,40,outfaro,40,-5
cut,23,outfaro,40,outfaro,40,outfaro,40,0
cut,24,outfaro,40,outfaro,40,outfaro,40,0
cut,25,outfaro,40,outfaro,40,outfaro,40,0
cut,26,outfaro,40,outfaro,40,outfaro,40,0
cut,27,outfaro,40,outfaro,40,outfaro,40,5
cut,28,outfaro,40,outfaro,40,outfaro,40,25
cut,29,outfaro,40,outfaro,40,outfaro,40,0
cut,30,outfaro,40,outfaro,40,outfaro,40,0
cut,31,outfaro,40,outfaro,40,outfaro,40,0
cut,32,outfaro,40,outfaro,40,outfaro,40,5
cut,33,outfaro,40,outfaro,40,outfaro,40,0
cut,34,outfaro,40,outfaro,40,outfaro,40,0
cut,35,outfaro,40,outfaro,40,outfaro,40,5
cut,36,outfaro,40,outfaro,40,outfaro,40,10
cut,37,outfaro,40,outfaro,40,outfaro,40,5
cut,38,outfaro,40,outfaro,40,outfaro,40,15
cut,39,outfaro,40,outfaro,40,outfaro,40,10
cut,40,outfaro,40,outfaro,40,outfaro,40,195
cut,41,outfaro,40,outfaro,40,outfaro,40,0
cut,42,outfaro,40,outfaro,40,outfaro,40,0
cut,43,outfaro,40,outfaro,40,outfaro,40,0
cut,44,outfaro,40,outfaro,40,outfaro,40,5
cut,45,outfaro,40,outfaro,40,outfaro,40,0
cut,46,outfaro,40,outfaro,40,outfaro,40,0
cut,47,outfaro,40,outfaro,40,outfaro,40,15
cut,48,outfaro,40,outfaro,40,outfaro,40,15
cut,49,outfaro,40,outfaro,40,outfaro,40,15
cut,50,outfaro,40,outfaro,40,outfaro,40,15
cut,51,outfaro,40,outfaro,40,outfaro,40,15
slipcut,2,outfaro,40,outfaro,40,outfaro,40,130
slipcut,3,outfaro,40,outfaro,40,outfaro,40,120
slipcut,4,outfaro,40,outfaro,40,outfaro,40,110
slipcut,5,outfaro,40,outfaro,40,outfaro,40,100
slipcut,6,outfaro,40,outfaro,40,outfaro,40,90
slipcut,7,outfaro,40,outfaro,40,outfaro,40,80
slipcut,8,outfaro,40,outfaro,40,outfaro,40,70
slipcut,9,outfaro,40,outfaro,40,outfaro,40,70
slipcut,10,outfaro,40,outfaro,40,outfaro,40,70
slipcut,11,outfaro,40,outfaro,40,outfaro,40,70
slipcut,12,outfaro,40,outfaro,40,outfaro,40,70
slipcut,13,outfaro,40,outfaro,40,outfaro,40,70
slipcut,14,outfaro,40,outfaro,40,outfaro,40,70
slipcut,15,outfaro,40,outfaro,40,outfaro,40,70
slipcut,16,outfaro,40,outfaro,40,outfaro,40,70
slipcut,17,outfaro,40,outfaro,40,outfaro,40,70
slipcut,18,outfaro,40,outfaro,40,outfaro,40,70
slipcut,19,outfaro,40,outfaro,40,outfaro,40,70
slipcut,20,outfaro,40,outfaro,40,outfaro,40,70
slipcut,21,outfaro,40,outfaro,40,outfaro,40,70
slipcut,22,outfaro,40,outfaro,40,outfaro,40,70
slipcut,23,outfaro,40,outfaro,40,outfaro,40,60
slipcut,24,outfaro,40,outfaro,40,outfaro,40,55
slipcut,25,outfaro,40,outfaro,40,outfaro,40,50
slipcut,26,outfaro,40,outfaro,40,outfaro,40,40
slipcut,27,outfaro,40,outfaro,40,outfaro,40,30
slipcut,28,outfaro,40,outfaro,40,outfaro,40,25
slipcut,29,outfaro,40,outfaro,40,outfaro,40,25
slipcut,30,outfaro,40,outfaro,40,outfaro,40,25
slipcut,31,outfaro,40,outfaro,40,outfaro,40,25
slipcut,32,outfaro,40,outfaro,40,outfaro,40,25
slipcut,33,outfaro,40,outfaro,40,outfaro,40,25
slipcut,34,outfaro,40,outfaro,40,outfaro,40,25
slipcut,35,outfaro,40,outfaro,40,outfaro,40,20
slipcut,36,outfaro,40,outfaro,40,outfaro,40,15
slipcut,37,outfaro,40,outfaro,40,outfaro,40,10
slipcut,38,outfaro,40,outfaro,40,outfaro,40,5
slipcut,39,outfaro,40,outfaro,40,outfaro,40,0
slipcut,40,outfaro,40,outfaro,40,outfaro,40,-5
slipcut,41,outfaro,40,outfaro,40,outfaro,40,-5
slipcut,42,outfaro,40,outfaro,40,outfaro,40,-5
slipcut,43,outfaro,40,outfaro,40,outfaro,40,-5
slipcut,44,outfaro,40,outfaro,40,outfaro,40,-5
slipcut,45,outfaro,40,outfaro,40,outfaro,40,-5
slipcut,46,outfaro,40,outfaro,40,outfaro,40,-5
slipcut,47,outfaro,40,outfaro,40,outfaro,40,0
slipcut,48,outfaro,40,outfaro,40,outfaro,40,0
slipcut,49,outfaro,40,outfaro,40,outfaro,40,0
slipcut,50,outfaro,40,outfaro,40,outfaro,40,0
slipcut,51,outfaro,40,outfaro,40,outfaro,40,0
slipcut,2,outfaro,40,outfaro,40,outfaro,40,135
slipcut,3,outfaro,40,outfaro,40,outfaro,40,135
slipcut,4,outfaro,40,outfaro,40,outfaro,40,135
slipcut,5,outfaro,40,outfaro,40,outfaro,40,130
slipcut,6,outfaro,40,outfaro,40,outfaro,40,120
slipcut,7,outfaro,40,outfaro,40,outfaro,40,110
slipcut,8,outfaro,40,outfaro,40,outfaro,40,100
slipcut,9,outfaro,40,outfaro,40,outfaro,40,90
slipcut,10,outfaro,40,outfaro,40,outfaro,40,80
slipcut,11,outfaro,40,outfaro,40,outfaro,40,75
slipcut,12,outfaro,40,outfaro,40,outfaro,40,75
slipcut,13,outfaro,40,outfaro,40,outfaro,40,70
slipcut,14,outfaro,40,outfaro,40,outfaro,40,65
slipcut,15,outfaro,40,outfaro,40,outfaro,40,60
slipcut,16,outfaro,40,outfaro,40,outfaro,40,55
slipcut,17,outfaro,40,outfaro,40,outfaro,40,50
slipcut,18,outfaro,40,outfaro,40,outfaro,40,45
slipcut,19,outfaro,40,outfaro,40,outfaro,40,35
slipcut,20,outfaro,40,outfaro,40,outfaro,40,25
slipcut,21,outfaro,40,outfaro,40,outfaro,40,15
slipcut,22,outfaro,40,outfaro,40,outfaro,40,15
slipcut,23,outfaro,40,outfaro,40,outfaro,40,15
slipcut,24,outfaro,40,outfaro,40,outfaro,40,15
slipcut,25,outfaro,40,outfaro,40,outfaro,40,10
slipcut,26,outfaro,40,outfaro,40,outfaro,40,10
slipcut,27,outfaro,40,outfaro,40,outfaro,40,10
slipcut,28,outfaro,40,outfaro,40,outfaro,40,5
slipcut,29,outfaro,40,outfaro,40,outfaro,40,5
slipcut,30,outfaro,40,outfaro,40,outfaro,40,0
slipcut,31,outfaro,40,outfaro,40,outfaro,40,0
slipcut,32,outfaro,40,outfaro,40,outfaro,40,0
slipcut,33,outfaro,40,outfaro,40,outfaro,40,5
slipcut,34,outfaro,40,outfaro,40,outfaro,40,0
slipcut,35,outfaro,40,outfaro,40,outfaro,40,0
slipcut,36,outfaro,40,outfaro,40,outfaro,40,0
