maintained,technique,is,OUTFAROUP,and,the,number,is,30
outfaroup,30,outfaroup,30,outfaroup,30,cut,1,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,2,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,3,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,4,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,5,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,6,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,7,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,8,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,9,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,10,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,11,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,12,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,13,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,14,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,15,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,16,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,17,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,18,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,19,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,20,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,21,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,22,70
outfaroup,30,outfaroup,30,outfaroup,30,cut,23,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,24,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,25,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,26,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,27,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,28,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,29,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,30,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,31,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,32,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,33,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,34,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,35,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,36,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,37,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,38,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,39,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,40,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,41,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,42,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,43,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,44,0
outfaroup,30,outfaroup,30,outfaroup,30,cut,45,-10
outfaroup,30,outfaroup,30,outfaroup,30,cut,46,-10
