maintained,technique,is,CUT,and,the,number,is,20
cut,20,cut,20,cut,20,cut,1,-10
cut,20,cut,20,cut,20,cut,2,-10
cut,20,cut,20,cut,20,cut,3,-10
cut,20,cut,20,cut,20,cut,4,-10
cut,20,cut,20,cut,20,cut,5,-10
cut,20,cut,20,cut,20,cut,6,-10
cut,20,cut,20,cut,20,cut,7,-10
cut,20,cut,20,cut,20,cut,8,-10
cut,20,cut,20,cut,20,cut,9,-10
cut,20,cut,20,cut,20,cut,10,-10
cut,20,cut,20,cut,20,cut,11,-10
cut,20,cut,20,cut,20,cut,12,-10
cut,20,cut,20,cut,20,cut,13,-10
cut,20,cut,20,cut,20,cut,14,-10
cut,20,cut,20,cut,20,cut,15,-10
cut,20,cut,20,cut,20,cut,16,-10
cut,20,cut,20,cut,20,cut,17,-10
cut,20,cut,20,cut,20,cut,18,-10
cut,20,cut,20,cut,20,cut,19,-10
cut,20,cut,20,cut,20,cut,20,510
cut,20,cut,20,cut,20,cut,21,-10
cut,20,cut,20,cut,20,cut,22,-10
cut,20,cut,20,cut,20,cut,23,-10
cut,20,cut,20,cut,20,cut,24,-10
cut,20,cut,20,cut,20,cut,25,-10
cut,20,cut,20,cut,20,cut,26,-10
cut,20,cut,20,cut,20,cut,27,-10
cut,20,cut,20,cut,20,cut,28,-10
cut,20,cut,20,cut,20,cut,29,-10
cut,20,cut,20,cut,20,cut,30,-10
cut,20,cut,20,cut,20,cut,31,-10
cut,20,cut,20,cut,20,cut,32,-10
cut,20,cut,20,cut,20,cut,33,-10
cut,20,cut,20,cut,20,cut,34,-10
cut,20,cut,20,cut,20,cut,35,-10
cut,20,cut,20,cut,20,cut,36,-10
cut,20,cut,20,cut,20,cut,37,-10
cut,20,cut,20,cut,20,cut,38,-10
cut,20,cut,20,cut,20,cut,39,-10
cut,20,cut,20,cut,20,cut,40,-10
cut,20,cut,20,cut,20,cut,41,-10
cut,20,cut,20,cut,20,cut,42,-10
cut,20,cut,20,cut,20,cut,43,-10
cut,20,cut,20,cut,20,cut,44,-10
cut,20,cut,20,cut,20,cut,45,-10
cut,20,cut,20,cut,20,cut,46,-10
cut,20,cut,20,cut,20,cut,47,-10
cut,20,cut,20,cut,20,cut,48,-10
cut,20,cut,20,cut,20,cut,49,-10
cut,20,cut,20,cut,20,cut,50,-10
cut,20,cut,20,cut,20,cut,51,-10
cut,20,cut,20,cut,20,slipcut,2,-10
cut,20,cut,20,cut,20,slipcut,3,-10
cut,20,cut,20,cut,20,slipcut,4,-10
cut,20,cut,20,cut,20,slipcut,5,-10
cut,20,cut,20,cut,20,slipcut,6,-10
cut,20,cut,20,cut,20,slipcut,7,-10
cut,20,cut,20,cut,20,slipcut,8,-10
cut,20,cut,20,cut,20,slipcut,9,-10
cut,20,cut,20,cut,20,slipcut,10,-10
cut,20,cut,20,cut,20,slipcut,11,-10
cut,20,cut,20,cut,20,slipcut,12,-10
cut,20,cut,20,cut,20,slipcut,13,-10
cut,20,cut,20,cut,20,slipcut,14,-10
cut,20,cut,20,cut,20,slipcut,15,-10
cut,20,cut,20,cut,20,slipcut,16,-10
cut,20,cut,20,cut,20,slipcut,17,-10
cut,20,cut,20,cut,20,slipcut,18,-10
cut,20,cut,20,cut,20,slipcut,19,-10
cut,20,cut,20,cut,20,slipcut,20,-10
cut,20,cut,20,cut,20,slipcut,21,-10
cut,20,cut,20,cut,20,slipcut,22,-10
cut,20,cut,20,cut,20,slipcut,23,-10
cut,20,cut,20,cut,20,slipcut,24,-10
cut,20,cut,20,cut,20,slipcut,25,-10
cut,20,cut,20,cut,20,slipcut,26,-10
cut,20,cut,20,cut,20,slipcut,27,-10
cut,20,cut,20,cut,20,slipcut,28,-10
cut,20,cut,20,cut,20,slipcut,29,-10
cut,20,cut,20,cut,20,slipcut,30,-10
cut,20,cut,20,cut,20,slipcut,31,-10
cut,20,cut,20,cut,20,slipcut,32,-10
cut,20,cut,20,cut,20,slipcut,33,0
cut,20,cut,20,cut,20,slipcut,34,-10
cut,20,cut,20,cut,20,slipcut,35,-10
cut,20,cut,20,cut,20,slipcut,36,-10
cut,20,cut,20,cut,20,slipcut,37,-10
cut,20,cut,20,cut,20,slipcut,38,-10
cut,20,cut,20,cut,20,slipcut,39,-10
cut,20,cut,20,cut,20,slipcut,40,-10
cut,20,cut,20,cut,20,slipcut,41,-10
cut,20,cut,20,cut,20,slipcut,42,-10
cut,20,cut,20,cut,20,slipcut,43,-10
cut,20,cut,20,cut,20,slipcut,44,-10
cut,20,cut,20,cut,20,slipcut,45,-10
cut,20,cut,20,cut,20,slipcut,46,-10
cut,20,cut,20,cut,20,slipcut,47,-10
cut,20,cut,20,cut,20,slipcut,48,-10
cut,20,cut,20,cut,20,slipcut,49,-10
cut,20,cut,20,cut,20,slipcut,50,-10
cut,20,cut,20,cut,20,slipcut,51,-10
cut,20,cut,20,cut,20,slipcut,2,-10
cut,20,cut,20,cut,20,slipcut,3,-10
cut,20,cut,20,cut,20,slipcut,4,-10
cut,20,cut,20,cut,20,slipcut,5,-10
cut,20,cut,20,cut,20,slipcut,6,-10
cut,20,cut,20,cut,20,slipcut,7,-10
cut,20,cut,20,cut,20,slipcut,8,-10
cut,20,cut,20,cut,20,slipcut,9,-10
cut,20,cut,20,cut,20,slipcut,10,-10
cut,20,cut,20,cut,20,slipcut,11,-10
cut,20,cut,20,cut,20,slipcut,12,-10
cut,20,cut,20,cut,20,slipcut,13,-10
cut,20,cut,20,cut,20,slipcut,14,-10
cut,20,cut,20,cut,20,slipcut,15,-10
cut,20,cut,20,cut,20,slipcut,16,-10
cut,20,cut,20,cut,20,slipcut,17,-10
cut,20,cut,20,cut,20,slipcut,18,-10
cut,20,cut,20,cut,20,slipcut,19,-10
cut,20,cut,20,cut,20,slipcut,20,-10
cut,20,cut,20,cut,20,slipcut,21,0
cut,20,cut,20,cut,20,slipcut,22,-10
cut,20,cut,20,cut,20,slipcut,23,-10
cut,20,cut,20,cut,20,slipcut,24,-10
cut,20,cut,20,cut,20,slipcut,25,-10
cut,20,cut,20,cut,20,slipcut,26,-10
cut,20,cut,20,cut,20,slipcut,27,-10
cut,20,cut,20,cut,20,slipcut,28,-10
cut,20,cut,20,cut,20,slipcut,29,-10
cut,20,cut,20,cut,20,slipcut,30,-10
cut,20,cut,20,cut,20,slipcut,31,-10
cut,20,cut,20,cut,20,slipcut,32,-10
cut,20,cut,20,cut,20,slipcut,33,-10
cut,20,cut,20,cut,20,slipcut,34,-10
cut,20,cut,20,cut,20,slipcut,35,-10
cut,20,cut,20,cut,20,slipcut,36,-10
cut,20,cut,20,cut,20,slipcut,37,-10
cut,20,cut,20,cut,20,slipcut,38,-10
cut,20,cut,20,cut,20,slipcut,39,-10
cut,20,cut,20,cut,20,slipcut,40,-10
cut,20,cut,20,cut,20,slipcut,41,-10
cut,20,cut,20,cut,20,slipcut,42,-10
cut,20,cut,20,cut,20,slipcut,43,-10
cut,20,cut,20,cut,20,slipcut,44,-10
cut,20,cut,20,cut,20,slipcut,45,-10
cut,20,cut,20,cut,20,slipcut,46,-10
cut,20,cut,20,cut,20,slipcut,47,-10
cut,20,cut,20,cut,20,slipcut,48,-10
cut,20,cut,20,cut,20,slipcut,49,-10
cut,20,cut,20,cut,20,slipcut,50,-10
cut,20,cut,20,cut,20,slipcut,51,-10
cut,20,cut,20,cut,20,peal,2,-10
cut,20,cut,20,cut,20,peal,3,-10
cut,20,cut,20,cut,20,peal,4,-10
cut,20,cut,20,cut,20,peal,5,-10
cut,20,cut,20,cut,20,peal,6,-10
cut,20,cut,20,cut,20,peal,7,-10
cut,20,cut,20,cut,20,peal,8,-10
cut,20,cut,20,cut,20,peal,9,-10
cut,20,cut,20,cut,20,peal,10,-10
cut,20,cut,20,cut,20,peal,11,-10
cut,20,cut,20,cut,20,peal,12,-10
cut,20,cut,20,cut,20,peal,13,-10
cut,20,cut,20,cut,20,peal,14,-10
cut,20,cut,20,cut,20,peal,15,-10
cut,20,cut,20,cut,20,peal,16,-10
cut,20,cut,20,cut,20,peal,17,-10
cut,20,cut,20,cut,20,peal,18,-10
cut,20,cut,20,cut,20,peal,19,-10
cut,20,cut,20,cut,20,peal,20,-10
cut,20,cut,20,cut,20,peal,21,0
cut,20,cut,20,cut,20,peal,22,-10
cut,20,cut,20,cut,20,peal,23,0
cut,20,cut,20,cut,20,peal,24,-10
cut,20,cut,20,cut,20,peal,25,0
cut,20,cut,20,cut,20,peal,26,-10
cut,20,cut,20,cut,20,peal,27,0
cut,20,cut,20,cut,20,peal,28,-10
cut,20,cut,20,cut,20,peal,29,0
cut,20,cut,20,cut,20,peal,30,-10
cut,20,cut,20,cut,20,peal,31,0
cut,20,cut,20,cut,20,peal,32,-10
cut,20,cut,20,cut,20,peal,33,10
cut,20,cut,20,cut,20,peal,34,-10
cut,20,cut,20,cut,20,peal,35,10
cut,20,cut,20,cut,20,peal,36,-10
cut,20,cut,20,cut,20,peal,37,10
cut,20,cut,20,cut,20,peal,38,-10
cut,20,cut,20,cut,20,peal,39,10
cut,20,cut,20,cut,20,peal,40,-10
cut,20,cut,20,cut,20,peal,41,10
cut,20,cut,20,cut,20,peal,42,-10
cut,20,cut,20,cut,20,peal,43,10
cut,20,cut,20,cut,20,peal,44,-10
cut,20,cut,20,cut,20,peal,45,10
cut,20,cut,20,cut,20,peal,46,-10
cut,20,cut,20,cut,20,peal,47,10
cut,20,cut,20,cut,20,peal,48,-10
cut,20,cut,20,cut,20,peal,49,10
cut,20,cut,20,cut,20,peal,50,-10
cut,20,cut,20,cut,20,peal,51,10
cut,20,cut,20,cut,20,pealup,2,-10
cut,20,cut,20,cut,20,pealup,3,-10
cut,20,cut,20,cut,20,pealup,4,-10
cut,20,cut,20,cut,20,pealup,5,-10
cut,20,cut,20,cut,20,pealup,6,-10
cut,20,cut,20,cut,20,pealup,7,-10
cut,20,cut,20,cut,20,pealup,8,-10
cut,20,cut,20,cut,20,pealup,9,-10
cut,20,cut,20,cut,20,pealup,10,-10
cut,20,cut,20,cut,20,pealup,11,-10
cut,20,cut,20,cut,20,pealup,12,-10
cut,20,cut,20,cut,20,pealup,13,-10
cut,20,cut,20,cut,20,pealup,14,-10
cut,20,cut,20,cut,20,pealup,15,-10
cut,20,cut,20,cut,20,pealup,16,-10
cut,20,cut,20,cut,20,pealup,17,-10
cut,20,cut,20,cut,20,pealup,18,-10
cut,20,cut,20,cut,20,pealup,19,-10
cut,20,cut,20,cut,20,pealup,20,-10
cut,20,cut,20,cut,20,pealup,21,0
cut,20,cut,20,cut,20,pealup,22,-10
cut,20,cut,20,cut,20,pealup,23,0
cut,20,cut,20,cut,20,pealup,24,-10
cut,20,cut,20,cut,20,pealup,25,0
cut,20,cut,20,cut,20,pealup,26,-10
cut,20,cut,20,cut,20,pealup,27,0
cut,20,cut,20,cut,20,pealup,28,-10
cut,20,cut,20,cut,20,pealup,29,0
cut,20,cut,20,cut,20,pealup,30,-10
cut,20,cut,20,cut,20,pealup,31,0
cut,20,cut,20,cut,20,pealup,32,-10
cut,20,cut,20,cut,20,pealup,33,10
cut,20,cut,20,cut,20,pealup,34,-10
cut,20,cut,20,cut,20,pealup,35,10
cut,20,cut,20,cut,20,pealup,36,-10
cut,20,cut,20,cut,20,pealup,37,10
cut,20,cut,20,cut,20,pealup,38,-10
cut,20,cut,20,cut,20,pealup,39,10
cut,20,cut,20,cut,20,pealup,40,-10
cut,20,cut,20,cut,20,pealup,41,10
cut,20,cut,20,cut,20,pealup,42,-10
cut,20,cut,20,cut,20,pealup,43,10
cut,20,cut,20,cut,20,pealup,44,-10
cut,20,cut,20,cut,20,pealup,45,10
cut,20,cut,20,cut,20,pealup,46,-10
cut,20,cut,20,cut,20,pealup,47,10
cut,20,cut,20,cut,20,pealup,48,-10
cut,20,cut,20,cut,20,pealup,49,10
cut,20,cut,20,cut,20,pealup,50,-10
cut,20,cut,20,cut,20,pealup,51,10
cut,20,cut,20,cut,20,infaro,10,-10
cut,20,cut,20,cut,20,infaro,11,-10
cut,20,cut,20,cut,20,infaro,12,-10
cut,20,cut,20,cut,20,infaro,13,-10
cut,20,cut,20,cut,20,infaro,14,-10
cut,20,cut,20,cut,20,infaro,15,-10
cut,20,cut,20,cut,20,infaro,16,-10
cut,20,cut,20,cut,20,infaro,17,-10
cut,20,cut,20,cut,20,infaro,18,-10
cut,20,cut,20,cut,20,infaro,19,-10
cut,20,cut,20,cut,20,infaro,20,0
cut,20,cut,20,cut,20,infaro,21,0
cut,20,cut,20,cut,20,infaro,22,0
cut,20,cut,20,cut,20,infaro,23,0
cut,20,cut,20,cut,20,infaro,24,0
cut,20,cut,20,cut,20,infaro,25,0
cut,20,cut,20,cut,20,infaro,26,0
cut,20,cut,20,cut,20,infaro,27,0
cut,20,cut,20,cut,20,infaro,28,0
cut,20,cut,20,cut,20,infaro,29,0
cut,20,cut,20,cut,20,infaro,30,0
cut,20,cut,20,cut,20,infaro,31,0
cut,20,cut,20,cut,20,infaro,32,0
cut,20,cut,20,cut,20,infaro,33,0
cut,20,cut,20,cut,20,infaro,34,0
cut,20,cut,20,cut,20,infaro,35,0
cut,20,cut,20,cut,20,infaro,36,-10
cut,20,cut,20,cut,20,infaro,37,-10
cut,20,cut,20,cut,20,infaro,38,-10
cut,20,cut,20,cut,20,infaro,39,-10
cut,20,cut,20,cut,20,infaro,40,-10
cut,20,cut,20,cut,20,infaro,41,-10
cut,20,cut,20,cut,20,infaro,42,-10
cut,20,cut,20,cut,20,infaroup,10,-10
cut,20,cut,20,cut,20,infaroup,11,-10
cut,20,cut,20,cut,20,infaroup,12,-10
cut,20,cut,20,cut,20,infaroup,13,-10
cut,20,cut,20,cut,20,infaroup,14,-10
cut,20,cut,20,cut,20,infaroup,15,-10
cut,20,cut,20,cut,20,infaroup,16,-10
cut,20,cut,20,cut,20,infaroup,17,-10
cut,20,cut,20,cut,20,infaroup,18,-10
cut,20,cut,20,cut,20,infaroup,19,-10
cut,20,cut,20,cut,20,infaroup,20,0
cut,20,cut,20,cut,20,infaroup,21,0
cut,20,cut,20,cut,20,infaroup,22,0
cut,20,cut,20,cut,20,infaroup,23,0
cut,20,cut,20,cut,20,infaroup,24,0
cut,20,cut,20,cut,20,infaroup,25,0
cut,20,cut,20,cut,20,infaroup,26,0
cut,20,cut,20,cut,20,infaroup,27,0
cut,20,cut,20,cut,20,infaroup,28,0
cut,20,cut,20,cut,20,infaroup,29,0
cut,20,cut,20,cut,20,infaroup,30,0
cut,20,cut,20,cut,20,infaroup,31,0
cut,20,cut,20,cut,20,infaroup,32,130
cut,20,cut,20,cut,20,infaroup,33,0
cut,20,cut,20,cut,20,infaroup,34,0
cut,20,cut,20,cut,20,infaroup,35,0
cut,20,cut,20,cut,20,infaroup,36,0
cut,20,cut,20,cut,20,infaroup,37,0
cut,20,cut,20,cut,20,infaroup,38,0
cut,20,cut,20,cut,20,infaroup,39,0
cut,20,cut,20,cut,20,infaroup,40,0
cut,20,cut,20,cut,20,infaroup,41,0
cut,20,cut,20,cut,20,infaroup,42,-10
cut,20,cut,20,cut,20,outfaro,10,-10
cut,20,cut,20,cut,20,outfaro,11,-10
cut,20,cut,20,cut,20,outfaro,12,-10
cut,20,cut,20,cut,20,outfaro,13,-10
cut,20,cut,20,cut,20,outfaro,14,-10
cut,20,cut,20,cut,20,outfaro,15,-10
cut,20,cut,20,cut,20,outfaro,16,-10
cut,20,cut,20,cut,20,outfaro,17,-10
cut,20,cut,20,cut,20,outfaro,18,-10
cut,20,cut,20,cut,20,outfaro,19,-10
cut,20,cut,20,cut,20,outfaro,20,-10
cut,20,cut,20,cut,20,outfaro,21,0
cut,20,cut,20,cut,20,outfaro,22,0
cut,20,cut,20,cut,20,outfaro,23,0
cut,20,cut,20,cut,20,outfaro,24,0
cut,20,cut,20,cut,20,outfaro,25,0
cut,20,cut,20,cut,20,outfaro,26,0
cut,20,cut,20,cut,20,outfaro,27,0
cut,20,cut,20,cut,20,outfaro,28,0
cut,20,cut,20,cut,20,outfaro,29,0
cut,20,cut,20,cut,20,outfaro,30,0
cut,20,cut,20,cut,20,outfaro,31,0
cut,20,cut,20,cut,20,outfaro,32,0
cut,20,cut,20,cut,20,outfaro,33,0
cut,20,cut,20,cut,20,outfaro,34,0
cut,20,cut,20,cut,20,outfaro,35,0
cut,20,cut,20,cut,20,outfaro,36,0
cut,20,cut,20,cut,20,outfaro,37,-10
cut,20,cut,20,cut,20,outfaro,38,-10
cut,20,cut,20,cut,20,outfaro,39,-10
cut,20,cut,20,cut,20,outfaro,40,-10
cut,20,cut,20,cut,20,outfaro,41,-10
cut,20,cut,20,cut,20,outfaro,42,-10
cut,20,cut,20,cut,20,outfaroup,10,-10
cut,20,cut,20,cut,20,outfaroup,11,-10
cut,20,cut,20,cut,20,outfaroup,12,-10
cut,20,cut,20,cut,20,outfaroup,13,-10
cut,20,cut,20,cut,20,outfaroup,14,-10
cut,20,cut,20,cut,20,outfaroup,15,-10
cut,20,cut,20,cut,20,outfaroup,16,-10
cut,20,cut,20,cut,20,outfaroup,17,-10
cut,20,cut,20,cut,20,outfaroup,18,-10
cut,20,cut,20,cut,20,outfaroup,19,-10
cut,20,cut,20,cut,20,outfaroup,20,-10
cut,20,cut,20,cut,20,outfaroup,21,0
cut,20,cut,20,cut,20,outfaroup,22,0
cut,20,cut,20,cut,20,outfaroup,23,0
cut,20,cut,20,cut,20,outfaroup,24,0
cut,20,cut,20,cut,20,outfaroup,25,0
cut,20,cut,20,cut,20,outfaroup,26,0
cut,20,cut,20,cut,20,outfaroup,27,0
cut,20,cut,20,cut,20,outfaroup,28,0
cut,20,cut,20,cut,20,outfaroup,29,0
cut,20,cut,20,cut,20,outfaroup,30,0
cut,20,cut,20,cut,20,outfaroup,31,0
cut,20,cut,20,cut,20,outfaroup,32,110
cut,20,cut,20,cut,20,outfaroup,33,0
cut,20,cut,20,cut,20,outfaroup,34,0
cut,20,cut,20,cut,20,outfaroup,35,0
cut,20,cut,20,cut,20,outfaroup,36,0
cut,20,cut,20,cut,20,outfaroup,37,0
cut,20,cut,20,cut,20,outfaroup,38,0
cut,20,cut,20,cut,20,outfaroup,39,0
cut,20,cut,20,cut,20,outfaroup,40,0
cut,20,cut,20,cut,20,outfaroup,41,0
cut,20,cut,20,cut,20,outfaroup,42,0
