maintained,technique,is,OUTFARO,and,the,number,is,40
outfaro,40,outfaro,40,outfaro,40,cut,1,130
outfaro,40,outfaro,40,outfaro,40,cut,2,130
outfaro,40,outfaro,40,outfaro,40,cut,3,130
outfaro,40,outfaro,40,outfaro,40,cut,4,130
outfaro,40,outfaro,40,outfaro,40,cut,5,130
outfaro,40,outfaro,40,outfaro,40,cut,6,130
outfaro,40,outfaro,40,outfaro,40,cut,7,130
outfaro,40,outfaro,40,outfaro,40,cut,8,130
outfaro,40,outfaro,40,outfaro,40,cut,9,130
outfaro,40,outfaro,40,outfaro,40,cut,10,130
outfaro,40,outfaro,40,outfaro,40,cut,11,130
outfaro,40,outfaro,40,outfaro,40,cut,12,130
outfaro,40,outfaro,40,outfaro,40,cut,13,125
outfaro,40,outfaro,40,outfaro,40,cut,14,125
outfaro,40,outfaro,40,outfaro,40,cut,15,125
outfaro,40,outfaro,40,outfaro,40,cut,16,125
outfaro,40,outfaro,40,outfaro,40,cut,17,125
outfaro,40,outfaro,40,outfaro,40,cut,18,125
outfaro,40,outfaro,40,outfaro,40,cut,19,125
outfaro,40,outfaro,40,outfaro,40,cut,20,125
outfaro,40,outfaro,40,outfaro,40,cut,21,125
outfaro,40,outfaro,40,outfaro,40,cut,22,125
outfaro,40,outfaro,40,outfaro,40,cut,23,125
outfaro,40,outfaro,40,outfaro,40,cut,24,125
outfaro,40,outfaro,40,outfaro,40,cut,25,125
outfaro,40,outfaro,40,outfaro,40,cut,26,125
outfaro,40,outfaro,40,outfaro,40,cut,27,125
outfaro,40,outfaro,40,outfaro,40,cut,28,130
outfaro,40,outfaro,40,outfaro,40,cut,29,130
outfaro,40,outfaro,40,outfaro,40,cut,30,130
outfaro,40,outfaro,40,outfaro,40,cut,31,130
outfaro,40,outfaro,40,outfaro,40,cut,32,130
outfaro,40,outfaro,40,outfaro,40,cut,33,130
outfaro,40,outfaro,40,outfaro,40,cut,34,130
outfaro,40,outfaro,40,outfaro,40,cut,35,130
outfaro,40,outfaro,40,outfaro,40,cut,36,130
outfaro,40,outfaro,40,outfaro,40,cut,37,130
outfaro,40,outfaro,40,outfaro,40,cut,38,130
outfaro,40,outfaro,40,outfaro,40,cut,39,130
outfaro,40,outfaro,40,outfaro,40,cut,40,270
outfaro,40,outfaro,40,outfaro,40,cut,41,135
outfaro,40,outfaro,40,outfaro,40,cut,42,135
outfaro,40,outfaro,40,outfaro,40,cut,43,135
outfaro,40,outfaro,40,outfaro,40,cut,44,135
outfaro,40,outfaro,40,outfaro,40,cut,45,135
outfaro,40,outfaro,40,outfaro,40,cut,46,135
outfaro,40,outfaro,40,outfaro,40,cut,47,135
outfaro,40,outfaro,40,outfaro,40,cut,48,135
outfaro,40,outfaro,40,outfaro,40,cut,49,135
outfaro,40,outfaro,40,outfaro,40,cut,50,135
outfaro,40,outfaro,40,outfaro,40,cut,51,135
outfaro,40,outfaro,40,outfaro,40,slipcut,2,130
