maintained,technique,is,INFAROUP,and,the,number,is,20
infaroup,20,infaroup,20,infaroup,20,cut,1,100
infaroup,20,infaroup,20,infaroup,20,cut,2,100
infaroup,20,infaroup,20,infaroup,20,cut,3,100
infaroup,20,infaroup,20,infaroup,20,cut,4,100
infaroup,20,infaroup,20,infaroup,20,cut,5,100
infaroup,20,infaroup,20,infaroup,20,cut,6,100
infaroup,20,infaroup,20,infaroup,20,cut,7,100
infaroup,20,infaroup,20,infaroup,20,cut,8,100
infaroup,20,infaroup,20,infaroup,20,cut,9,100
infaroup,20,infaroup,20,infaroup,20,cut,10,100
infaroup,20,infaroup,20,infaroup,20,cut,11,100
infaroup,20,infaroup,20,infaroup,20,cut,12,110
infaroup,20,infaroup,20,infaroup,20,cut,13,110
infaroup,20,infaroup,20,infaroup,20,cut,14,110
infaroup,20,infaroup,20,infaroup,20,cut,15,110
infaroup,20,infaroup,20,infaroup,20,cut,16,110
infaroup,20,infaroup,20,infaroup,20,cut,17,110
infaroup,20,infaroup,20,infaroup,20,cut,18,110
infaroup,20,infaroup,20,infaroup,20,cut,19,110
infaroup,20,infaroup,20,infaroup,20,cut,20,110
infaroup,20,infaroup,20,infaroup,20,cut,21,110
infaroup,20,infaroup,20,infaroup,20,cut,22,110
infaroup,20,infaroup,20,infaroup,20,cut,23,110
infaroup,20,infaroup,20,infaroup,20,cut,24,110
infaroup,20,infaroup,20,infaroup,20,cut,25,110
infaroup,20,infaroup,20,infaroup,20,cut,26,110
infaroup,20,infaroup,20,infaroup,20,cut,27,110
infaroup,20,infaroup,20,infaroup,20,cut,28,110
infaroup,20,infaroup,20,infaroup,20,cut,29,110
infaroup,20,infaroup,20,infaroup,20,cut,30,110
infaroup,20,infaroup,20,infaroup,20,cut,31,110
infaroup,20,infaroup,20,infaroup,20,cut,32,110
infaroup,20,infaroup,20,infaroup,20,cut,33,110
infaroup,20,infaroup,20,infaroup,20,cut,34,110
infaroup,20,infaroup,20,infaroup,20,cut,35,110
infaroup,20,infaroup,20,infaroup,20,cut,36,110
