maintained,technique,is,CUT,and,the,number,is,30
cut,30,cut,30,cut,30,outfaroup,16,-10
cut,30,cut,30,cut,30,outfaroup,17,-10
cut,30,cut,30,cut,30,outfaroup,18,-10
cut,30,cut,30,cut,30,outfaroup,19,-10
cut,30,cut,30,cut,30,outfaroup,20,-10
cut,30,cut,30,cut,30,outfaroup,21,-10
cut,30,cut,30,cut,30,outfaroup,22,-10
cut,30,cut,30,cut,30,outfaroup,23,0
cut,30,cut,30,cut,30,outfaroup,24,0
cut,30,cut,30,cut,30,outfaroup,25,0
cut,30,cut,30,cut,30,outfaroup,26,0
cut,30,cut,30,cut,30,outfaroup,27,0
cut,30,cut,30,cut,30,outfaroup,28,0
cut,30,cut,30,cut,30,outfaroup,29,0
cut,30,cut,30,cut,30,outfaroup,30,0
cut,30,cut,30,cut,30,outfaroup,31,0
cut,30,cut,30,cut,30,outfaroup,32,0
cut,30,cut,30,cut,30,outfaroup,33,0
cut,30,cut,30,cut,30,outfaroup,34,0
cut,30,cut,30,cut,30,outfaroup,35,0
cut,30,cut,30,cut,30,outfaroup,36,0
cut,30,cut,30,cut,30,outfaroup,37,0
cut,30,cut,30,cut,30,outfaroup,38,-10
cut,30,cut,30,cut,30,outfaroup,39,-10
cut,30,cut,30,cut,30,outfaroup,40,-10
cut,30,cut,30,cut,30,outfaroup,41,-10
cut,30,cut,30,cut,30,outfaroup,42,-10
