maintained,technique,is,OUTFAROUP,and,the,number,is,30
outfaroup,30,cut,1,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,2,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,3,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,4,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,5,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,6,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,7,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,8,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,9,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,10,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,11,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,12,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,13,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,14,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,15,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,16,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,17,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,18,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,19,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,20,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,21,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,22,outfaroup,30,outfaroup,30,70
outfaroup,30,cut,23,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,24,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,25,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,26,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,27,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,28,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,29,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,30,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,31,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,32,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,33,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,34,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,35,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,36,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,37,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,38,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,39,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,40,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,41,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,42,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,43,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,44,outfaroup,30,outfaroup,30,0
outfaroup,30,cut,45,outfaroup,30,outfaroup,30,-10
outfaroup,30,cut,46,outfaroup,30,outfaroup,30,-10
outfaroup,30,cut,47,outfaroup,30,outfaroup,30,-10
outfaroup,30,cut,48,outfaroup,30,outfaroup,30,-10
outfaroup,30,cut,49,outfaroup,30,outfaroup,30,-10
outfaroup,30,cut,50,outfaroup,30,outfaroup,30,-10
outfaroup,30,cut,51,outfaroup,30,outfaroup,30,-10
outfaroup,30,slipcut,2,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,3,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,4,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,5,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,6,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,7,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,8,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,9,outfaroup,30,outfaroup,30,10
outfaroup,30,slipcut,10,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,11,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,12,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,13,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,14,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,15,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,16,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,17,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,18,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,19,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,20,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,21,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,22,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,23,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,24,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,25,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,26,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,27,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,28,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,29,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,30,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,31,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,32,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,33,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,34,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,35,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,36,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,37,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,38,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,39,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,40,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,41,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,42,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,43,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,44,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,45,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,46,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,47,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,48,outfaroup,30,outfaroup,30,0
outfaroup,30,slipcut,49,outfaroup,30,outfaroup,30,0
