maintained,technique,is,PEAL,and,the,number,is,20
peal,20,cut,1,peal,20,peal,20,0
peal,20,cut,2,peal,20,peal,20,-10
peal,20,cut,3,peal,20,peal,20,0
peal,20,cut,4,peal,20,peal,20,-10
peal,20,cut,5,peal,20,peal,20,0
peal,20,cut,6,peal,20,peal,20,-10
peal,20,cut,7,peal,20,peal,20,0
peal,20,cut,8,peal,20,peal,20,-10
peal,20,cut,9,peal,20,peal,20,0
peal,20,cut,10,peal,20,peal,20,-10
peal,20,cut,11,peal,20,peal,20,0
peal,20,cut,12,peal,20,peal,20,-10
peal,20,cut,13,peal,20,peal,20,0
peal,20,cut,14,peal,20,peal,20,-10
peal,20,cut,15,peal,20,peal,20,0
peal,20,cut,16,peal,20,peal,20,-10
peal,20,cut,17,peal,20,peal,20,0
peal,20,cut,18,peal,20,peal,20,-10
peal,20,cut,19,peal,20,peal,20,0
peal,20,cut,20,peal,20,peal,20,-10
peal,20,cut,21,peal,20,peal,20,-10
peal,20,cut,22,peal,20,peal,20,-10
peal,20,cut,23,peal,20,peal,20,-10
peal,20,cut,24,peal,20,peal,20,-10
peal,20,cut,25,peal,20,peal,20,-10
peal,20,cut,26,peal,20,peal,20,-10
peal,20,cut,27,peal,20,peal,20,-10
peal,20,cut,28,peal,20,peal,20,-10
peal,20,cut,29,peal,20,peal,20,-10
peal,20,cut,30,peal,20,peal,20,-10
peal,20,cut,31,peal,20,peal,20,-10
peal,20,cut,32,peal,20,peal,20,-10
peal,20,cut,33,peal,20,peal,20,0
peal,20,cut,34,peal,20,peal,20,-10
peal,20,cut,35,peal,20,peal,20,0
peal,20,cut,36,peal,20,peal,20,-10
peal,20,cut,37,peal,20,peal,20,0
peal,20,cut,38,peal,20,peal,20,-10
peal,20,cut,39,peal,20,peal,20,0
peal,20,cut,40,peal,20,peal,20,-10
peal,20,cut,41,peal,20,peal,20,0
peal,20,cut,42,peal,20,peal,20,-10
peal,20,cut,43,peal,20,peal,20,0
peal,20,cut,44,peal,20,peal,20,-10
peal,20,cut,45,peal,20,peal,20,0
