maintained,technique,is,PEALUP,and,the,number,is,20
pealup,20,pealup,20,pealup,20,infaro,32,0
pealup,20,pealup,20,pealup,20,infaro,33,0
pealup,20,pealup,20,pealup,20,infaro,34,-10
pealup,20,pealup,20,pealup,20,infaro,35,10
pealup,20,pealup,20,pealup,20,infaro,36,-10
pealup,20,pealup,20,pealup,20,infaro,37,0
pealup,20,pealup,20,pealup,20,infaro,38,-10
pealup,20,pealup,20,pealup,20,infaro,39,0
pealup,20,pealup,20,pealup,20,infaro,40,-10
pealup,20,pealup,20,pealup,20,infaro,41,0
pealup,20,pealup,20,pealup,20,infaro,42,-10
pealup,20,pealup,20,pealup,20,infaroup,10,330
pealup,20,pealup,20,pealup,20,infaroup,11,300
pealup,20,pealup,20,pealup,20,infaroup,12,280
pealup,20,pealup,20,pealup,20,infaroup,13,270
pealup,20,pealup,20,pealup,20,infaroup,14,240
pealup,20,pealup,20,pealup,20,infaroup,15,220
pealup,20,pealup,20,pealup,20,infaroup,16,210
pealup,20,pealup,20,pealup,20,infaroup,17,180
pealup,20,pealup,20,pealup,20,infaroup,18,160
pealup,20,pealup,20,pealup,20,infaroup,19,150
pealup,20,pealup,20,pealup,20,infaroup,20,120
pealup,20,pealup,20,pealup,20,infaroup,21,100
pealup,20,pealup,20,pealup,20,infaroup,22,80
pealup,20,pealup,20,pealup,20,infaroup,23,60
pealup,20,pealup,20,pealup,20,infaroup,24,40
pealup,20,pealup,20,pealup,20,infaroup,25,20
pealup,20,pealup,20,pealup,20,infaroup,26,0
pealup,20,pealup,20,pealup,20,infaroup,27,0
pealup,20,pealup,20,pealup,20,infaroup,28,0
pealup,20,pealup,20,pealup,20,infaroup,29,0
pealup,20,pealup,20,pealup,20,infaroup,30,0
pealup,20,pealup,20,pealup,20,infaroup,31,0
pealup,20,pealup,20,pealup,20,infaroup,32,0
pealup,20,pealup,20,pealup,20,infaroup,33,0
pealup,20,pealup,20,pealup,20,infaroup,34,0
pealup,20,pealup,20,pealup,20,infaroup,35,0
pealup,20,pealup,20,pealup,20,infaroup,36,0
pealup,20,pealup,20,pealup,20,infaroup,37,0
pealup,20,pealup,20,pealup,20,infaroup,38,0
pealup,20,pealup,20,pealup,20,infaroup,39,0
pealup,20,pealup,20,pealup,20,infaroup,40,0
pealup,20,pealup,20,pealup,20,infaroup,41,0
pealup,20,pealup,20,pealup,20,infaroup,42,0
pealup,20,pealup,20,pealup,20,outfaro,10,130
pealup,20,pealup,20,pealup,20,outfaro,11,110
pealup,20,pealup,20,pealup,20,outfaro,12,90
pealup,20,pealup,20,pealup,20,outfaro,13,70
pealup,20,pealup,20,pealup,20,outfaro,14,50
pealup,20,pealup,20,pealup,20,outfaro,15,30
pealup,20,pealup,20,pealup,20,outfaro,16,10
pealup,20,pealup,20,pealup,20,outfaro,17,0
pealup,20,pealup,20,pealup,20,outfaro,18,0
pealup,20,pealup,20,pealup,20,outfaro,19,0
pealup,20,pealup,20,pealup,20,outfaro,20,0
pealup,20,pealup,20,pealup,20,outfaro,21,0
pealup,20,pealup,20,pealup,20,outfaro,22,10
pealup,20,pealup,20,pealup,20,outfaro,23,0
pealup,20,pealup,20,pealup,20,outfaro,24,0
pealup,20,pealup,20,pealup,20,outfaro,25,10
pealup,20,pealup,20,pealup,20,outfaro,26,0
pealup,20,pealup,20,pealup,20,outfaro,27,0
pealup,20,pealup,20,pealup,20,outfaro,28,10
pealup,20,pealup,20,pealup,20,outfaro,29,0
pealup,20,pealup,20,pealup,20,outfaro,30,0
pealup,20,pealup,20,pealup,20,outfaro,31,10
pealup,20,pealup,20,pealup,20,outfaro,32,0
pealup,20,pealup,20,pealup,20,outfaro,33,10
pealup,20,pealup,20,pealup,20,outfaro,34,10
pealup,20,pealup,20,pealup,20,outfaro,35,10
pealup,20,pealup,20,pealup,20,outfaro,36,0
pealup,20,pealup,20,pealup,20,outfaro,37,10
pealup,20,pealup,20,pealup,20,outfaro,38,0
pealup,20,pealup,20,pealup,20,outfaro,39,10
pealup,20,pealup,20,pealup,20,outfaro,40,0
pealup,20,pealup,20,pealup,20,outfaro,41,10
pealup,20,pealup,20,pealup,20,outfaro,42,0
pealup,20,pealup,20,pealup,20,outfaroup,10,310
pealup,20,pealup,20,pealup,20,outfaroup,11,300
pealup,20,pealup,20,pealup,20,outfaroup,12,290
pealup,20,pealup,20,pealup,20,outfaroup,13,260
