maintained,technique,is,OUTFAROUP,and,the,number,is,20
outfaroup,20,outfaroup,20,outfaroup,20,cut,1,110
outfaroup,20,outfaroup,20,outfaroup,20,cut,2,110
outfaroup,20,outfaroup,20,outfaroup,20,cut,3,110
outfaroup,20,outfaroup,20,outfaroup,20,cut,4,110
outfaroup,20,outfaroup,20,outfaroup,20,cut,5,110
outfaroup,20,outfaroup,20,outfaroup,20,cut,6,110
outfaroup,20,outfaroup,20,outfaroup,20,cut,7,110
outfaroup,20,outfaroup,20,outfaroup,20,cut,8,110
outfaroup,20,outfaroup,20,outfaroup,20,cut,9,110
outfaroup,20,outfaroup,20,outfaroup,20,cut,10,110
outfaroup,20,outfaroup,20,outfaroup,20,cut,11,110
outfaroup,20,outfaroup,20,outfaroup,20,cut,12,110
outfaroup,20,outfaroup,20,outfaroup,20,cut,13,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,14,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,15,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,16,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,17,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,18,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,19,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,20,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,21,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,22,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,23,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,24,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,25,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,26,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,27,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,28,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,29,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,30,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,31,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,32,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,33,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,34,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,35,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,36,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,37,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,38,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,39,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,40,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,41,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,42,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,43,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,44,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,45,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,46,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,47,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,48,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,49,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,50,120
outfaroup,20,outfaroup,20,outfaroup,20,cut,51,120
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,2,100
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,3,100
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,4,100
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,5,100
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,6,100
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,7,100
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,8,100
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,9,100
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,10,100
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,11,100
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,12,100
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,13,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,14,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,15,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,16,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,17,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,18,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,19,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,20,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,21,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,22,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,23,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,24,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,25,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,26,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,27,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,28,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,29,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,30,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,31,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,32,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,33,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,34,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,35,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,36,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,37,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,38,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,39,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,40,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,41,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,42,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,43,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,44,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,45,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,46,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,47,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,48,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,49,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,50,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,51,110
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,2,120
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,3,120
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,4,120
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,5,120
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,6,120
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,7,120
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,8,120
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,9,120
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,10,120
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,11,120
outfaroup,20,outfaroup,20,outfaroup,20,slipcut,12,120
