maintained,technique,is,OUTFARO,and,the,number,is,30
outfaro,30,outfaro,30,outfaro,30,cut,1,70
outfaro,30,outfaro,30,outfaro,30,cut,2,70
outfaro,30,outfaro,30,outfaro,30,cut,3,70
outfaro,30,outfaro,30,outfaro,30,cut,4,70
outfaro,30,outfaro,30,outfaro,30,cut,5,70
outfaro,30,outfaro,30,outfaro,30,cut,6,70
outfaro,30,outfaro,30,outfaro,30,cut,7,70
outfaro,30,outfaro,30,outfaro,30,cut,8,70
outfaro,30,outfaro,30,outfaro,30,cut,9,70
outfaro,30,outfaro,30,outfaro,30,cut,10,70
outfaro,30,outfaro,30,outfaro,30,cut,11,70
outfaro,30,outfaro,30,outfaro,30,cut,12,70
outfaro,30,outfaro,30,outfaro,30,cut,13,70
outfaro,30,outfaro,30,outfaro,30,cut,14,70
outfaro,30,outfaro,30,outfaro,30,cut,15,70
outfaro,30,outfaro,30,outfaro,30,cut,16,70
outfaro,30,outfaro,30,outfaro,30,cut,17,70
outfaro,30,outfaro,30,outfaro,30,cut,18,70
outfaro,30,outfaro,30,outfaro,30,cut,19,70
outfaro,30,outfaro,30,outfaro,30,cut,20,70
outfaro,30,outfaro,30,outfaro,30,cut,21,70
outfaro,30,outfaro,30,outfaro,30,cut,22,70
outfaro,30,outfaro,30,outfaro,30,cut,23,60
outfaro,30,outfaro,30,outfaro,30,cut,24,60
outfaro,30,outfaro,30,outfaro,30,cut,25,60
outfaro,30,outfaro,30,outfaro,30,cut,26,60
outfaro,30,outfaro,30,outfaro,30,cut,27,60
outfaro,30,outfaro,30,outfaro,30,cut,28,60
outfaro,30,outfaro,30,outfaro,30,cut,29,60
outfaro,30,outfaro,30,outfaro,30,cut,30,70
outfaro,30,outfaro,30,outfaro,30,cut,31,70
outfaro,30,outfaro,30,outfaro,30,cut,32,70
outfaro,30,outfaro,30,outfaro,30,cut,33,70
outfaro,30,outfaro,30,outfaro,30,cut,34,70
outfaro,30,outfaro,30,outfaro,30,cut,35,70
outfaro,30,outfaro,30,outfaro,30,cut,36,70
outfaro,30,outfaro,30,outfaro,30,cut,37,70
outfaro,30,outfaro,30,outfaro,30,cut,38,70
outfaro,30,outfaro,30,outfaro,30,cut,39,70
outfaro,30,outfaro,30,outfaro,30,cut,40,70
outfaro,30,outfaro,30,outfaro,30,cut,41,70
outfaro,30,outfaro,30,outfaro,30,cut,42,70
outfaro,30,outfaro,30,outfaro,30,cut,43,70
outfaro,30,outfaro,30,outfaro,30,cut,44,70
outfaro,30,outfaro,30,outfaro,30,cut,45,70
outfaro,30,outfaro,30,outfaro,30,cut,46,70
outfaro,30,outfaro,30,outfaro,30,cut,47,70
outfaro,30,outfaro,30,outfaro,30,cut,48,70
outfaro,30,outfaro,30,outfaro,30,cut,49,70
