maintained,technique,is,INFARO,and,the,number,is,20
infaro,20,cut,1,infaro,20,infaro,20,0
infaro,20,cut,2,infaro,20,infaro,20,0
infaro,20,cut,3,infaro,20,infaro,20,0
infaro,20,cut,4,infaro,20,infaro,20,0
infaro,20,cut,5,infaro,20,infaro,20,0
infaro,20,cut,6,infaro,20,infaro,20,0
infaro,20,cut,7,infaro,20,infaro,20,0
infaro,20,cut,8,infaro,20,infaro,20,0
infaro,20,cut,9,infaro,20,infaro,20,0
infaro,20,cut,10,infaro,20,infaro,20,0
infaro,20,cut,11,infaro,20,infaro,20,0
infaro,20,cut,12,infaro,20,infaro,20,0
infaro,20,cut,13,infaro,20,infaro,20,0
infaro,20,cut,14,infaro,20,infaro,20,0
infaro,20,cut,15,infaro,20,infaro,20,0
infaro,20,cut,16,infaro,20,infaro,20,0
infaro,20,cut,17,infaro,20,infaro,20,0
infaro,20,cut,18,infaro,20,infaro,20,0
infaro,20,cut,19,infaro,20,infaro,20,0
infaro,20,cut,20,infaro,20,infaro,20,0
infaro,20,cut,21,infaro,20,infaro,20,-10
infaro,20,cut,22,infaro,20,infaro,20,-10
infaro,20,cut,23,infaro,20,infaro,20,-10
infaro,20,cut,24,infaro,20,infaro,20,-10
infaro,20,cut,25,infaro,20,infaro,20,-10
infaro,20,cut,26,infaro,20,infaro,20,-10
infaro,20,cut,27,infaro,20,infaro,20,-10
infaro,20,cut,28,infaro,20,infaro,20,-10
infaro,20,cut,29,infaro,20,infaro,20,-10
infaro,20,cut,30,infaro,20,infaro,20,-10
infaro,20,cut,31,infaro,20,infaro,20,-10
infaro,20,cut,32,infaro,20,infaro,20,0
infaro,20,cut,33,infaro,20,infaro,20,0
infaro,20,cut,34,infaro,20,infaro,20,0
infaro,20,cut,35,infaro,20,infaro,20,0
infaro,20,cut,36,infaro,20,infaro,20,0
infaro,20,cut,37,infaro,20,infaro,20,0
infaro,20,cut,38,infaro,20,infaro,20,0
infaro,20,cut,39,infaro,20,infaro,20,0
infaro,20,cut,40,infaro,20,infaro,20,0
infaro,20,cut,41,infaro,20,infaro,20,0
infaro,20,cut,42,infaro,20,infaro,20,0
infaro,20,cut,43,infaro,20,infaro,20,0
infaro,20,cut,44,infaro,20,infaro,20,0
infaro,20,cut,45,infaro,20,infaro,20,0
infaro,20,cut,46,infaro,20,infaro,20,0
infaro,20,cut,47,infaro,20,infaro,20,0
