maintained,technique,is,PEALUP,and,the,number,is,40
pealup,40,pealup,40,pealup,40,cut,1,0
pealup,40,pealup,40,pealup,40,cut,2,-10
pealup,40,pealup,40,pealup,40,cut,3,0
pealup,40,pealup,40,pealup,40,cut,4,-10
pealup,40,pealup,40,pealup,40,cut,5,0
pealup,40,pealup,40,pealup,40,cut,6,-10
pealup,40,pealup,40,pealup,40,cut,7,0
pealup,40,pealup,40,pealup,40,cut,8,-10
pealup,40,pealup,40,pealup,40,cut,9,0
pealup,40,pealup,40,pealup,40,cut,10,-10
pealup,40,pealup,40,pealup,40,cut,11,0
pealup,40,pealup,40,pealup,40,cut,12,-10
pealup,40,pealup,40,pealup,40,cut,13,10
pealup,40,pealup,40,pealup,40,cut,14,-10
pealup,40,pealup,40,pealup,40,cut,15,10
pealup,40,pealup,40,pealup,40,cut,16,-10
pealup,40,pealup,40,pealup,40,cut,17,10
pealup,40,pealup,40,pealup,40,cut,18,-10
pealup,40,pealup,40,pealup,40,cut,19,10
pealup,40,pealup,40,pealup,40,cut,20,-10
pealup,40,pealup,40,pealup,40,cut,21,10
pealup,40,pealup,40,pealup,40,cut,22,-10
pealup,40,pealup,40,pealup,40,cut,23,10
pealup,40,pealup,40,pealup,40,cut,24,-10
pealup,40,pealup,40,pealup,40,cut,25,10
pealup,40,pealup,40,pealup,40,cut,26,-10
pealup,40,pealup,40,pealup,40,cut,27,10
pealup,40,pealup,40,pealup,40,cut,28,-10
pealup,40,pealup,40,pealup,40,cut,29,10
pealup,40,pealup,40,pealup,40,cut,30,-10
pealup,40,pealup,40,pealup,40,cut,31,10
pealup,40,pealup,40,pealup,40,cut,32,-10
pealup,40,pealup,40,pealup,40,cut,33,10
pealup,40,pealup,40,pealup,40,cut,34,-10
pealup,40,pealup,40,pealup,40,cut,35,10
pealup,40,pealup,40,pealup,40,cut,36,-10
pealup,40,pealup,40,pealup,40,cut,37,10
pealup,40,pealup,40,pealup,40,cut,38,-10
pealup,40,pealup,40,pealup,40,cut,39,10
pealup,40,pealup,40,pealup,40,cut,40,-10
pealup,40,pealup,40,pealup,40,cut,41,0
pealup,40,pealup,40,pealup,40,cut,42,-10
pealup,40,pealup,40,pealup,40,cut,43,0
pealup,40,pealup,40,pealup,40,cut,44,-10
pealup,40,pealup,40,pealup,40,cut,45,0
pealup,40,pealup,40,pealup,40,cut,46,-10
pealup,40,pealup,40,pealup,40,cut,47,0
pealup,40,pealup,40,pealup,40,cut,48,-10
pealup,40,pealup,40,pealup,40,cut,49,0
pealup,40,pealup,40,pealup,40,cut,50,-10
pealup,40,pealup,40,pealup,40,cut,51,0
pealup,40,pealup,40,pealup,40,slipcut,2,90
pealup,40,pealup,40,pealup,40,slipcut,3,80
pealup,40,pealup,40,pealup,40,slipcut,4,70
pealup,40,pealup,40,pealup,40,slipcut,5,60
pealup,40,pealup,40,pealup,40,slipcut,6,50
pealup,40,pealup,40,pealup,40,slipcut,7,40
pealup,40,pealup,40,pealup,40,slipcut,8,30
pealup,40,pealup,40,pealup,40,slipcut,9,20
