maintained,technique,is,INFARO,and,the,number,is,20
cut,1,pealup,20,pealup,20,pealup,20,0
cut,2,pealup,20,pealup,20,pealup,20,0
cut,3,pealup,20,pealup,20,pealup,20,0
cut,4,pealup,20,pealup,20,pealup,20,0
cut,5,pealup,20,pealup,20,pealup,20,0
cut,6,pealup,20,pealup,20,pealup,20,0
cut,7,pealup,20,pealup,20,pealup,20,0
cut,8,pealup,20,pealup,20,pealup,20,0
cut,9,pealup,20,pealup,20,pealup,20,0
cut,10,pealup,20,pealup,20,pealup,20,10
cut,11,pealup,20,pealup,20,pealup,20,20
cut,12,pealup,20,pealup,20,pealup,20,30
cut,13,pealup,20,pealup,20,pealup,20,40
cut,14,pealup,20,pealup,20,pealup,20,50
cut,15,pealup,20,pealup,20,pealup,20,60
cut,16,pealup,20,pealup,20,pealup,20,70
cut,17,pealup,20,pealup,20,pealup,20,80
cut,18,pealup,20,pealup,20,pealup,20,90
cut,19,pealup,20,pealup,20,pealup,20,100
cut,20,pealup,20,pealup,20,pealup,20,110
cut,21,pealup,20,pealup,20,pealup,20,110
cut,22,pealup,20,pealup,20,pealup,20,110
cut,23,pealup,20,pealup,20,pealup,20,110
cut,24,pealup,20,pealup,20,pealup,20,110
cut,25,pealup,20,pealup,20,pealup,20,110
cut,26,pealup,20,pealup,20,pealup,20,110
cut,27,pealup,20,pealup,20,pealup,20,110
cut,28,pealup,20,pealup,20,pealup,20,110
cut,29,pealup,20,pealup,20,pealup,20,110
cut,30,pealup,20,pealup,20,pealup,20,110
cut,31,pealup,20,pealup,20,pealup,20,110
cut,32,pealup,20,pealup,20,pealup,20,110
cut,33,pealup,20,pealup,20,pealup,20,110
cut,34,pealup,20,pealup,20,pealup,20,110
cut,35,pealup,20,pealup,20,pealup,20,110
cut,36,pealup,20,pealup,20,pealup,20,110
cut,37,pealup,20,pealup,20,pealup,20,110
cut,38,pealup,20,pealup,20,pealup,20,110
cut,39,pealup,20,pealup,20,pealup,20,110
cut,40,pealup,20,pealup,20,pealup,20,110
cut,41,pealup,20,pealup,20,pealup,20,100
cut,42,pealup,20,pealup,20,pealup,20,90
cut,43,pealup,20,pealup,20,pealup,20,80
cut,44,pealup,20,pealup,20,pealup,20,70
cut,45,pealup,20,pealup,20,pealup,20,60
cut,46,pealup,20,pealup,20,pealup,20,50
cut,47,pealup,20,pealup,20,pealup,20,40
cut,48,pealup,20,pealup,20,pealup,20,30
cut,49,pealup,20,pealup,20,pealup,20,20
cut,50,pealup,20,pealup,20,pealup,20,10
cut,51,pealup,20,pealup,20,pealup,20,0
slipcut,2,pealup,20,pealup,20,pealup,20,0
slipcut,3,pealup,20,pealup,20,pealup,20,0
slipcut,4,pealup,20,pealup,20,pealup,20,0
slipcut,5,pealup,20,pealup,20,pealup,20,0
slipcut,6,pealup,20,pealup,20,pealup,20,0
slipcut,7,pealup,20,pealup,20,pealup,20,0
slipcut,8,pealup,20,pealup,20,pealup,20,0
