maintained,technique,is,INFARO,and,the,number,is,30
infaro,30,cut,1,infaro,30,infaro,30,25
infaro,30,cut,2,infaro,30,infaro,30,25
infaro,30,cut,3,infaro,30,infaro,30,25
infaro,30,cut,4,infaro,30,infaro,30,25
infaro,30,cut,5,infaro,30,infaro,30,25
infaro,30,cut,6,infaro,30,infaro,30,10
infaro,30,cut,7,infaro,30,infaro,30,-5
infaro,30,cut,8,infaro,30,infaro,30,-5
infaro,30,cut,9,infaro,30,infaro,30,0
infaro,30,cut,10,infaro,30,infaro,30,0
infaro,30,cut,11,infaro,30,infaro,30,0
infaro,30,cut,12,infaro,30,infaro,30,0
infaro,30,cut,13,infaro,30,infaro,30,0
infaro,30,cut,14,infaro,30,infaro,30,15
infaro,30,cut,15,infaro,30,infaro,30,25
infaro,30,cut,16,infaro,30,infaro,30,25
infaro,30,cut,17,infaro,30,infaro,30,30
infaro,30,cut,18,infaro,30,infaro,30,20
infaro,30,cut,19,infaro,30,infaro,30,20
infaro,30,cut,20,infaro,30,infaro,30,25
infaro,30,cut,21,infaro,30,infaro,30,25
infaro,30,cut,22,infaro,30,infaro,30,20
infaro,30,cut,23,infaro,30,infaro,30,20
infaro,30,cut,24,infaro,30,infaro,30,15
infaro,30,cut,25,infaro,30,infaro,30,15
infaro,30,cut,26,infaro,30,infaro,30,15
infaro,30,cut,27,infaro,30,infaro,30,20
infaro,30,cut,28,infaro,30,infaro,30,10
infaro,30,cut,29,infaro,30,infaro,30,5
infaro,30,cut,30,infaro,30,infaro,30,55
infaro,30,cut,31,infaro,30,infaro,30,10
infaro,30,cut,32,infaro,30,infaro,30,10
infaro,30,cut,33,infaro,30,infaro,30,10
infaro,30,cut,34,infaro,30,infaro,30,10
infaro,30,cut,35,infaro,30,infaro,30,5
infaro,30,cut,36,infaro,30,infaro,30,15
infaro,30,cut,37,infaro,30,infaro,30,20
infaro,30,cut,38,infaro,30,infaro,30,20
infaro,30,cut,39,infaro,30,infaro,30,20
infaro,30,cut,40,infaro,30,infaro,30,25
infaro,30,cut,41,infaro,30,infaro,30,20
infaro,30,cut,42,infaro,30,infaro,30,20
infaro,30,cut,43,infaro,30,infaro,30,10
infaro,30,cut,44,infaro,30,infaro,30,5
infaro,30,cut,45,infaro,30,infaro,30,0
infaro,30,cut,46,infaro,30,infaro,30,0
infaro,30,cut,47,infaro,30,infaro,30,0
infaro,30,cut,48,infaro,30,infaro,30,0
infaro,30,cut,49,infaro,30,infaro,30,0
infaro,30,cut,50,infaro,30,infaro,30,0
infaro,30,cut,51,infaro,30,infaro,30,10
infaro,30,slipcut,2,infaro,30,infaro,30,40
