maintained,technique,is,PEAL,and,the,number,is,30
peal,30,peal,30,peal,30,cut,1,0
peal,30,peal,30,peal,30,cut,2,-10
peal,30,peal,30,peal,30,cut,3,0
peal,30,peal,30,peal,30,cut,4,-10
peal,30,peal,30,peal,30,cut,5,0
peal,30,peal,30,peal,30,cut,6,-10
peal,30,peal,30,peal,30,cut,7,0
peal,30,peal,30,peal,30,cut,8,-10
peal,30,peal,30,peal,30,cut,9,0
peal,30,peal,30,peal,30,cut,10,-10
peal,30,peal,30,peal,30,cut,11,0
peal,30,peal,30,peal,30,cut,12,-10
peal,30,peal,30,peal,30,cut,13,0
peal,30,peal,30,peal,30,cut,14,-10
peal,30,peal,30,peal,30,cut,15,0
peal,30,peal,30,peal,30,cut,16,-10
peal,30,peal,30,peal,30,cut,17,0
peal,30,peal,30,peal,30,cut,18,-10
peal,30,peal,30,peal,30,cut,19,0
peal,30,peal,30,peal,30,cut,20,-10
peal,30,peal,30,peal,30,cut,21,0
peal,30,peal,30,peal,30,cut,22,-10
peal,30,peal,30,peal,30,cut,23,10
peal,30,peal,30,peal,30,cut,24,-10
peal,30,peal,30,peal,30,cut,25,10
peal,30,peal,30,peal,30,cut,26,-10
peal,30,peal,30,peal,30,cut,27,10
peal,30,peal,30,peal,30,cut,28,-10
peal,30,peal,30,peal,30,cut,29,10
peal,30,peal,30,peal,30,cut,30,-10
peal,30,peal,30,peal,30,cut,31,0
peal,30,peal,30,peal,30,cut,32,-10
peal,30,peal,30,peal,30,cut,33,0
peal,30,peal,30,peal,30,cut,34,-10
peal,30,peal,30,peal,30,cut,35,0
peal,30,peal,30,peal,30,cut,36,-10
peal,30,peal,30,peal,30,cut,37,0
peal,30,peal,30,peal,30,cut,38,-10
peal,30,peal,30,peal,30,cut,39,0
peal,30,peal,30,peal,30,cut,40,-10
peal,30,peal,30,peal,30,cut,41,0
peal,30,peal,30,peal,30,cut,42,-10
peal,30,peal,30,peal,30,cut,43,0
peal,30,peal,30,peal,30,cut,44,-10
peal,30,peal,30,peal,30,cut,45,0
peal,30,peal,30,peal,30,cut,46,-10
peal,30,peal,30,peal,30,cut,47,0
peal,30,peal,30,peal,30,cut,48,-10
peal,30,peal,30,peal,30,cut,49,0
peal,30,peal,30,peal,30,cut,50,-10
peal,30,peal,30,peal,30,cut,51,0
peal,30,peal,30,peal,30,slipcut,2,210
peal,30,peal,30,peal,30,slipcut,3,210
peal,30,peal,30,peal,30,slipcut,4,210
peal,30,peal,30,peal,30,slipcut,5,210
peal,30,peal,30,peal,30,slipcut,6,210
peal,30,peal,30,peal,30,slipcut,7,210
peal,30,peal,30,peal,30,slipcut,8,210
peal,30,peal,30,peal,30,slipcut,9,210
peal,30,peal,30,peal,30,slipcut,10,210
peal,30,peal,30,peal,30,slipcut,11,210
peal,30,peal,30,peal,30,slipcut,12,210
peal,30,peal,30,peal,30,slipcut,13,210
peal,30,peal,30,peal,30,slipcut,14,210
peal,30,peal,30,peal,30,slipcut,15,210
peal,30,peal,30,peal,30,slipcut,16,220
peal,30,peal,30,peal,30,slipcut,17,220
peal,30,peal,30,peal,30,slipcut,18,220
peal,30,peal,30,peal,30,slipcut,19,220
peal,30,peal,30,peal,30,slipcut,20,220
peal,30,peal,30,peal,30,slipcut,21,220
peal,30,peal,30,peal,30,slipcut,22,220
peal,30,peal,30,peal,30,slipcut,23,220
peal,30,peal,30,peal,30,slipcut,24,220
peal,30,peal,30,peal,30,slipcut,25,220
