maintained,technique,is,PEAL,and,the,number,is,40
peal,40,peal,40,peal,40,cut,1,0
peal,40,peal,40,peal,40,cut,2,-10
peal,40,peal,40,peal,40,cut,3,0
peal,40,peal,40,peal,40,cut,4,-10
peal,40,peal,40,peal,40,cut,5,0
peal,40,peal,40,peal,40,cut,6,-10
peal,40,peal,40,peal,40,cut,7,0
peal,40,peal,40,peal,40,cut,8,-10
peal,40,peal,40,peal,40,cut,9,0
peal,40,peal,40,peal,40,cut,10,-10
peal,40,peal,40,peal,40,cut,11,0
peal,40,peal,40,peal,40,cut,12,-10
peal,40,peal,40,peal,40,cut,13,10
peal,40,peal,40,peal,40,cut,14,-10
peal,40,peal,40,peal,40,cut,15,10
peal,40,peal,40,peal,40,cut,16,-10
peal,40,peal,40,peal,40,cut,17,10
peal,40,peal,40,peal,40,cut,18,-10
peal,40,peal,40,peal,40,cut,19,10
peal,40,peal,40,peal,40,cut,20,-10
peal,40,peal,40,peal,40,cut,21,10
peal,40,peal,40,peal,40,cut,22,-10
peal,40,peal,40,peal,40,cut,23,10
peal,40,peal,40,peal,40,cut,24,-10
peal,40,peal,40,peal,40,cut,25,10
peal,40,peal,40,peal,40,cut,26,-10
peal,40,peal,40,peal,40,cut,27,10
peal,40,peal,40,peal,40,cut,28,-10
peal,40,peal,40,peal,40,cut,29,10
peal,40,peal,40,peal,40,cut,30,-10
peal,40,peal,40,peal,40,cut,31,10
peal,40,peal,40,peal,40,cut,32,-10
peal,40,peal,40,peal,40,cut,33,10
peal,40,peal,40,peal,40,cut,34,-10
peal,40,peal,40,peal,40,cut,35,10
peal,40,peal,40,peal,40,cut,36,-10
peal,40,peal,40,peal,40,cut,37,10
peal,40,peal,40,peal,40,cut,38,-10
peal,40,peal,40,peal,40,cut,39,10
peal,40,peal,40,peal,40,cut,40,-10
peal,40,peal,40,peal,40,cut,41,0
peal,40,peal,40,peal,40,cut,42,-10
peal,40,peal,40,peal,40,cut,43,0
peal,40,peal,40,peal,40,cut,44,-10
peal,40,peal,40,peal,40,cut,45,0
peal,40,peal,40,peal,40,cut,46,-10
peal,40,peal,40,peal,40,cut,47,0
peal,40,peal,40,peal,40,cut,48,-10
peal,40,peal,40,peal,40,cut,49,0
peal,40,peal,40,peal,40,cut,50,-10
peal,40,peal,40,peal,40,cut,51,0
peal,40,peal,40,peal,40,slipcut,2,110
peal,40,peal,40,peal,40,slipcut,3,110
peal,40,peal,40,peal,40,slipcut,4,110
peal,40,peal,40,peal,40,slipcut,5,110
peal,40,peal,40,peal,40,slipcut,6,110
peal,40,peal,40,peal,40,slipcut,7,110
peal,40,peal,40,peal,40,slipcut,8,110
peal,40,peal,40,peal,40,slipcut,9,110
peal,40,peal,40,peal,40,slipcut,10,110
peal,40,peal,40,peal,40,slipcut,11,110
peal,40,peal,40,peal,40,slipcut,12,110
peal,40,peal,40,peal,40,slipcut,13,110
peal,40,peal,40,peal,40,slipcut,14,110
peal,40,peal,40,peal,40,slipcut,15,110
peal,40,peal,40,peal,40,slipcut,16,110
peal,40,peal,40,peal,40,slipcut,17,110
peal,40,peal,40,peal,40,slipcut,18,110
peal,40,peal,40,peal,40,slipcut,19,110
peal,40,peal,40,peal,40,slipcut,20,110
peal,40,peal,40,peal,40,slipcut,21,120
peal,40,peal,40,peal,40,slipcut,22,120
peal,40,peal,40,peal,40,slipcut,23,120
peal,40,peal,40,peal,40,slipcut,24,120
peal,40,peal,40,peal,40,slipcut,25,120
peal,40,peal,40,peal,40,slipcut,26,120
peal,40,peal,40,peal,40,slipcut,27,120
peal,40,peal,40,peal,40,slipcut,28,120
peal,40,peal,40,peal,40,slipcut,29,120
peal,40,peal,40,peal,40,slipcut,30,120
peal,40,peal,40,peal,40,slipcut,31,120
peal,40,peal,40,peal,40,slipcut,32,120
peal,40,peal,40,peal,40,slipcut,33,120
peal,40,peal,40,peal,40,slipcut,34,120
peal,40,peal,40,peal,40,slipcut,35,120
peal,40,peal,40,peal,40,slipcut,36,120
peal,40,peal,40,peal,40,slipcut,37,120
peal,40,peal,40,peal,40,slipcut,38,120
peal,40,peal,40,peal,40,slipcut,39,120
peal,40,peal,40,peal,40,slipcut,40,130
peal,40,peal,40,peal,40,slipcut,41,110
peal,40,peal,40,peal,40,slipcut,42,100
peal,40,peal,40,peal,40,slipcut,43,90
peal,40,peal,40,peal,40,slipcut,44,80
peal,40,peal,40,peal,40,slipcut,45,70
peal,40,peal,40,peal,40,slipcut,46,60
peal,40,peal,40,peal,40,slipcut,47,50
peal,40,peal,40,peal,40,slipcut,48,40
peal,40,peal,40,peal,40,slipcut,49,30
peal,40,peal,40,peal,40,slipcut,50,20
peal,40,peal,40,peal,40,slipcut,51,10
peal,40,peal,40,peal,40,slipcut,2,90
peal,40,peal,40,peal,40,slipcut,3,80
peal,40,peal,40,peal,40,slipcut,4,70
peal,40,peal,40,peal,40,slipcut,5,60
peal,40,peal,40,peal,40,slipcut,6,50
peal,40,peal,40,peal,40,slipcut,7,40
peal,40,peal,40,peal,40,slipcut,8,30
peal,40,peal,40,peal,40,slipcut,9,20
peal,40,peal,40,peal,40,slipcut,10,10
peal,40,peal,40,peal,40,slipcut,11,0
peal,40,peal,40,peal,40,slipcut,12,-10
peal,40,peal,40,peal,40,slipcut,13,-10
peal,40,peal,40,peal,40,slipcut,14,-10
peal,40,peal,40,peal,40,slipcut,15,-10
peal,40,peal,40,peal,40,slipcut,16,-10
peal,40,peal,40,peal,40,slipcut,17,-10
peal,40,peal,40,peal,40,slipcut,18,-10
peal,40,peal,40,peal,40,slipcut,19,-10
